name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Moussa Niakhaté,DEF,Nott'm Forest,1.4,0,0,0,0.0,0.0,0.0,7,2,0,1.7,82,Newcastle United,0,0,0,0,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,-0.1,0,0,0,0.0,0.0,0.0,99,0,0,0.0,0,Aston Villa,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,110,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,114,0,0,0.0,0,Brighton,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,126,0,0,0.0,0,Liverpool,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,131,0,0,0.0,0,Arsenal,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,146,0,0,0.0,0,Brentford,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,157,0,0,0.0,0,Crystal Palace,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,169,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,177,0,0,0.0,0,Chelsea,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,190,0,0,0.0,0,Southampton,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,3.0,0,0,1,0.0,0.0,0.0,18,0,0,5.2,78,West Ham,0,0,0,0,6,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,198,0,0,0.0,0,Leeds United,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,202,0,0,0.0,0,Bournemouth,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,-0.1,0,0,0,0.0,0.0,0.0,218,0,0,0.0,0,Leicester City,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,224,0,0,0.0,0,Fulham,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,238,0,0,0.0,0,Manchester City,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,250,0,0,0.0,0,West Ham,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,258,0,0,0.0,0,Everton,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,269,0,0,0.0,0,Tottenham,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,-0.3,0,0,0,0.01,0.0,2.42,278,2,0,0.2,90,Newcastle United,0,0,0,1,1,True,0
Moussa Niakhaté,DEF,Nott'm Forest,2.0,0,0,0,0.01,0.0,0.47,289,1,0,2.2,90,Wolverhampton,0,0,0,1,2,True,0
Moussa Niakhaté,DEF,Nott'm Forest,2.0,0,0,0,0.01,0.0,1.94,65,2,0,1.4,90,Leicester City,0,0,0,1,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.9,0,0,0,0.0,0.0,0.0,23,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Moussa Niakhaté,DEF,Nott'm Forest,1.2,0,0,0,0.01,0.0,1.01,291,2,0,1.0,90,Aston Villa,0,0,0,1,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.3,0,0,0,0.01,0.02,3.49,306,2,0,1.0,90,Manchester United,0,0,0,1,1,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.7,0,0,0,0.01,0.0,2.87,318,3,0,2.6,90,Liverpool,0,0,0,1,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,1.2,0,0,0,0.0,0.0,0.02,324,0,0,0.1,13,Brighton,0,0,0,1,1,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.5,0,0,0,0.03,0.05,1.63,333,2,0,5.0,90,Brentford,0,0,0,1,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,1.5,0,0,0,0.02,0.0,3.23,347,3,0,1.3,90,Southampton,0,0,0,1,1,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.33,1.14,354,2,0,1.9,90,Chelsea,0,0,0,1,1,False,0
Moussa Niakhaté,DEF,Nott'm Forest,1.5,0,0,1,0.04,0.0,0.64,367,0,0,1.3,90,Arsenal,0,0,0,1,5,True,1
Moussa Niakhaté,DEF,Nott'm Forest,2.0,0,0,0,0.0,0.0,1.6,375,1,0,0.0,90,Crystal Palace,0,0,0,1,2,False,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,38,0,0,0.0,0,Tottenham,0,0,0,0,0,True,0
Moussa Niakhaté,DEF,Nott'm Forest,0.0,0,0,0,0.0,0.0,0.0,49,0,0,0.0,0,Manchester City,0,0,0,0,0,False,0
