name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-06,90,Chelsea,0,0,5,0,3,True
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-08-13,90,Aston Villa,0,0,1,0,1,False
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-10-19,90,Newcastle United,0,0,3,0,3,False
Jordan Pickford,GK,Everton,0,1,0.0,0,2022-10-22,90,Crystal Palace,0,0,2,0,6,True
Jordan Pickford,GK,Everton,3,1,0.0,0,2022-10-29,90,Fulham,0,0,6,0,11,False
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-10-09,90,Manchester United,0,0,2,0,1,True
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-10-15,90,Tottenham,0,0,5,0,2,False
Jordan Pickford,GK,Everton,0,0,0.7136,2,2022-12-26,90,Wolverhampton,0,0,2,1,1,True
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-11-05,90,Leeds United,0,0,6,0,3,True
Jordan Pickford,GK,Everton,0,0,2.5055,3,2022-11-12,90,Bournemouth,0,0,5,1,2,False
Jordan Pickford,GK,Everton,0,0,2.0391,1,2022-12-31,90,Manchester City,0,0,2,1,2,False
Jordan Pickford,GK,Everton,0,0,2.1978,4,2023-01-03,90,Brighton,0,0,4,1,1,True
Jordan Pickford,GK,Everton,0,0,2.37,2,2023-03-18,90,Chelsea,0,0,5,1,2,False
Jordan Pickford,GK,Everton,0,0,2.3338,2,2023-01-21,90,West Ham,0,0,2,1,1,False
Jordan Pickford,GK,Everton,1,0,0.0,1,2022-08-20,90,Nottingham Forest,0,0,4,0,7,True
Jordan Pickford,GK,Everton,0,1,0.86,0,2023-02-04,90,Arsenal,0,0,2,1,5,True
Jordan Pickford,GK,Everton,0,0,1.94,2,2023-02-25,90,Aston Villa,0,0,3,1,2,True
Jordan Pickford,GK,Everton,0,0,2.79,4,2023-03-01,90,Arsenal,0,0,1,1,0,False
Jordan Pickford,GK,Everton,0,1,0.6,0,2023-02-18,90,Leicester City,0,0,0,1,6,True
Jordan Pickford,GK,Everton,0,0,1.2443,2,2023-01-14,90,Southampton,0,0,3,1,2,True
Jordan Pickford,GK,Everton,0,0,0.91,2,2023-03-05,90,Nottingham Forest,0,0,2,1,1,False
Jordan Pickford,GK,Everton,0,0,2.19,2,2023-02-13,90,Liverpool,0,0,4,1,1,False
Jordan Pickford,GK,Everton,1,1,2.1,0,2023-03-11,90,Brentford,0,0,3,1,8,True
Jordan Pickford,GK,Everton,0,0,3.46,2,2023-04-08,90,Manchester United,0,0,9,1,4,False
Jordan Pickford,GK,Everton,0,0,1.48,1,2023-04-03,90,Tottenham,0,0,0,1,2,True
Jordan Pickford,GK,Everton,0,1,0.49,0,2023-04-22,90,Crystal Palace,0,0,2,1,6,False
Jordan Pickford,GK,Everton,0,0,1.83,3,2023-04-15,90,Fulham,0,0,4,1,2,True
Jordan Pickford,GK,Everton,0,0,2.44,4,2023-04-27,90,Newcastle United,0,0,3,1,1,True
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-27,90,Brentford,0,0,4,0,2,False
Jordan Pickford,GK,Everton,0,0,3.26,1,2023-05-08,90,Brighton,0,0,4,1,3,False
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-30,90,Leicester City,0,0,4,0,3,False
Jordan Pickford,GK,Everton,0,0,0.76,3,2023-05-14,90,Manchester City,0,0,1,1,1,True
Jordan Pickford,GK,Everton,2,1,0.0,0,2022-09-03,90,Liverpool,0,0,8,0,9,True
Jordan Pickford,GK,Everton,0,1,0.49,0,2023-05-28,90,Bournemouth,0,0,1,1,5,True
Jordan Pickford,GK,Everton,0,0,1.55,1,2023-05-20,90,Wolverhampton,0,0,4,1,3,False
Jordan Pickford,GK,Everton,3,0,3.46,2,2023-05-01,90,Leeds United,0,1,3,1,10,False
Jordan Pickford,GK,Everton,0,0,0.0,0,2022-09-18,0,West Ham,0,0,0,0,0,True
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-10-01,90,Southampton,0,0,5,0,2,False
