name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Emiliano Martínez Romero,GK,Aston Villa,3.6,0,0,0,0.0,0.0,2,2,90,Bournemouth,0,0,0,1,0,1,False,0
Emiliano Martínez Romero,GK,Aston Villa,5.2,0,0,0,0.0,0.0,99,1,90,Nottingham Forest,0,0,0,2,0,2,False,0
Emiliano Martínez Romero,GK,Aston Villa,2.5,0,0,0,0.0,0.0,101,2,90,Chelsea,0,0,0,2,0,1,True,0
Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,0,0.0,0.0,116,3,90,Fulham,0,0,0,5,0,2,False,0
Emiliano Martínez Romero,GK,Aston Villa,3.6,0,0,1,0.0,0.0,121,0,90,Brentford,0,0,0,3,0,7,True,0
Emiliano Martínez Romero,GK,Aston Villa,3.2,0,0,0,0.0,0.0,140,0,34,Newcastle United,0,0,0,1,0,1,False,0
Emiliano Martínez Romero,GK,Aston Villa,2.0,0,0,0,0.0,0.0,141,1,90,Manchester United,0,0,0,3,0,2,True,1
Emiliano Martínez Romero,GK,Aston Villa,1.3,0,0,0,0.20068,0.656,152,1,90,Brighton,0,0,0,1,1,1,False,1
Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,0,0.0,0.0,162,0,0,Liverpool,0,0,0,0,0,0,True,0
Emiliano Martínez Romero,GK,Aston Villa,-0.5,0,0,0,0.0,0.0,178,0,0,Tottenham,0,0,0,0,0,0,False,0
Emiliano Martínez Romero,GK,Aston Villa,0.7,0,0,0,9e-05,0.8543,182,1,90,Wolverhampton,0,0,0,2,1,2,True,0
Emiliano Martínez Romero,GK,Aston Villa,2.0,0,0,0,0.0,0.0,12,1,90,Everton,0,0,0,4,0,3,True,0
Emiliano Martínez Romero,GK,Aston Villa,0.8,0,0,0,0.00025,2.3841,191,1,90,Leicester City,0,0,0,2,1,1,True,1
Emiliano Martínez Romero,GK,Aston Villa,2.6,0,3,1,0.00142,0.4097,209,0,90,Southampton,0,0,0,5,1,10,False,0
Emiliano Martínez Romero,GK,Aston Villa,3.7,0,0,0,0.0,2.25,211,4,90,Leeds United,0,0,0,1,1,0,True,0
Emiliano Martínez Romero,GK,Aston Villa,3.0,0,0,0,0.0,3.59,228,3,90,Manchester City,0,0,0,5,1,2,False,0
Emiliano Martínez Romero,GK,Aston Villa,-0.8,0,0,0,0.0,3.28,231,4,90,Arsenal,1,0,0,2,1,-3,True,1
Emiliano Martínez Romero,GK,Aston Villa,2.0,0,3,1,0.0,1.71,243,0,90,Everton,0,0,0,4,1,9,False,1
Emiliano Martínez Romero,GK,Aston Villa,3.8,0,1,1,0.0,0.17,252,0,90,Crystal Palace,0,0,0,0,1,7,True,0
Emiliano Martínez Romero,GK,Aston Villa,4.0,0,0,0,0.0,2.22,270,1,90,West Ham,0,0,0,4,1,3,False,0
Emiliano Martínez Romero,GK,Aston Villa,7.0,0,0,1,0.0,0.59,272,0,90,Bournemouth,0,0,0,3,1,7,True,0
Emiliano Martínez Romero,GK,Aston Villa,12.0,0,3,1,0.01,2.09,284,0,90,Chelsea,0,0,0,7,1,11,False,0
Emiliano Martínez Romero,GK,Aston Villa,12.0,0,0,0,0.0,0.48,66,1,90,Leeds United,0,0,0,3,1,3,False,0
Emiliano Martínez Romero,GK,Aston Villa,4.7,0,2,0,0.0,0.0,22,3,90,Crystal Palace,0,1,0,6,0,10,False,0
Emiliano Martínez Romero,GK,Aston Villa,7.5,0,3,1,0.0,0.25,291,0,90,Nottingham Forest,0,0,0,2,1,9,True,0
Emiliano Martínez Romero,GK,Aston Villa,6.7,0,0,1,0.0,0.54,301,0,90,Newcastle United,0,0,0,2,1,6,True,0
Emiliano Martínez Romero,GK,Aston Villa,6.0,0,0,0,0.0,0.25,313,0,45,Brentford,0,0,0,2,1,1,False,0
Emiliano Martínez Romero,GK,Aston Villa,4.3,0,0,1,0.0,0.1,321,0,90,Fulham,0,0,0,0,1,5,True,1
Emiliano Martínez Romero,GK,Aston Villa,4.8,0,0,0,0.0,1.19,339,1,90,Manchester United,0,0,0,5,1,3,False,0
Emiliano Martínez Romero,GK,Aston Villa,3.4,0,0,0,0.0,0.69,350,1,90,Wolverhampton,0,0,0,1,1,2,False,0
Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,0,0.0,1.36,352,1,90,Tottenham,0,0,0,1,1,2,True,0
Emiliano Martínez Romero,GK,Aston Villa,1.7,0,0,0,0.0,0.75,364,1,90,Liverpool,0,0,0,4,1,2,False,1
Emiliano Martínez Romero,GK,Aston Villa,2.4,0,0,0,0.0,1.49,372,1,90,Brighton,0,0,0,3,1,3,True,0
Emiliano Martínez Romero,GK,Aston Villa,4.0,0,0,0,0.0,0.0,32,1,90,West Ham,0,0,0,1,0,2,True,0
Emiliano Martínez Romero,GK,Aston Villa,3.3,0,0,0,0.0,0.0,41,2,90,Arsenal,0,0,0,6,0,3,False,0
Emiliano Martínez Romero,GK,Aston Villa,3.2,0,0,0,0.0,0.0,51,1,90,Manchester City,0,0,0,3,0,3,True,0
Emiliano Martínez Romero,GK,Aston Villa,2.6,0,0,1,0.0,0.0,71,0,90,Southampton,0,0,0,1,0,6,True,0
Emiliano Martínez Romero,GK,Aston Villa,6.0,0,0,1,0.0,0.0,85,0,90,Leicester City,0,0,0,1,0,6,False,0
