name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Pedro Porro,DEF,Spurs,0,0,1.55,2,12.6,2023-03-18,85,Southampton,0,1,7,False
Pedro Porro,DEF,Spurs,0,0,0.08,0,0.2,2023-02-26,1,Chelsea,0,0,1,True
Pedro Porro,DEF,Spurs,0,0,0.0,0,0.0,2023-02-19,0,West Ham,0,0,0,True
Pedro Porro,DEF,Spurs,0,1,0.25,0,4.9,2023-03-04,81,Wolverhampton,0,1,6,False
Pedro Porro,DEF,Spurs,0,0,0.0,0,0.0,2023-02-05,0,Manchester City,0,0,0,True
Pedro Porro,DEF,Spurs,0,0,1.41,3,1.3,2023-02-11,75,Leeds United,0,1,1,False
Pedro Porro,DEF,Spurs,0,0,1.57,1,6.9,2023-03-11,90,Nottingham Forest,0,1,5,True
Pedro Porro,DEF,Spurs,0,0,1.43,1,2.4,2023-04-08,90,Brighton,0,1,2,True
Pedro Porro,DEF,Spurs,0,0,0.88,1,4.0,2023-04-03,90,Everton,0,1,2,False
Pedro Porro,DEF,Spurs,0,0,3.64,6,4.5,2023-04-23,90,Newcastle United,0,1,-1,False
Pedro Porro,DEF,Spurs,0,0,0.94,3,7.6,2023-04-15,90,Bournemouth,0,1,1,True
Pedro Porro,DEF,Spurs,0,0,1.94,2,0.0,2023-04-27,76,Manchester United,0,1,7,True
Pedro Porro,DEF,Spurs,3,1,0.37,0,11.4,2023-05-06,90,Crystal Palace,0,1,12,True
Pedro Porro,DEF,Spurs,2,0,1.5,1,0.0,2023-05-28,90,Leicester City,0,1,13,False
Pedro Porro,DEF,Spurs,0,0,1.18,2,3.4,2023-05-13,80,Aston Villa,0,1,1,False
Pedro Porro,DEF,Spurs,0,0,0.68,1,5.2,2023-05-20,15,Brentford,0,0,1,True
Pedro Porro,DEF,Spurs,0,0,2.0,3,6.1,2023-04-30,89,Liverpool,0,1,1,False
