Name,assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
Christian_Pulisic_213,0,0,0,0,0.0,176413,55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Christopher_Nkunku_212,0,4,96,0,74.5,213198,72,0.37,2.84,2.47,8.74,12,3,42.7,134.6,437,0,0,0,0,0,2023/24,75,2,222.0,29,0
Clément_Lenglet_699,1,0,207,2,41.8,171101,45,0.52,1.33,0.81,23.45,27,0,39.5,250.6,1153,0,0,0,0,0,2023/24,45,14,103.0,24,3
Cody_Gakpo_297,5,12,409,5,348.2,243298,71,2.71,11.78,9.07,23.9,20,8,157.1,521.4,1633,0,0,0,0,0,2023/24,75,17,708.0,106,1
Cole_Palmer_362,13,32,844,7,1022.5,244851,63,8.17,25.52,17.35,45.48,46,22,327.8,1240.2,2617,0,0,0,0,0,2023/24,50,29,1016.0,244,7
Connor_Roberts_176,1,0,111,0,104.1,192290,43,0.35,0.35,0.0,19.91,23,0,25.7,142.8,817,0,0,0,1,0,2023/24,45,8,12.0,12,3
Conor_Bradley_757,3,7,211,3,215.8,492777,41,1.24,2.15,0.91,7.47,7,1,60.6,230.4,752,1,0,0,0,0,2023/24,40,10,160.0,50,2
Conor_Coventry_529,0,0,0,0,0.0,222017,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Conor_Gallagher_202,8,10,618,8,821.5,232787,54,3.53,7.54,4.01,52.43,56,5,197.4,754.8,3129,0,0,0,1,0,2023/24,55,37,401.0,129,7
Craig_Dawson_551,1,6,421,6,108.6,60232,45,0.42,2.0,1.58,38.47,38,1,94.4,611.8,2209,0,0,0,0,0,2023/24,45,25,222.0,69,7
Cristian_Romero_511,0,15,591,7,161.9,221632,51,1.41,4.66,3.25,52.55,46,5,125.9,841.8,2790,1,0,0,1,0,2023/24,45,33,252.0,107,7
Curtis_Jones_300,1,2,171,2,203.2,206915,49,1.04,3.78,2.74,19.42,19,1,57.0,174.0,1156,0,0,0,1,0,2023/24,50,14,195.0,40,3
Cédric_Alves Soares_2,0,0,15,0,4.3,58822,38,0.02,0.02,0.0,0.39,0,0,0.6,2.0,59,0,0,0,0,0,2023/24,40,0,0.0,3,0
César_Azpilicueta_189,0,0,0,0,0.0,41328,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Daiki_Hashioka_798,0,0,72,0,51.9,209293,40,0.26,0.36,0.1,12.83,21,0,16.2,101.4,592,2,0,0,0,0,2023/24,40,6,8.0,4,0
Dan_Burn_407,2,4,493,8,153.8,78916,47,1.12,4.47,3.35,46.22,45,2,109.7,656.4,2725,0,0,0,0,0,2023/24,45,32,286.0,97,4
Dan_Potts_333,0,0,0,0,0.0,108411,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Dane_Scarlett_640,0,0,10,0,0.4,490145,45,0.0,0.0,0.0,0.02,0,0,0.8,2.0,19,0,0,0,0,0,2023/24,45,0,6.0,4,0
Dango_Ouattara_78,2,3,207,5,245.4,533463,47,1.1,3.75,2.65,21.13,24,1,87.8,298.4,1214,0,0,0,0,0,2023/24,50,12,332.0,56,3
Daniel_Bentley_546,0,1,73,2,0.0,79602,39,0.0,0.0,0.0,7.79,7,0,7.1,70.8,382,0,0,0,0,8,2023/24,40,3,0.0,18,0
Daniel_Castelo Podence_568,0,0,0,0,0.0,200600,53,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Daniel_Gore_685,0,0,5,0,0.0,504598,45,0.0,0.0,0.0,0.0,0,0,0.3,3.0,1,0,0,0,0,0,2023/24,45,0,0.0,1,0
Daniel_Jebbison_483,0,0,3,0,0.1,523700,48,0.0,0.0,0.0,0.94,0,0,0.4,0.0,20,0,0,0,0,0,2023/24,50,0,4.0,1,0
Daniel_Muñoz_792,4,3,270,5,265.6,247348,45,1.26,2.52,1.26,19.71,22,0,71.7,331.0,1440,0,0,0,0,0,2023/24,45,16,119.0,56,4
Danilo_dos Santos de Oliveira_442,2,4,302,1,277.6,513046,53,0.94,2.76,1.82,28.6,42,2,78.1,368.0,1787,0,0,0,0,0,2023/24,55,20,137.0,65,4
Danny_Ings_535,2,4,105,0,64.4,84939,55,0.26,1.44,1.18,10.43,10,1,27.1,82.4,389,0,0,0,0,0,2023/24,60,3,125.0,36,1
Danny_Welbeck_154,4,5,261,8,320.9,50175,57,1.46,6.55,5.09,27.78,28,5,114.0,326.2,1687,0,0,0,0,0,2023/24,60,21,492.0,79,4
Dara_Costelloe_164,0,0,0,0,0.0,530873,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Dara_O'Shea_173,4,2,478,2,189.7,216616,44,0.9,1.64,0.74,62.7,71,3,117.7,772.0,2892,1,0,0,1,0,2023/24,45,32,213.0,69,5
Darko_Churlinov_162,0,0,0,0,0.0,250735,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Darren_Randolph_80,0,0,0,0,0.0,32259,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Darwin_Núñez Ribeiro_293,11,9,397,6,439.1,447203,75,4.37,20.6,16.23,25.33,25,11,232.4,660.8,2033,0,1,0,0,0,2023/24,75,22,1223.0,132,9
David Datro_Fofana_200,1,8,133,1,111.7,520295,50,0.3,4.88,4.58,16.91,18,4,59.2,212.0,876,0,0,0,0,0,2023/24,50,10,273.0,50,1
David_Brooks_64,1,2,71,0,112.4,111317,47,0.47,2.92,2.45,6.08,7,1,31.4,88.2,271,0,0,0,0,0,2023/24,50,2,113.0,23,1
David_Ozoh_721,0,0,27,0,4.0,531989,45,0.01,0.01,0.0,3.06,5,0,2.9,25.2,148,0,0,0,0,0,2023/24,45,0,0.0,8,1
David_Raya Martin_113,0,6,569,16,0.0,154561,53,0.04,0.04,0.0,22.51,24,0,41.1,413.0,2880,0,0,1,0,46,2023/24,50,32,0.0,135,2
Davinson_Sánchez_512,0,0,9,0,5.0,173904,44,0.03,0.15,0.12,2.02,2,0,2.6,17.0,76,0,0,0,0,0,2023/24,45,0,4.0,0,1
Dean_Henderson_385,0,2,293,4,0.0,172649,44,0.01,0.01,0.0,26.47,30,0,43.7,434.8,1620,2,0,0,0,58,2023/24,45,18,0.0,48,2
Declan_Rice_540,9,17,744,17,745.3,204480,55,5.09,8.62,3.53,27.08,28,7,215.9,959.4,3225,0,0,0,0,0,2023/24,55,37,451.0,165,5
Deivid Washington_de Souza Eugênio_677,0,0,5,0,0.1,617054,45,0.0,0.47,0.47,1.68,1,0,0.4,0.0,11,0,0,0,0,0,2023/24,45,0,4.0,2,0
Dejan_Kulusevski_501,3,14,463,8,950.4,445044,67,6.37,11.31,4.95,49.32,46,8,260.1,698.8,2759,0,0,0,0,0,2023/24,70,31,953.0,130,7
Dele_Alli_248,0,0,0,0,0.0,108823,48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Demarai_Gray_253,0,0,0,0,0.0,172632,53,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Denis_Franchi_169,0,0,0,0,0.0,493347,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Deniz_Undav_149,0,0,0,0,0.0,450434,55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Dermot_Mee_835,0,0,0,0,0.0,461537,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Destiny_Udogie_519,3,8,402,5,357.9,487053,49,2.36,4.78,2.42,48.7,43,2,117.3,534.8,2391,0,0,0,1,0,2023/24,45,28,279.0,79,5
Detlef Esapa_Osong_780,0,0,0,0,0.0,536677,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Devan_Tanton_732,0,0,0,0,0.0,487693,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Diego Carlos_Santos Silva_41,0,1,338,6,59.8,165659,44,0.35,2.3,1.95,33.17,36,0,53.2,370.4,1809,0,0,0,0,0,2023/24,45,20,100.0,55,4
Diego Manuel Jadon_da Silva Moreira_681,0,0,0,0,0.0,491011,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Diogo_Dalot Teixeira_377,3,13,662,8,590.8,216051,52,2.38,4.05,1.67,64.76,55,2,154.4,738.6,3174,0,0,0,1,0,2023/24,50,35,212.0,111,4
Diogo_Teixeira da Silva_294,7,7,328,5,290.2,194634,79,1.75,6.99,5.24,15.21,11,10,141.4,483.8,1141,0,0,0,1,0,2023/24,80,14,639.0,110,1
Dion_Pereira_332,0,0,0,0,0.0,243532,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Divin_Mubama_538,0,0,14,0,2.4,487837,41,0.01,0.17,0.16,2.89,2,0,0.8,0.2,75,0,0,0,0,0,2023/24,45,0,5.0,5,0
Divock_Origi_714,1,0,59,2,107.8,152760,50,0.82,2.04,1.22,9.78,6,0,25.0,50.4,594,0,0,0,0,0,2023/24,50,6,99.0,25,1
Djed_Spence_517,0,0,0,0,0.0,232859,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Dominic_Calvert-Lewin_246,3,9,259,13,255.6,177815,58,1.58,14.43,12.86,31.91,27,7,154.8,403.0,2166,0,0,0,0,0,2023/24,60,26,901.0,101,2
Dominic_Dos Santos Martins_839,0,0,0,0,0.0,647597,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Dominic_Sadi_811,0,0,3,0,0.0,550596,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2023/24,45,0,0.0,1,0
Dominic_Solanke_85,3,20,560,10,479.6,154566,69,2.11,21.75,19.64,56.58,61,19,272.7,902.0,3325,0,1,0,0,0,2023/24,65,37,1348.0,175,3
Dominik_Szoboszlai_309,4,7,437,8,830.0,424876,71,5.13,8.77,3.64,25.06,23,3,162.8,423.4,2102,0,0,0,0,0,2023/24,70,25,377.0,99,1
Donny_van de Beek_400,0,0,3,0,10.3,180184,47,0.03,0.07,0.04,0.0,0,0,1.6,0.0,2,0,0,0,0,0,2023/24,50,0,6.0,1,0
Douglas Luiz_Soares de Paulo_43,5,25,666,6,867.0,230046,54,4.86,11.55,6.69,52.79,57,9,201.1,761.8,2994,0,0,0,0,0,2023/24,55,35,381.0,148,12
Dovydas_Sasnauskas_827,0,0,0,0,0.0,616094,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Dwight_McNeil_259,8,8,515,12,1110.8,433154,54,7.9,11.16,3.26,45.06,39,3,212.7,615.4,2891,0,0,0,0,0,2023/24,55,33,400.0,124,2
Eberechi_Eze_226,5,11,490,8,810.0,232413,60,5.66,14.78,9.12,32.39,28,11,228.7,740.4,2054,0,0,0,0,0,2023/24,65,24,735.0,136,3
Eddie_Beach_680,0,0,0,0,0.0,474803,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Eddie_Nketiah_13,4,5,206,6,136.3,205533,50,0.53,5.18,4.65,10.21,10,5,77.2,235.0,1065,0,0,0,0,0,2023/24,55,10,417.0,71,3
Ederson_Santana de Moraes_352,0,5,569,11,10.0,121160,55,0.03,0.03,0.0,27.43,27,0,56.0,551.8,2785,0,0,0,0,57,2023/24,55,33,0.0,112,5
Edson_Álvarez Velázquez_642,1,3,345,5,193.1,213999,50,0.81,2.18,1.37,49.85,45,1,82.7,545.8,2375,0,0,0,0,0,2023/24,50,28,89.0,62,11
Elijah_Adebayo_314,1,9,288,2,177.0,174310,48,0.44,5.91,5.47,29.29,36,10,111.8,413.6,1405,0,0,0,0,0,2023/24,50,16,527.0,94,1
Elijah_Campbell_761,0,0,0,0,0.0,491745,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ellery_Balcombe_91,0,0,0,0,0.0,235448,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Elliot_Anderson_403,2,3,144,5,223.7,215379,42,1.25,2.88,1.63,12.49,14,0,61.1,187.4,1018,0,0,0,0,0,2023/24,45,10,201.0,42,3
Elliot_Thorpe_337,0,0,0,0,0.0,232477,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Ellis_Simms_264,0,0,0,0,0.0,218997,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Emerson_Leite de Souza Junior_497,0,4,233,0,119.5,241157,43,0.86,1.08,0.22,28.71,31,1,49.4,316.0,1152,0,0,0,0,0,2023/24,45,11,55.0,27,4
Emerson_Palmieri dos Santos_532,4,8,519,5,400.2,109533,43,2.07,3.71,1.64,68.08,67,1,121.8,649.0,3138,1,0,0,0,0,2023/24,45,35,168.0,82,10
Emil_Krafth_417,0,1,187,3,145.4,111773,44,0.76,0.96,0.2,12.94,15,0,33.8,164.2,909,0,0,0,0,0,2023/24,45,8,28.0,33,2
Emile_Smith Rowe_22,2,0,73,3,72.2,209289,53,0.4,2.26,1.86,2.1,3,0,25.6,62.4,343,0,0,0,0,0,2023/24,55,3,128.0,25,0
Emiliano_Buendía Stati_35,0,0,0,0,0.0,195546,57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,60,0,0.0,0,0
Emiliano_Marcondes_74,0,0,0,0,0.0,133845,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Emiliano_Martínez Romero_49,0,19,640,8,20.0,98980,52,0.01,0.01,0.0,49.87,48,0,82.2,802.0,3015,2,0,0,0,95,2023/24,50,34,0.0,115,4
Emmanuel_Dennis_443,0,0,0,0,0.0,230251,48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Enes_Ünal_804,4,3,99,1,58.6,168636,50,0.13,2.97,2.84,4.49,9,2,43.7,142.4,317,0,0,0,0,0,2023/24,50,2,242.0,40,1
Enock_Agyei_156,0,0,0,0,0.0,578614,42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Enso_González_698,0,0,3,0,0.8,593001,50,0.0,0.0,0.0,0.0,0,0,0.1,0.2,1,0,0,0,0,0,2023/24,50,0,0.0,1,0
Enzo_Fernández_199,3,4,369,5,567.7,448047,48,3.78,9.5,5.72,40.13,47,3,146.3,527.2,2208,0,1,0,0,0,2023/24,50,26,369.0,77,7
Eric_Bailly_375,0,0,0,0,0.0,197365,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Eric_Dier_496,0,0,31,0,1.0,93264,42,0.03,0.03,0.0,7.04,8,0,6.0,55.8,199,0,0,0,0,0,2023/24,45,1,4.0,2,0
Erling_Haaland_355,8,29,792,11,367.2,223094,143,2.18,31.75,29.57,25.65,25,27,303.3,1094.6,2553,0,1,0,0,0,2023/24,140,29,1581.0,217,1
Ethan_Ampadu_185,0,0,0,0,0.0,199598,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ethan_Brierley_684,0,0,0,0,0.0,494041,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Ethan_Horvath_449,0,0,0,0,0.0,168547,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Ethan_Nwaneri_772,0,0,3,0,12.3,499175,45,0.05,0.05,0.0,0.13,0,0,1.8,2.0,13,0,0,0,0,0,2023/24,45,0,4.0,1,0
Ethan_Pinnock_112,0,5,479,5,63.4,231065,45,0.83,2.84,2.01,39.14,46,2,94.2,653.2,2521,0,0,0,0,0,2023/24,45,28,221.0,77,1
Ethan_Wheatley_850,0,0,6,0,0.0,575034,45,0.0,0.0,0.0,0.32,0,0,0.2,2.0,13,0,0,0,0,0,2023/24,45,0,0.0,3,0
Evan_Ferguson_132,1,5,218,2,106.7,487117,57,0.77,5.26,4.49,22.16,28,6,77.3,275.0,1356,0,0,0,0,0,2023/24,60,15,393.0,69,1
Ezri_Konsa Ngoyo_48,1,7,562,7,170.6,199798,45,1.01,3.57,2.56,52.28,54,1,95.0,554.4,3069,0,0,0,0,0,2023/24,45,35,223.0,91,5
Fabian_Mrozek_813,0,0,0,0,0.0,518199,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Fabian_Schär_427,3,12,629,9,166.7,119471,56,1.41,3.87,2.47,58.64,58,4,127.4,826.6,3055,0,0,0,0,0,2023/24,50,35,278.0,123,5
Fabio Henrique_Tavares_296,0,0,0,0,0.0,116643,50,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Facundo_Buonanotte_125,1,1,160,6,291.3,536916,47,1.16,3.5,2.34,21.14,19,3,78.4,254.8,1356,0,0,0,0,0,2023/24,50,17,238.0,57,7
Facundo_Pellistri Rebollo_394,1,0,36,0,19.3,488404,42,0.39,0.9,0.51,4.17,2,0,13.3,47.0,164,0,0,0,0,0,2023/24,45,1,66.0,13,0
Felipe Augusto_de Almeida Monteiro_445,0,0,59,1,23.2,116404,44,0.03,0.15,0.12,6.39,10,0,10.3,61.2,372,0,0,0,0,0,2023/24,45,4,18.0,7,4
Femi_Seriki_653,0,0,0,0,0.0,471848,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Filip_Marschall_670,0,0,0,0,0.0,462381,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Finley_Munroe_854,0,0,3,0,1.0,521966,40,0.0,0.0,0.0,0.0,0,0,0.1,0.0,3,0,0,0,0,0,2023/24,40,0,0.0,1,0
Fletcher_Holman_840,0,0,0,0,0.0,602934,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Flynn_Downes_531,0,0,0,0,0.0,220585,50,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Fodé_Ballo-Touré_707,0,0,18,0,2.2,225897,45,0.0,0.0,0.0,1.18,1,0,1.9,13.6,65,0,0,0,0,0,2023/24,45,0,2.0,5,1
Folarin_Balogun_1,0,0,0,0,0.0,232223,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Francisco Jorge_Tomás Oliveira_549,0,0,0,0,0.0,510363,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Franco_Umeh-Chibueze_821,0,0,0,0,0.0,574398,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Frank_Onyeka_111,2,0,150,1,178.3,428580,49,1.44,3.53,2.09,21.94,27,1,62.6,259.0,1147,0,0,0,0,0,2023/24,50,11,189.0,39,8
Fraser_Forster_498,0,0,0,0,0.0,40383,38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Fred_Onyedinma_329,0,0,19,0,32.8,168035,50,0.42,0.57,0.15,11.15,14,0,14.1,36.2,403,0,0,0,0,0,2023/24,50,4,71.0,11,1
Frederico_Rodrigues de Paula Santos_381,0,0,0,0,0.0,101582,50,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Fábio_Ferreira Vieira_4,3,0,67,1,88.8,438098,54,0.64,1.89,1.25,1.83,2,1,25.5,82.8,290,0,0,0,1,0,2023/24,55,2,85.0,24,0
Fábio_Silva_552,0,0,7,1,51.6,449988,52,0.09,1.21,1.12,7.2,8,0,16.9,25.2,259,0,0,0,0,0,2023/24,55,3,93.0,8,2
Gabriel_Fernando de Jesus_8,7,10,271,11,403.0,205651,77,3.26,9.53,6.27,11.67,11,4,152.7,364.8,1470,0,0,0,0,0,2023/24,80,17,756.0,85,6
Gabriel_Martinelli Silva_12,5,6,404,10,717.1,444145,75,5.18,11.53,6.36,14.88,23,6,200.8,500.4,2010,0,0,0,0,0,2023/24,80,24,795.0,118,1
Gabriel_Osho_330,0,1,286,2,37.9,199056,44,0.16,1.25,1.09,45.02,47,2,59.0,448.6,1846,0,0,0,0,0,2023/24,45,21,103.0,41,3
Gabriel_Słonina_215,0,0,0,0,0.0,471798,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Gabriel_dos Santos Magalhães_5,1,8,676,16,121.9,226597,54,0.65,5.13,4.48,26.18,26,3,117.9,675.8,3042,1,0,0,0,0,2023/24,50,34,379.0,149,4
Garang_Kuol_418,0,0,0,0,0.0,564510,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Gavin_Kilkenny_71,0,0,0,0,0.0,444183,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
George_Baldock_473,2,2,117,0,102.6,82691,38,0.63,0.66,0.03,22.11,21,0,29.6,173.6,968,0,0,0,0,0,2023/24,40,11,21.0,21,4
George_Earthy_829,0,0,27,0,2.0,490885,45,0.0,0.35,0.35,0.16,0,1,6.9,32.8,33,0,0,0,0,0,2023/24,45,0,33.0,8,0
George_Shelvey_636,0,0,0,0,0.0,450197,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Gianluca_Scamacca_541,0,0,0,0,0.0,195899,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,60,0,0.0,0,0
Giovani_Lo Celso_503,2,6,189,1,262.8,200826,48,1.79,2.33,0.54,12.46,12,2,60.0,225.8,491,0,0,0,0,0,2023/24,50,4,110.0,47,2
Giovanni_Reyna_801,1,0,44,0,102.7,427420,46,0.36,0.72,0.36,2.09,3,0,21.4,55.0,228,0,0,0,0,0,2023/24,50,2,55.0,13,0
Giulian_Biancone_438,0,0,0,0,0.0,437753,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Glen_Rea_334,0,0,0,0,0.0,165152,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Gonzalo_Montiel_679,2,4,152,1,118.3,218430,44,0.79,0.9,0.11,11.43,11,0,31.9,170.6,796,0,0,0,0,0,2023/24,45,8,32.0,28,5
Gonçalo Manuel_Ganchinho Guedes_554,0,0,0,0,0.0,181284,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Granit_Xhaka_30,0,0,0,0,0.0,84450,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,60,0,0.0,0,0
Guglielmo_Vicario_520,0,9,730,7,0.0,184254,53,0.0,0.0,0.0,63.58,61,0,97.4,974.2,3420,0,0,0,0,110,2023/24,50,38,0.0,112,2
Gustavo Henrique_Furtado Scarpa_462,0,0,0,0,0.0,185253,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Gustavo_Hamer_663,7,5,462,2,929.8,196100,49,4.59,7.58,3.0,62.07,83,4,180.4,581.2,2908,0,0,0,0,0,2023/24,50,34,294.0,108,9
Habeeb_Ogunneye_833,0,0,0,0,0.0,519325,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Hakim_Ziyech_218,0,0,0,0,0.0,124183,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,55,0,0.0,0,0
Halil_Dervişoğlu_100,0,0,0,0,0.0,434662,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Hamed_Traorè_87,0,0,10,0,14.8,424044,47,0.01,0.18,0.17,0.84,1,0,5.7,12.8,44,0,0,0,0,0,2023/24,50,0,30.0,3,0
Han-Noah_Massengo_694,0,0,11,0,0.1,437757,49,0.0,0.0,0.0,0.72,0,0,0.3,2.8,14,0,0,0,0,0,2023/24,50,0,0.0,3,0
Hannes_Delcroix_674,0,0,88,0,57.8,247245,40,0.12,0.47,0.35,15.91,25,0,20.9,110.0,584,0,0,0,0,0,2023/24,40,5,42.0,7,2
Hannibal_Mejbri_383,0,0,34,1,29.8,465527,43,0.48,0.51,0.03,3.48,1,1,9.0,48.2,131,0,0,0,0,0,2023/24,45,1,13.0,11,1
Harrison_Ashby_404,0,0,0,0,0.0,441024,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Harrison_Reed_282,2,0,205,6,212.6,153366,43,1.49,1.78,0.29,25.65,23,0,47.2,213.8,1317,0,0,0,0,0,2023/24,50,15,45.0,47,6
Harry_Amass_846,0,0,0,0,0.0,577974,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Harry_Arter_435,0,0,0,0,0.0,48615,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Harry_Kane_500,0,0,0,0,0.0,78830,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,125,0,0.0,0,0
Harry_Maguire_387,4,6,351,4,90.9,95658,43,0.97,2.91,1.94,36.68,29,2,77.7,493.4,1650,0,0,0,0,0,2023/24,45,18,192.0,73,3
Harry_Toffolo_465,3,3,263,2,268.4,114241,44,1.14,2.24,1.1,23.83,29,1,79.3,355.0,1452,0,0,0,0,0,2023/24,45,15,171.0,52,3
Harry_Wilson_288,7,5,307,5,357.3,153682,53,2.63,6.08,3.45,33.01,30,4,107.2,375.0,1603,0,0,0,0,0,2023/24,55,16,340.0,94,6
Harvey_Barnes_603,3,3,205,2,181.5,201666,62,1.9,5.68,3.78,10.48,10,5,79.5,279.2,788,0,0,0,0,0,2023/24,65,7,334.0,64,2
