Name,assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
Andrew_Omobamidele_711,0,3,74,0,5.7,466404,39,0.0,0.0,0.0,0.0,9,1,16.8,126.4,381,0,0,0,0,0,2021/22,40,0,35.0,14,1
Andrew_Robertson_307,11,23,770,17,900.7,122798,73,0.0,0.0,0.0,0.0,20,3,198.3,708.2,2537,0,0,0,1,0,2021/22,70,0,372.0,186,5
Andros_Townsend_727,2,8,252,3,468.9,60252,52,0.0,0.0,0.0,0.0,30,3,103.9,351.6,1452,0,0,0,0,0,2021/22,55,0,221.0,66,3
André_Tavares Gomes_244,1,0,47,0,85.2,120250,49,0.0,0.0,0.0,0.0,19,0,30.6,84.0,614,0,0,0,0,0,2021/22,50,0,136.0,18,3
Andy_Lonergan_579,0,0,0,0,0.0,11948,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Angelo_Ogbonna_577,0,6,182,3,5.3,40669,49,0.0,0.0,0.0,0.0,11,1,24.0,167.0,921,0,0,0,0,0,2021/22,50,0,67.0,40,1
Anthony_Elanga_378,3,2,193,4,172.1,449434,48,0.0,0.0,0.0,0.0,17,2,68.2,206.2,1208,0,0,0,0,0,2021/22,50,0,303.0,59,0
Anthony_Gordon_412,3,9,325,7,523.0,232826,47,0.0,0.0,0.0,0.0,40,4,161.6,460.4,2277,0,0,0,0,0,2021/22,45,0,632.0,100,4
Anthony_Martial_390,0,2,40,0,17.5,148225,76,0.0,0.0,0.0,0.0,3,1,14.6,40.4,207,0,0,0,0,0,2021/22,80,0,91.0,14,0
Armando_Broja_193,2,11,234,5,159.2,440323,53,0.0,0.0,0.0,0.0,37,6,115.6,280.2,1969,0,0,0,0,0,2021/22,50,0,720.0,92,2
Ashley_Young_588,2,0,224,4,201.9,18892,47,0.0,0.0,0.0,0.0,19,0,50.2,187.4,1234,1,0,0,0,0,2021/22,50,0,113.0,50,2
Aymeric_Laporte_357,2,8,714,18,201.0,146941,60,0.0,0.0,0.0,0.0,24,4,120.7,660.0,2830,0,0,0,1,0,2021/22,55,0,348.0,160,5
Bailey_Peacock-Farrell_175,0,0,0,0,0.0,220037,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Ben_Chilwell_195,1,5,161,4,161.1,172850,56,0.0,0.0,0.0,0.0,2,3,54.0,175.8,541,0,0,0,0,0,2021/22,60,0,202.0,55,0
Ben_Davies_495,2,3,490,12,203.5,115556,45,0.0,0.0,0.0,0.0,30,1,96.2,501.4,2537,0,0,0,0,0,2021/22,45,0,254.0,105,6
Ben_Godfrey_252,0,1,318,4,164.6,198826,47,0.0,0.0,0.0,0.0,39,0,80.5,416.0,2029,0,0,0,0,0,2021/22,50,0,222.0,45,6
Ben_Johnson_536,0,1,235,3,176.4,222018,39,0.0,0.0,0.0,0.0,18,1,52.3,307.2,1397,0,0,0,0,0,2021/22,40,0,39.0,48,1
Ben_Mee_109,0,3,325,6,63.4,51927,46,0.0,0.0,0.0,0.0,25,3,76.6,463.8,1839,1,0,0,0,0,2021/22,50,0,238.0,74,3
Benjamin_White_29,0,9,557,13,182.3,198869,46,0.0,0.0,0.0,0.0,35,0,92.5,592.8,2880,1,0,0,0,0,2021/22,45,0,150.0,107,3
Bernardo_Veiga de Carvalho e Silva_344,8,15,663,16,876.1,165809,70,0.0,0.0,0.0,0.0,23,8,257.9,739.4,2856,0,0,0,0,0,2021/22,70,0,958.0,155,6
Bernd_Leno_275,0,0,69,1,0.0,80201,45,0.0,0.0,0.0,0.0,9,0,8.5,85.0,360,0,0,0,0,10,2021/22,50,0,0.0,10,0
Bertrand_Traoré_59,1,0,41,0,10.6,110504,57,0.0,0.0,0.0,0.0,3,0,11.8,21.0,212,0,0,0,0,0,2021/22,60,0,90.0,13,0
Billy_Gilmour_133,1,1,283,2,458.7,243568,43,0.0,0.0,0.0,0.0,52,0,87.2,280.2,1852,0,0,0,0,0,2021/22,45,0,134.0,49,2
Bobby_Thomas_179,0,0,0,0,0.0,461102,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Brandon_Austin_491,0,0,0,0,0.0,214572,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Brandon_Williams_374,1,4,346,2,289.3,232937,39,0.0,0.0,0.0,0.0,52,0,74.5,371.0,2119,0,0,0,0,0,2021/22,40,0,80.0,36,8
Bruno_Borges Fernandes_373,7,15,626,8,1291.9,141746,116,0.0,0.0,0.0,0.0,54,10,311.2,906.6,3110,0,2,0,0,0,2021/22,120,0,910.0,151,10
Bruno_Cavaco Jordão_561,0,0,0,0,0.0,428610,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Bruno_Guimarães Rodriguez Moura_406,1,11,245,4,190.9,208706,50,0.0,0.0,0.0,0.0,13,5,92.3,407.6,1031,0,0,0,0,0,2021/22,50,0,323.0,67,4
Bryan_Gil Salvatierra_494,0,0,32,0,37.3,436234,57,0.0,0.0,0.0,0.0,1,0,8.5,22.8,86,0,0,0,0,0,2021/22,60,0,25.0,9,0
Bryan_Mbeumo_108,7,6,310,9,520.6,446008,52,0.0,0.0,0.0,0.0,47,4,193.7,459.8,2905,0,0,0,0,0,2021/22,55,0,967.0,119,4
Bukayo_Saka_19,9,18,566,13,977.8,223340,67,0.0,0.0,0.0,0.0,39,11,320.0,790.4,2978,0,0,0,0,0,2021/22,65,0,1434.0,179,6
CJ_Egan-Riley_166,0,0,5,0,0.0,432711,40,0.0,0.0,0.0,0.0,0,0,0.2,2.2,3,0,0,0,0,0,2021/22,40,0,0.0,1,0
Callum_Hudson-Odoi_205,4,1,163,6,326.9,209046,53,0.0,0.0,0.0,0.0,8,1,82.7,175.4,958,0,0,0,0,0,2021/22,55,0,326.0,49,1
Callum_Wilson_433,0,14,220,3,127.3,75115,71,0.0,0.0,0.0,0.0,32,8,92.4,319.8,1386,0,0,0,0,0,2021/22,75,0,494.0,75,4
Calum_Chambers_37,0,2,198,4,53.1,101184,42,0.0,0.0,0.0,0.0,16,1,36.7,250.6,999,0,0,0,0,0,2021/22,45,0,63.0,42,1
Cameron_Archer_33,0,0,3,0,0.8,433979,45,0.0,0.0,0.0,0.0,0,0,1.6,0.0,24,0,0,0,0,0,2021/22,45,0,18.0,3,0
Caoimhin_Kelleher_301,0,0,52,1,0.0,200720,43,0.0,0.0,0.0,0.0,2,0,4.6,46.2,180,0,0,0,0,6,2021/22,45,0,0.0,8,0
Carney_Chukwuemeka_196,1,0,43,0,34.6,478912,45,0.0,0.0,0.0,0.0,6,0,14.9,44.0,291,0,0,0,0,0,2021/22,45,0,69.0,16,0
Charlie_Goode_102,0,0,64,1,82.7,213687,39,0.0,0.0,0.0,0.0,6,0,16.0,54.8,448,0,0,0,0,0,2021/22,40,0,24.0,10,3
Charlie_Taylor_178,3,8,454,5,341.8,103914,44,0.0,0.0,0.0,0.0,48,0,95.9,565.0,2730,0,0,0,0,0,2021/22,45,0,52.0,78,3
Cheikhou_Kouyaté_451,1,5,395,8,85.8,55037,45,0.0,0.0,0.0,0.0,28,0,44.3,315.0,1970,0,0,0,0,0,2021/22,45,0,41.0,77,3
Chris_Wood_468,0,8,228,6,265.4,60689,63,0.0,0.0,0.0,0.0,41,5,130.5,274.8,2694,0,0,0,0,0,2021/22,70,0,784.0,91,1
Christian_Eriksen_379,4,2,221,4,482.4,80607,56,0.0,0.0,0.0,0.0,10,1,95.8,285.6,938,0,0,0,0,0,2021/22,55,0,192.0,43,1
Christian_Nørgaard_110,4,5,502,8,409.8,128295,50,0.0,0.0,0.0,0.0,51,3,154.3,694.8,3054,0,0,0,0,0,2021/22,50,0,434.0,101,8
Christian_Pulisic_213,2,2,206,6,223.9,176413,79,0.0,0.0,0.0,0.0,10,6,97.5,317.6,1282,0,0,0,0,0,2021/22,80,0,434.0,77,2
Cole_Palmer_362,1,0,29,1,30.8,244851,45,0.0,0.0,0.0,0.0,0,0,10.2,11.0,121,0,0,0,0,0,2021/22,45,0,60.0,9,0
Connor_Roberts_176,1,6,313,6,196.3,192290,44,0.0,0.0,0.0,0.0,23,1,59.8,302.0,1689,0,0,0,0,0,2021/22,45,0,100.0,69,2
Conor_Bradley_757,0,0,0,0,0.0,492777,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Conor_Coventry_529,0,0,0,0,0.0,222017,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Conor_Gallagher_202,6,16,469,11,635.9,232787,60,0.0,0.0,0.0,0.0,38,8,197.9,673.8,2843,0,0,0,0,0,2021/22,55,0,672.0,140,10
Craig_Dawson_551,3,1,466,6,62.4,60232,49,0.0,0.0,0.0,0.0,43,2,116.6,712.0,2752,0,0,0,1,0,2021/22,50,0,389.0,90,4
Cristian_Romero_511,0,10,385,5,98.9,221632,48,0.0,0.0,0.0,0.0,25,1,69.9,498.8,1844,0,0,0,0,0,2021/22,50,0,102.0,63,8
Curtis_Jones_300,1,3,177,4,179.7,206915,50,0.0,0.0,0.0,0.0,9,1,50.8,156.4,849,0,0,0,0,0,2021/22,50,0,171.0,40,0
Cédric_Alves Soares_2,1,3,292,3,327.1,58822,42,0.0,0.0,0.0,0.0,27,1,75.8,318.4,1481,0,0,0,0,0,2021/22,45,0,111.0,48,3
César_Azpilicueta_189,3,2,453,7,310.0,41328,56,0.0,0.0,0.0,0.0,23,1,100.0,476.4,2067,0,0,0,0,0,2021/22,60,0,212.0,87,3
Dan_Burn_407,1,6,454,9,83.8,78916,44,0.0,0.0,0.0,0.0,30,1,94.0,594.0,2461,0,0,0,0,0,2021/22,45,0,264.0,92,8
Dane_Scarlett_640,0,0,4,0,0.0,490145,45,0.0,0.0,0.0,0.0,0,0,0.1,1.0,3,0,0,0,0,0,2021/22,45,0,0.0,1,0
Daniel_Castelo Podence_568,3,2,257,9,493.0,200600,55,0.0,0.0,0.0,0.0,12,2,128.2,328.6,1475,0,0,0,0,0,2021/22,55,0,459.0,70,2
Danny_Ings_535,6,12,344,10,210.9,84939,77,0.0,0.0,0.0,0.0,26,7,140.3,448.6,1891,0,0,0,0,0,2021/22,80,0,749.0,106,4
Danny_Welbeck_154,4,13,247,5,228.9,50175,60,0.0,0.0,0.0,0.0,16,6,117.8,361.8,1469,0,0,0,0,0,2021/22,60,0,598.0,89,0
Dara_Costelloe_164,0,0,0,0,0.0,530873,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Darren_Randolph_80,0,0,0,0,0.0,32259,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
David_Raya Martin_113,0,5,496,8,10.0,154561,44,0.0,0.0,0.0,0.0,27,0,60.1,593.4,2160,0,0,0,0,78,2021/22,45,0,0.0,95,1
Davinson_Sánchez_512,1,8,417,10,94.3,173904,42,0.0,0.0,0.0,0.0,16,2,70.2,421.4,1626,0,0,0,0,0,2021/22,45,0,186.0,93,4
Dean_Henderson_385,0,0,0,0,0.0,172649,47,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,50,0,0.0,0,0
Declan_Rice_540,4,7,595,8,401.8,204480,50,0.0,0.0,0.0,0.0,49,1,146.8,773.4,3178,0,0,0,0,0,2021/22,50,0,288.0,95,8
Dejan_Kulusevski_501,9,8,343,9,368.7,445044,63,0.0,0.0,0.0,0.0,11,5,123.3,425.2,1259,0,0,0,0,0,2021/22,60,0,442.0,99,3
Dele_Alli_248,0,1,103,3,142.6,108823,62,0.0,0.0,0.0,0.0,23,1,46.1,189.2,985,0,0,0,0,0,2021/22,65,0,129.0,35,4
Demarai_Gray_253,5,3,397,6,644.2,172632,54,0.0,0.0,0.0,0.0,39,5,189.0,486.2,2336,0,0,0,0,0,2021/22,55,0,758.0,106,3
Diogo_Dalot Teixeira_377,0,5,382,5,286.1,216051,42,0.0,0.0,0.0,0.0,29,0,82.2,411.0,1797,0,0,0,0,0,2021/22,45,0,126.0,54,4
Diogo_Teixeira da Silva_294,7,8,483,14,538.2,194634,83,0.0,0.0,0.0,0.0,19,15,264.5,736.8,2357,0,0,0,0,0,2021/22,75,0,1379.0,175,3
Divock_Origi_714,0,3,87,0,6.6,152760,48,0.0,0.0,0.0,0.0,0,3,27.4,104.6,126,0,0,0,0,0,2021/22,50,0,165.0,22,0
Dominic_Calvert-Lewin_246,2,10,207,3,144.7,177815,77,0.0,0.0,0.0,0.0,31,5,84.7,255.8,1281,0,1,0,0,0,2021/22,80,0,448.0,64,2
Donny_van de Beek_400,0,1,119,2,77.6,180184,57,0.0,0.0,0.0,0.0,14,2,35.3,156.8,550,0,0,0,0,0,2021/22,60,0,118.0,31,1
Douglas Luiz_Soares de Paulo_43,3,3,468,10,547.9,230046,43,0.0,0.0,0.0,0.0,38,2,125.1,503.2,2715,0,0,0,0,0,2021/22,45,0,199.0,89,7
Dwight_McNeil_259,1,1,440,9,754.3,433154,55,0.0,0.0,0.0,0.0,49,0,182.9,565.2,3104,0,0,0,0,0,2021/22,60,0,505.0,84,1
Eberechi_Eze_226,1,2,125,3,175.3,232413,59,0.0,0.0,0.0,0.0,8,1,43.2,120.0,599,0,0,0,0,0,2021/22,60,0,135.0,31,1
Eddie_Nketiah_13,1,6,194,0,165.2,205533,57,0.0,0.0,0.0,0.0,18,5,82.1,249.2,823,0,0,0,0,0,2021/22,55,0,408.0,55,3
Ederson_Santana de Moraes_352,0,4,701,20,0.0,121160,62,0.0,0.0,0.0,0.0,26,0,56.1,561.2,3330,0,0,0,0,60,2021/22,60,0,0.0,155,3
Ellery_Balcombe_91,0,0,0,0,0.0,235448,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Elliot_Anderson_403,0,0,0,0,0.0,215379,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Ellis_Simms_264,0,0,6,1,0.4,218997,45,0.0,0.0,0.0,0.0,0,0,0.7,6.4,61,0,0,0,0,0,2021/22,45,0,0.0,2,0
Emerson_Leite de Souza Junior_497,1,8,489,10,448.9,241157,46,0.0,0.0,0.0,0.0,26,1,121.1,463.0,2282,0,0,0,0,0,2021/22,50,0,298.0,102,5
Emerson_Palmieri dos Santos_532,0,0,3,0,0.1,109533,45,0.0,0.0,0.0,0.0,0,0,0.2,0.0,4,0,0,0,0,0,2021/22,45,0,2.0,1,0
Emil_Krafth_417,1,3,262,6,102.7,111773,43,0.0,0.0,0.0,0.0,20,0,42.9,270.4,1636,0,0,0,0,0,2021/22,45,0,54.0,58,5
Emile_Smith Rowe_22,2,9,435,8,453.3,209289,57,0.0,0.0,0.0,0.0,28,10,158.4,555.8,1909,0,0,0,0,0,2021/22,55,0,576.0,125,1
Emiliano_Buendía Stati_35,6,8,378,7,660.5,195546,61,0.0,0.0,0.0,0.0,32,4,167.8,482.8,1887,0,0,0,0,0,2021/22,65,0,531.0,107,1
Emiliano_Martínez Romero_49,0,7,651,11,0.0,98980,55,0.0,0.0,0.0,0.0,48,0,75.4,755.8,3240,0,0,1,0,95,2021/22,55,0,0.0,129,4
Emmanuel_Dennis_443,7,21,425,3,453.4,230251,58,0.0,0.0,0.0,0.0,60,10,205.2,667.6,2579,0,0,0,1,0,2021/22,50,0,932.0,134,7
Eric_Bailly_375,0,0,22,0,1.0,197365,49,0.0,0.0,0.0,0.0,4,0,3.7,36.0,216,1,0,0,0,0,2021/22,50,0,0.0,2,1
Eric_Dier_496,1,7,680,16,117.1,93264,47,0.0,0.0,0.0,0.0,30,0,104.0,727.4,3071,1,0,0,0,0,2021/22,45,0,195.0,132,1
Ethan_Ampadu_185,0,0,0,0,0.0,199598,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,45,0,0.0,0,0
Ethan_Pinnock_112,1,7,517,7,151.7,231065,44,0.0,0.0,0.0,0.0,43,1,113.5,648.8,2694,0,0,0,0,0,2021/22,45,0,335.0,90,1
Evan_Ferguson_132,0,0,4,0,4.8,487117,45,0.0,0.0,0.0,0.0,1,0,0.9,2.0,22,0,0,0,0,0,2021/22,45,0,2.0,1,0
Ezri_Konsa Ngoyo_48,0,4,388,8,56.5,199798,49,0.0,0.0,0.0,0.0,43,2,73.4,428.2,2477,0,0,0,2,0,2021/22,50,0,251.0,78,4
Fabian_Schär_427,2,10,383,6,115.9,119471,41,0.0,0.0,0.0,0.0,32,2,81.7,465.2,2158,0,0,0,0,0,2021/22,45,0,234.0,88,4
Fabio Henrique_Tavares_296,1,7,438,15,282.2,116643,54,0.0,0.0,0.0,0.0,18,5,109.4,501.8,2311,0,0,0,0,0,2021/22,55,0,310.0,97,7
Filip_Marschall_670,0,0,0,0,0.0,462381,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Folarin_Balogun_1,0,0,2,0,3.7,232223,47,0.0,0.0,0.0,0.0,1,0,1.9,4.2,69,0,0,0,0,0,2021/22,50,0,17.0,2,0
Francisco Jorge_Tomás Oliveira_549,3,2,67,0,83.4,510363,55,0.0,0.0,0.0,0.0,5,0,30.1,99.4,203,0,0,0,0,0,2021/22,55,0,118.0,20,0
Frank_Onyeka_111,2,0,117,3,73.5,428580,49,0.0,0.0,0.0,0.0,19,0,33.7,93.0,1040,0,0,0,0,0,2021/22,50,0,174.0,35,4
Fraser_Forster_498,0,6,330,3,0.0,40383,44,0.0,0.0,0.0,0.0,35,0,56.2,559.8,1710,0,0,0,0,68,2021/22,45,0,0.0,57,1
Frederico_Rodrigues de Paula Santos_381,5,8,426,7,409.1,101582,49,0.0,0.0,0.0,0.0,31,4,119.8,587.4,2026,1,0,0,0,0,2021/22,50,0,201.0,93,5
Fábio_Silva_552,1,0,43,0,48.3,449988,56,0.0,0.0,0.0,0.0,7,0,32.0,21.0,562,0,0,0,0,0,2021/22,60,0,262.0,30,0
Gabriel_Fernando de Jesus_8,8,16,488,11,530.9,205651,86,0.0,0.0,0.0,0.0,15,8,222.3,567.4,1871,0,0,0,0,0,2021/22,85,0,1126.0,120,1
Gabriel_Martinelli Silva_12,7,6,345,7,483.3,444145,53,0.0,0.0,0.0,0.0,25,6,174.7,475.8,1855,0,0,0,1,0,2021/22,55,0,786.0,110,1
Gabriel_dos Santos Magalhães_5,0,16,682,13,131.6,226597,53,0.0,0.0,0.0,0.0,38,5,134.7,746.8,3063,0,0,0,1,0,2021/22,50,0,470.0,146,6
Giovani_Lo Celso_503,0,0,41,0,77.6,200826,59,0.0,0.0,0.0,0.0,5,0,16.8,33.4,231,0,0,0,0,0,2021/22,60,0,59.0,11,0
Granit_Xhaka_30,2,3,334,6,522.9,84450,48,0.0,0.0,0.0,0.0,38,1,118.2,395.4,2327,0,0,0,1,0,2021/22,50,0,262.0,60,10
Hakim_Ziyech_218,3,9,281,7,458.6,124183,73,0.0,0.0,0.0,0.0,12,4,132.6,365.2,1311,0,0,0,0,0,2021/22,75,0,504.0,79,3
Halil_Dervişoğlu_100,0,0,0,0,0.0,434662,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,55,0,0.0,0,0
Hannibal_Mejbri_383,0,0,-2,0,4.4,465527,45,0.0,0.0,0.0,0.0,2,0,1.7,4.2,67,0,0,0,0,0,2021/22,45,0,9.0,1,2
Harrison_Ashby_404,0,0,4,0,1.0,441024,40,0.0,0.0,0.0,0.0,1,0,0.3,2.0,6,0,0,0,0,0,2021/22,40,0,0.0,1,0
Harry_Kane_500,11,23,684,14,674.0,78830,125,0.0,0.0,0.0,0.0,40,17,350.4,1036.4,3231,0,0,0,0,0,2021/22,125,0,1798.0,192,5
Harry_Maguire_387,0,4,451,7,77.2,95658,54,0.0,0.0,0.0,0.0,43,1,96.5,571.0,2513,1,0,0,1,0,2021/22,55,0,316.0,69,7
Harvey_Barnes_603,12,10,377,8,425.3,201666,65,0.0,0.0,0.0,0.0,30,6,196.8,546.2,2095,0,0,0,0,0,2021/22,70,0,1000.0,137,2
Harvey_Elliott_295,0,0,52,2,133.5,444884,53,0.0,0.0,0.0,0.0,2,0,27.9,43.2,344,0,0,0,0,0,2021/22,55,0,102.0,12,0
Hugo_Bueno López_548,0,0,0,0,0.0,490721,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2021/22,40,0,0.0,0,0
Hugo_Lloris_502,0,11,703,16,23.0,37915,55,0.0,0.0,0.0,0.0,40,0,76.9,746.2,3420,0,0,0,0,97,2021/22,55,0,0.0,158,2
Hwang_Hee-chan_557,1,11,288,7,268.3,184754,54,0.0,0.0,0.0,0.0,22,5,106.7,322.2,1811,0,0,0,0,0,2021/22,55,0,481.0,81,2
Ibrahima_Konaté_302,0,0,208,4,21.0,204716,51,0.0,0.0,0.0,0.0,10,0,25.4,213.4,990,0,0,0,0,0,2021/22,55,0,20.0,33,2
Isaac_Hayden_413,0,3,124,0,33.6,153127,45,0.0,0.0,0.0,0.0,25,1,28.3,187.6,1000,0,0,0,0,0,2021/22,45,0,66.0,28,5
Issa_Diop_271,1,2,203,2,21.3,219924,42,0.0,0.0,0.0,0.0,19,0,29.1,225.6,961,0,0,0,0,0,2021/22,45,0,44.0,30,0
Ivan_Toney_117,5,19,502,8,573.6,144485,69,0.0,0.0,0.0,0.0,47,12,260.7,717.8,2908,0,0,0,0,0,2021/22,65,0,1320.0,139,8
Jack_Cork_163,0,3,143,6,106.3,40145,44,0.0,0.0,0.0,0.0,26,1,38.2,168.0,1670,0,0,0,0,0,2021/22,45,0,110.0,48,4
Jack_Grealish_354,3,2,359,15,730.6,114283,75,0.0,0.0,0.0,0.0,8,3,204.8,394.4,1910,0,0,0,0,0,2021/22,80,0,923.0,86,3
Jack_Harrison_661,1,12,408,3,591.8,221399,55,0.0,0.0,0.0,0.0,68,8,188.5,614.6,2638,0,0,0,0,0,2021/22,60,0,687.0,117,3
Jacob_Murphy_423,4,0,215,2,282.0,114243,46,0.0,0.0,0.0,0.0,35,1,82.8,267.8,1457,0,0,0,0,0,2021/22,50,0,281.0,62,4
Jacob_Ramsey_55,1,9,402,12,334.0,232653,47,0.0,0.0,0.0,0.0,35,6,130.7,538.2,2465,0,0,0,0,0,2021/22,45,0,432.0,109,6
Jaden_Philogene-Bidace_54,0,0,0,0,0.0,481624,50,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4,0,0,0,0,0,2021/22,50,0,0.0,1,0
Jadon_Sancho_397,4,9,362,6,596.7,209243,89,0.0,0.0,0.0,0.0,28,3,150.9,363.2,1894,0,0,0,0,0,2021/22,95,0,549.0,91,0
Jairo_Riedewald_239,0,0,16,0,27.5,173954,47,0.0,0.0,0.0,0.0,5,0,4.0,11.2,116,0,0,0,0,0,2021/22,50,0,2.0,4,0
Jakub_Moder_144,3,0,227,5,286.0,243505,45,0.0,0.0,0.0,0.0,23,0,90.3,239.6,1694,0,0,0,0,0,2021/22,45,0,372.0,58,1
Jamaal_Lascelles_419,1,2,284,3,46.4,101148,44,0.0,0.0,0.0,0.0,44,1,74.2,418.4,2055,2,0,0,0,0,2021/22,45,0,280.0,47,5
