Opponent,Home Difficulty,Away Difficulty
Arsenal,2.5326099690557355,-2.8082154994150432
Aston Villa,-2.7727303085678154,3.9581357932703876
Brentford,0.49111986182550904,3.0383437112474385
Brighton,3.019899321058263,0.4160893047276685
Burnley,,
Chelsea,1.0688776314590556,2.8164187288553286
Crystal Palace,3.2553232050453307,3.3257762839924756
Everton,-5.044543197669498,2.7788536262411965
Fulham,-2.8781380074150906,-1.429495976136865
Leeds United,-2.1720859007392868,-0.637516422630398
Leicester City,-4.915217381047963,-1.3851125263707174
Liverpool,-2.3202624043746756,7.32931876157008
Luton,,
Manchester City,1.0222658695772762,1.614442737920453
Manchester United,2.368430107140968,2.6766970909453063
Newcastle United,-1.08897386746531,-1.4512323995168226
Norwich,,
Nottingham Forest,0.5110889522008213,-0.09861627443188659
Sheffield,,
Southampton,2.9065560617467723,-0.8569897042007613
Tottenham,1.0702249121441292,-1.415396649472765
Watford,,
West Ham,5.303941800917958,2.6739234287386067
Wolverhampton,1.014591575368087,-2.02923696198798
