Opponent,Home Difficulty,Away Difficulty
Arsenal,-3.836589699856677,-1.5641427747035377
Aston Villa,-1.1910391646986223,0.44690987396238707
Bournemouth,-2.343667005245247,-1.588334671925982
Brentford,1.930054474534041,-0.6451296005174155
Brighton,-2.44809125118701,-2.3304963800397682
Burnley,-1.8246928884373648,-1.5995307041298517
Chelsea,-0.8845439492481618,-2.1528599501099075
Crystal Palace,2.5859200232233004,-1.0429857127731639
Everton,-0.650479544411299,-1.9654032724833703
Fulham,0.23834954708367606,-0.6856895331438029
Leeds United,-0.16442015195588583,-0.1928720037906257
Leicester City,-3.6134838792979576,-3.7375901157682296
Liverpool,-1.1053021193461823,1.4224911328229999
Luton,,
Manchester United,-1.8426157633170224,0.8071299585617201
Newcastle United,-3.6347223683897605,-2.547708133308393
Norwich,-3.782552934949804,-4.974465637691788
Nottingham Forest,-4.964787983550745,1.996899557868626
Sheffield,,
Southampton,-3.232963671591032,0.5996672120935134
Tottenham,2.779380416276225,1.7986628961361042
Watford,-1.9969211004309224,-0.41097159890845814
West Ham,-2.3826165695390915,-0.5327637260160207
Wolverhampton,-2.8781226868302348,-3.9308062921956104
