name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Martin Dubravka,Newcastle,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,3.33,0.5,10,0.0,Newcastle,False,Wolverhampton,1.1,-0.52
Martin Dubravka,Newcastle,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,3.33,0.5,10,0.0,Newcastle,True,Arsenal,0.14,-0.11
Martin Dubravka,Newcastle,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,3.33,0.5,10,0.0,Newcastle,False,Bournemouth,1.71,0.19
Martin Dubravka,Newcastle,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,3.33,0.5,10,0.0,Newcastle,True,Chelsea,0.4,-0.25
Martin Dubravka,Newcastle,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,3.33,0.5,10,1.0,Newcastle,True,Manchester United,-2.03,0.38
Martin Dubravka,Newcastle,Manchester United,2023-12-02,True,4,0,0.18,0,0,1,0,False,0.0,False,0.0,0.0,0.0,0,3.33,0.5,10,2.0,Newcastle,False,Everton,0.0,-0.24
Martin Dubravka,Newcastle,Everton,2023-12-07,False,90,3,3.23,3,0,2,0,False,0.0,True,0.2,0.0,0.43,0,3.33,0.5,10,2.0,Newcastle,False,Tottenham,2.46,-0.36
Martin Dubravka,Newcastle,Tottenham,2023-12-10,False,90,4,3.88,7,0,2,0,False,0.0,True,0.6,0.0,1.25,0,3.33,0.5,10,7.0,Newcastle,True,Fulham,-0.08,-0.13
Martin Dubravka,Newcastle,Fulham,2023-12-16,True,90,0,0.29,4,0,7,0,True,0.0,True,1.0,0.33,1.56,0,3.33,0.5,10,3.0,Newcastle,False,Luton,,
Martin Dubravka,Newcastle,Luton,2023-12-23,False,90,1,1.88,4,0,3,0,False,0.0,True,2.4,0.25,1.8,0,3.33,0.5,10,2.0,Newcastle,True,Nottingham Forest,-0.46,1.55
Martin Dubravka,Newcastle,Nottingham Forest,2023-12-26,True,90,3,3.46,3,0,2,0,False,0.12,True,3.0,0.2,1.91,0,3.33,0.5,10,0.0,Newcastle,False,Manchester City,3.85,-1.32
Martin Dubravka,Newcastle,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,3.2,0.2,1.75,0,3.33,0.5,10,8.0,Newcastle,False,Liverpool,0.9,-1.01
