name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alisson Ramses Becker,Liverpool,Chelsea,2023-08-13,False,90,1,1.28,4,0,3,0,0,0.0,1,3.0,0,90.0,0.0,4.0,0.38,107,31.06,2.0,Liverpool,True,Bournemouth,-5.88,1.22
Alisson Ramses Becker,Liverpool,Bournemouth,2023-08-19,True,90,1,1.29,4,0,2,0,0,0.0,1,2.5,0,90.0,0.0,4.0,0.38,107,31.06,5.0,Liverpool,False,Newcastle United,-0.28,-0.41
Alisson Ramses Becker,Liverpool,Newcastle United,2023-08-27,False,90,1,2.0,7,0,5,1,0,0.0,1,3.33,0,90.0,0.0,5.0,0.38,107,31.06,8.0,Liverpool,True,Aston Villa,0.6,0.64
Alisson Ramses Becker,Liverpool,Aston Villa,2023-09-03,True,90,0,0.66,3,0,8,1,1,0.0,1,4.5,0,90.0,0.25,4.5,0.38,107,31.06,2.0,Liverpool,False,Wolverhampton,3.36,-0.52
Alisson Ramses Becker,Liverpool,Wolverhampton,2023-09-16,False,90,1,0.63,1,0,2,0,0,0.0,1,4.0,0,90.0,0.2,3.8,0.38,107,31.06,3.0,Liverpool,True,West Ham,0.54,0.49
Alisson Ramses Becker,Liverpool,West Ham,2023-09-24,True,90,1,1.11,3,0,3,0,0,0.0,1,4.0,0,90.0,0.17,3.67,0.38,107,31.06,4.0,Liverpool,False,Tottenham,1.74,-0.36
Alisson Ramses Becker,Liverpool,Tottenham,2023-09-30,False,90,2,2.1,8,0,4,1,0,0.0,1,4.4,0,90.0,0.14,4.29,0.38,107,31.06,1.0,Liverpool,False,Brighton,0.48,-0.6
Alisson Ramses Becker,Liverpool,Brighton,2023-10-08,False,90,2,2.3,1,0,1,0,0,0.0,1,3.6,0,90.0,0.12,3.88,0.38,107,31.06,8.0,Liverpool,True,Everton,-1.32,0.53
Alisson Ramses Becker,Liverpool,Everton,2023-10-21,True,90,0,0.13,1,0,8,2,1,0.0,1,3.6,0,90.0,0.22,3.56,0.38,107,31.06,7.0,Liverpool,True,Nottingham Forest,0.91,1.55
Alisson Ramses Becker,Liverpool,Nottingham Forest,2023-10-29,True,90,0,0.45,1,0,7,1,1,0.0,1,4.6,0,90.0,0.3,3.3,0.38,107,31.06,6.0,Liverpool,False,Luton,,
Alisson Ramses Becker,Liverpool,Luton,2023-11-05,False,90,1,0.81,4,0,6,3,0,0.0,1,5.2,0,90.0,0.27,3.36,0.38,107,31.06,7.0,Liverpool,True,Brentford,-2.91,0.79
Alisson Ramses Becker,Liverpool,Brentford,2023-11-12,True,90,0,1.57,3,0,7,0,1,0.0,1,5.8,0,90.0,0.33,3.33,0.38,107,31.06,3.0,Liverpool,False,Manchester City,1.92,-1.32
Alisson Ramses Becker,Liverpool,Manchester City,2023-11-25,False,90,1,1.35,4,0,3,0,0,0.0,1,6.2,0,90.0,0.31,3.38,0.38,107,31.06,0.0,Liverpool,True,Fulham,0.11,-0.13
Alisson Ramses Becker,Liverpool,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,4.6,0,83.57,0.31,3.38,0.38,107,31.06,0.0,Liverpool,False,Sheffield,,-0.61
Alisson Ramses Becker,Liverpool,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,3.2,0,78.0,0.31,3.38,0.38,107,31.06,3.0,Liverpool,False,Crystal Palace,-0.31,0.38
Alisson Ramses Becker,Liverpool,Crystal Palace,2023-12-09,False,90,1,1.74,3,0,3,0,0,0.0,1,2.6,0,78.75,0.29,3.36,0.38,107,31.06,6.0,Liverpool,True,Manchester United,-4.17,0.38
Alisson Ramses Becker,Liverpool,Manchester United,2023-12-17,True,90,0,0.63,2,0,6,0,1,0.0,1,2.4,0,79.41,0.33,3.27,0.38,107,31.06,2.0,Liverpool,True,Arsenal,-1.17,-0.11
Alisson Ramses Becker,Liverpool,Arsenal,2023-12-23,True,90,1,0.8,1,0,2,0,0,0.0,1,2.2,0,80.0,0.31,3.12,0.38,107,31.06,6.0,Liverpool,False,Burnley,-0.79,0.0
Alisson Ramses Becker,Liverpool,Burnley,2023-12-26,False,90,0,0.76,0,0,6,0,1,0.0,1,3.4,0,80.53,0.35,2.94,0.38,107,31.06,1.0,Liverpool,True,Newcastle United,0.08,0.55
Alisson Ramses Becker,Liverpool,Newcastle United,2024-01-01,True,90,2,0.59,1,0,1,0,0,0.0,1,3.6,0,81.0,0.33,2.83,0.38,107,31.06,6.0,Liverpool,False,Bournemouth,2.9,0.19
Alisson Ramses Becker,Liverpool,Bournemouth,2024-01-21,False,90,0,1.39,1,0,6,0,1,0.0,1,4.2,0,81.43,0.37,2.74,0.38,107,31.06,2.0,Liverpool,True,Chelsea,0.25,-0.25
Alisson Ramses Becker,Liverpool,Chelsea,2024-01-31,True,90,1,0.56,2,0,2,0,0,0.0,1,3.4,0,81.82,0.35,2.7,0.38,107,31.06,2.0,Liverpool,False,Arsenal,3.5,-0.48
Alisson Ramses Becker,Liverpool,Arsenal,2024-02-04,False,90,3,3.52,4,0,2,0,0,0.0,1,3.4,0,82.17,0.33,2.76,0.38,107,31.06,0.0,Liverpool,True,Burnley,-2.64,0.39
Alisson Ramses Becker,Liverpool,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,2.2,0,78.75,0.33,2.76,0.38,107,31.06,0.0,Liverpool,False,Brentford,5.51,-0.53
Alisson Ramses Becker,Liverpool,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,2.0,0,75.6,0.33,2.76,0.38,107,31.06,0.0,Liverpool,True,Luton,,
Alisson Ramses Becker,Liverpool,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.8,0,72.69,0.33,2.76,0.38,107,31.06,0.0,Liverpool,False,Nottingham Forest,3.7,-0.55
Alisson Ramses Becker,Liverpool,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.4,0,70.0,0.33,2.76,0.38,107,31.06,0.0,Liverpool,True,Manchester City,-1.69,-0.96
Alisson Ramses Becker,Liverpool,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,67.5,0.33,2.76,0.38,107,31.06,0.0,Liverpool,True,Brighton,2.85,-0.66
Alisson Ramses Becker,Liverpool,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,65.17,0.33,2.76,0.38,107,31.06,0.0,Liverpool,True,Sheffield,,0.68
Alisson Ramses Becker,Liverpool,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,63.0,0.33,2.76,0.38,107,31.06,0.0,Liverpool,False,Manchester United,-0.0,-0.63
Alisson Ramses Becker,Liverpool,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,60.97,0.33,2.76,0.38,107,31.06,3.0,Liverpool,True,Crystal Palace,0.33,0.88
Alisson Ramses Becker,Liverpool,Crystal Palace,2024-04-14,True,90,1,1.87,3,0,3,0,0,0.0,1,0.6,0,61.88,0.32,2.77,0.38,107,31.06,3.0,Liverpool,False,Fulham,1.98,0.86
Alisson Ramses Becker,Liverpool,Fulham,2024-04-21,False,90,1,0.8,4,0,3,0,0,0.0,1,1.2,0,62.73,0.3,2.83,0.38,107,31.06,2.0,Liverpool,False,Everton,-0.44,-0.24
Alisson Ramses Becker,Liverpool,Everton,2024-04-24,False,90,2,1.09,4,0,2,0,0,0.0,1,1.6,0,63.53,0.29,2.88,0.38,107,31.06,3.0,Liverpool,False,West Ham,4.92,-0.22
Alisson Ramses Becker,Liverpool,West Ham,2024-04-27,False,90,2,0.7,6,0,3,0,0,0.0,1,2.2,0,64.29,0.28,3.0,0.38,107,31.06,2.0,Liverpool,True,Tottenham,,0.69
Alisson Ramses Becker,Liverpool,Tottenham,2024-05-05,True,90,2,1.16,4,0,2,0,0,0.0,1,2.6,0,65.0,0.27,3.04,0.38,107,31.06,1.0,Liverpool,False,Aston Villa,-0.35,0.29
