name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points
Jordan Amissah,Sheffield Utd,Crystal Palace,2023-08-12,True,0,0,0.0,0,0,0,0,0,0.73,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Tottenham,2023-09-16,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,West Ham,2023-09-30,False,0,0,0.0,0,0,0,0,0,0.08,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Fulham,2023-10-07,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Manchester United,2023-10-21,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Wolverhampton,2023-11-04,True,0,0,0.0,0,0,0,0,0,0.8,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Bournemouth,2023-11-25,True,0,0,0.0,0,0,0,0,0,0.74,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Liverpool,2023-12-06,True,0,0,0.0,0,0,0,0,0,0.01,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Brentford,2023-12-09,True,0,0,0.0,0,0,0,0,0,0.46,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Manchester City,2023-12-30,False,0,0,0.0,0,0,0,0,0,0.5,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Crystal Palace,2024-01-30,False,0,0,0.0,0,0,0,0,0,0.07,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Aston Villa,2024-02-03,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Luton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Bournemouth,2024-03-09,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Fulham,2024-03-30,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Manchester United,2024-04-24,False,0,0,0.0,0,0,0,0,0,0.33,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Newcastle United,2024-04-27,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Jordan Amissah,Sheffield Utd,Tottenham,2024-05-19,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,
