name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points
Daniel Bentley,Wolves,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Luton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0.0,0.0,0.0,11,4.66,8.0
Daniel Bentley,Wolves,Arsenal,2023-12-02,False,67,0,2.35,3,0,8,1,1,0.0,0,1.6,0,4.79,1.0,3.0,0.0,11,4.66,7.0
Daniel Bentley,Wolves,Burnley,2023-12-05,True,90,0,0.83,3,0,7,0,1,0.0,1,3.0,0,10.47,1.0,3.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,3.0,0,9.81,1.0,3.0,0.0,11,4.66,1.0
Daniel Bentley,Wolves,West Ham,2023-12-17,False,90,3,1.14,1,0,1,0,0,0.0,1,3.2,0,14.53,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,3.2,0,13.72,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,1.6,0,13.0,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.2,0,12.35,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.2,0,11.76,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,11.23,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,10.74,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,10.29,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,9.88,0.67,2.33,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,9.5,0.67,2.33,0.0,11,4.66,1.0
Daniel Bentley,Wolves,Newcastle United,2024-03-02,False,45,1,0.77,1,0,1,0,0,0.0,0,0.2,0,10.81,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.2,0,10.43,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.2,0,10.07,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.2,0,9.73,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,0.2,0,9.42,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,9.12,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,8.85,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,8.59,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,8.34,0.5,2.0,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,8.11,0.5,2.0,0.0,11,4.66,1.0
Daniel Bentley,Wolves,Crystal Palace,2024-05-11,True,90,3,2.7,0,0,1,0,0,0.0,1,0.2,0,10.32,0.4,1.6,0.0,11,4.66,0.0
Daniel Bentley,Wolves,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.2,0,10.05,0.4,1.6,0.0,11,4.66,
