name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points
Adam Davies,Sheffield Utd,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Tottenham,2023-09-16,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Newcastle United,2023-09-24,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,West Ham,2023-09-30,False,0,0,0.0,0,0,0,0,0,0.03,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Aston Villa,2024-02-03,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Luton,2024-02-10,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Brighton,2024-02-18,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Wolverhampton,2024-02-25,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Arsenal,2024-03-04,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Bournemouth,2024-03-09,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0
Adam Davies,Sheffield Utd,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,
