name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Tosin Adarabioyo,Fulham,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Fulham,True,Brentford,,0.79
Tosin Adarabioyo,Fulham,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,Fulham,False,Arsenal,,-0.48
Tosin Adarabioyo,Fulham,Arsenal,2023-08-26,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,0,0.67,0,0.33,0.0,0.33,0.0,0.0,Fulham,False,Manchester City,,-1.32
Tosin Adarabioyo,Fulham,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.25,0.0,0.25,0.0,0.0,Fulham,True,Luton,,
Tosin Adarabioyo,Fulham,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,0.2,0.0,0.0,Fulham,False,Crystal Palace,,0.38
Tosin Adarabioyo,Fulham,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,0.17,0.0,0.0,Fulham,True,Chelsea,,-0.25
Tosin Adarabioyo,Fulham,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,0.14,0.0,0.0,Fulham,True,Sheffield,,0.68
Tosin Adarabioyo,Fulham,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.12,0.0,0.0,Fulham,False,Tottenham,,-0.36
Tosin Adarabioyo,Fulham,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.11,0.0,0.0,Fulham,False,Brighton,,-0.6
Tosin Adarabioyo,Fulham,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.1,0.0,0.0,Fulham,True,Manchester United,,0.38
Tosin Adarabioyo,Fulham,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.09,0.0,0.0,Fulham,False,Aston Villa,,0.29
Tosin Adarabioyo,Fulham,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.08,0.0,1.0,Fulham,True,Wolverhampton,,0.05
Tosin Adarabioyo,Fulham,Wolverhampton,2023-11-27,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.02,0,0.2,0.0,0.15,0.0,0.0,Fulham,False,Liverpool,,-1.01
