name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Álvaro Fernández Carreras,Man Utd,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Tottenham,,-0.36
Álvaro Fernández Carreras,Man Utd,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Nottingham Forest,,1.55
Álvaro Fernández Carreras,Man Utd,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Arsenal,,-0.48
Álvaro Fernández Carreras,Man Utd,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Brighton,,-0.66
Álvaro Fernández Carreras,Man Utd,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Burnley,,0.0
Álvaro Fernández Carreras,Man Utd,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Crystal Palace,,0.88
Álvaro Fernández Carreras,Man Utd,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Brentford,,0.79
Álvaro Fernández Carreras,Man Utd,Brentford,2023-10-07,True,0,0.0,0.07,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,Man Utd,False,Sheffield,,-0.61
Álvaro Fernández Carreras,Man Utd,Sheffield,2023-10-21,False,0,0.0,0.08,0.0,0.05,0,2.0,1.0,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0,0.0,Man Utd,True,Manchester City,,-0.96
Álvaro Fernández Carreras,Man Utd,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0,0.0,Man Utd,False,Fulham,,0.86
Álvaro Fernández Carreras,Man Utd,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0,0.0,Man Utd,True,Luton,,
Álvaro Fernández Carreras,Man Utd,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0,0.0,Man Utd,False,Everton,,-0.24
Álvaro Fernández Carreras,Man Utd,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,Man Utd,False,Newcastle United,,-0.41
Álvaro Fernández Carreras,Man Utd,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Chelsea,,-0.25
Álvaro Fernández Carreras,Man Utd,Chelsea,2023-12-06,True,0,0.0,0.69,0.0,0.0,0,3.0,0.0,0.0,0,0,0,0.0,0,0.0,0.14,0.0,0,0.0,Man Utd,True,Bournemouth,,1.22
Álvaro Fernández Carreras,Man Utd,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.14,0.0,0,0.0,Man Utd,False,Liverpool,,-1.01
Álvaro Fernández Carreras,Man Utd,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.14,0.0,0,0.0,Man Utd,False,West Ham,,-0.22
Álvaro Fernández Carreras,Man Utd,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.14,0.0,0,0.0,Man Utd,True,Aston Villa,,0.64
Álvaro Fernández Carreras,Man Utd,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.14,0.0,0,0.0,Man Utd,False,Nottingham Forest,,-0.55
Álvaro Fernández Carreras,Man Utd,Nottingham Forest,2023-12-30,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Tottenham,,0.69
Álvaro Fernández Carreras,Man Utd,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Wolverhampton,,-0.52
Álvaro Fernández Carreras,Man Utd,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,West Ham,,0.49
Álvaro Fernández Carreras,Man Utd,West Ham,2024-02-04,True,0,0.0,0.02,0.0,0.13,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Aston Villa,,0.29
Álvaro Fernández Carreras,Man Utd,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Luton,,
Álvaro Fernández Carreras,Man Utd,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Fulham,,-0.13
Álvaro Fernández Carreras,Man Utd,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Manchester City,,-1.32
Álvaro Fernández Carreras,Man Utd,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Everton,,0.53
Álvaro Fernández Carreras,Man Utd,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Brentford,,-0.53
Álvaro Fernández Carreras,Man Utd,Brentford,2024-03-30,False,0,0.0,0.19,0.0,0.17,0,3.0,2.0,0.0,0,0,0,0.0,0,0.0,0.04,0.0,0,0.0,Man Utd,False,Chelsea,,-0.85
Álvaro Fernández Carreras,Man Utd,Chelsea,2024-04-04,False,0,0.0,0.22,1.0,0.1,0,2.0,3.0,0.0,0,0,0,0.0,0,0.0,0.28,0.0,0,0.0,Man Utd,True,Liverpool,,0.18
Álvaro Fernández Carreras,Man Utd,Liverpool,2024-04-07,True,0,0.0,0.0,0.0,0.14,0,0.0,2.0,0.0,0,0,0,0.0,0,0.0,0.28,0.0,0,0.0,Man Utd,False,Bournemouth,,0.19
Álvaro Fernández Carreras,Man Utd,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.28,0.0,0,0.0,Man Utd,True,Sheffield,,0.68
Álvaro Fernández Carreras,Man Utd,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.28,0.0,0,0.0,Man Utd,True,Burnley,,0.39
Álvaro Fernández Carreras,Man Utd,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.24,0.0,0,0.0,Man Utd,False,Crystal Palace,,0.38
Álvaro Fernández Carreras,Man Utd,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Arsenal,,-0.11
Álvaro Fernández Carreras,Man Utd,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,True,Newcastle United,,0.55
Álvaro Fernández Carreras,Man Utd,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,Man Utd,False,Brighton,,-0.6
Álvaro Fernández Carreras,Man Utd,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,,Brentford,True,Crystal Palace,,0.88
