name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Bashir Humphreys,Chelsea,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Nottingham Forest,-0.41
Bashir Humphreys,Chelsea,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Manchester City,0.19
Bashir Humphreys,Chelsea,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Fulham,-2.13
Bashir Humphreys,Chelsea,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Crystal Palace,-1.51
Bashir Humphreys,Chelsea,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Liverpool,0.96
Bashir Humphreys,Chelsea,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Fulham,-1.08
Bashir Humphreys,Chelsea,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,West Ham,2.89
Bashir Humphreys,Chelsea,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Southampton,-0.42
Bashir Humphreys,Chelsea,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Tottenham,-1.07
Bashir Humphreys,Chelsea,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Leicester City,-0.96
Bashir Humphreys,Chelsea,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Leeds United,-3.94
Bashir Humphreys,Chelsea,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Everton,-2.38
Bashir Humphreys,Chelsea,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Aston Villa,0.42
Bashir Humphreys,Chelsea,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Liverpool,-0.16
Bashir Humphreys,Chelsea,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Wolverhampton,1.62
Bashir Humphreys,Chelsea,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Brighton,-0.67
Bashir Humphreys,Chelsea,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Brentford,4.42
Bashir Humphreys,Chelsea,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Arsenal,1.29
Bashir Humphreys,Chelsea,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Bournemouth,-1.53
Bashir Humphreys,Chelsea,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Nottingham Forest,1.3
Bashir Humphreys,Chelsea,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Manchester City,-0.89
Bashir Humphreys,Chelsea,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Manchester United,1.87
Bashir Humphreys,Chelsea,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Newcastle United,-0.99
Bashir Humphreys,Chelsea,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,-3.25
