name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Andrew Robertson,Liverpool,Fulham,2022-08-06,False,DL,90,0,0.0,0,0.0,1,0,0,2.9,0,0,2,0.0,False
Andrew Robertson,Liverpool,Manchester City,2022-10-16,True,DL,90,0,0.0567888990044593,0,0.0,6,1,0,3.3,0,1,0,0.0,False
Andrew Robertson,Liverpool,West Ham,2022-10-19,True,Sub,9,0,0.0,0,0.0,1,0,0,0.3,0,0,0,0.0,False
Andrew Robertson,Liverpool,Nottingham Forest,2022-10-22,False,DL,90,0,0.0,0,0.4747050106525421,2,0,3,6.7,0,0,1,0.0,False
Andrew Robertson,Liverpool,Leicester City,2022-10-29,True,DL,90,0,0.0642704963684082,1,0.54584801197052,7,1,4,13.5,3,0,2,0.0,False
Andrew Robertson,Liverpool,Tottenham,2022-11-06,False,DL,90,0,0.0,0,0.0831858962774276,2,0,2,5.5,0,0,1,0.0,False
Andrew Robertson,Liverpool,Southampton,2022-11-12,True,DL,85,0,0.0,2,0.6532300114631653,9,0,6,13.6,1,0,1,1.0531,True
Andrew Robertson,Liverpool,Aston Villa,2022-12-26,False,DL,90,0,0.0,1,0.7865489721298218,8,0,2,7.2,3,0,1,1.2996,True
Andrew Robertson,Liverpool,Leeds United,2022-12-30,True,DL,61,0,0.0,0,0.1202789992094039,2,0,2,3.9,0,0,1,0.9585,True
Andrew Robertson,Liverpool,Brentford,2023-01-02,False,Sub,45,0,0.0,0,0.0,1,0,0,2.1,0,0,1,0.5264,False
Andrew Robertson,Liverpool,Crystal Palace,2022-08-15,True,DL,62,0,0.0803193971514701,0,0.0,2,1,0,3.7,0,0,1,0.0,False
Andrew Robertson,Liverpool,Brighton,2023-01-14,False,DL,90,0,0.0,0,0.0146716004237532,1,0,1,3.6,0,0,3,2.238,True
Andrew Robertson,Liverpool,Chelsea,2023-01-21,True,DL,90,0,0.0,0,0.0,6,0,0,2.0,0,1,0,1.5902,True
Andrew Robertson,Liverpool,Wolverhampton,2023-02-04,False,DL,85,0,0.309904009103775,0,0.0263870004564523,1,4,1,4.9,0,0,3,1.54,True
Andrew Robertson,Liverpool,Everton,2023-02-13,True,DL,90,0,0.0,0,0.0154977003112435,5,0,1,2.4,0,1,0,0.28,True
Andrew Robertson,Liverpool,Newcastle United,2023-02-18,False,DL,90,0,0.0,0,0.472694993019104,8,0,3,6.6,2,1,0,2.05,True
Andrew Robertson,Liverpool,Crystal Palace,2023-02-25,False,DL,90,0,0.0,0,0.0,5,0,0,1.3,0,1,0,0.6,True
Andrew Robertson,Liverpool,Manchester United,2023-03-05,True,DL,90,0,0.195041999220848,1,0.6446189880371094,9,2,3,8.9,0,1,0,0.88,True
Andrew Robertson,Liverpool,Bournemouth,2023-03-11,False,DL,90,0,0.0447678007185459,0,0.4166809916496277,2,1,2,6.0,0,0,1,0.86,True
Andrew Robertson,Liverpool,Manchester City,2023-04-01,False,DL,69,0,0.0,0,0.0,1,0,0,1.4,0,0,3,2.28,True
Andrew Robertson,Liverpool,Chelsea,2023-04-04,False,Sub,24,0,0.0,0,0.0,1,0,0,0.6,0,0,0,0.1,False
Andrew Robertson,Liverpool,Manchester United,2022-08-22,False,DL,84,0,0.0,0,0.1825239956378936,1,0,2,5.1,0,0,2,0.0,False
Andrew Robertson,Liverpool,Arsenal,2023-04-09,True,DL,90,0,0.2583079934120178,0,0.5925160050392151,0,1,1,2.8,0,0,2,1.41,True
Andrew Robertson,Liverpool,Leicester City,2023-04-17,False,DL,90,0,0.0,0,0.0,2,0,0,3.4,0,0,1,1.34,True
Andrew Robertson,Liverpool,Nottingham Forest,2023-04-22,True,DL,90,0,0.0,1,0.6234776973724365,4,0,5,11.7,0,0,2,0.82,True
Andrew Robertson,Liverpool,West Ham,2023-04-26,False,DL,90,0,0.0,1,0.5167607069015503,6,0,3,8.3,1,0,1,0.78,True
Andrew Robertson,Liverpool,Tottenham,2023-04-30,True,DL,90,0,0.0,0,0.1230548173189163,1,0,2,5.1,0,0,3,1.99,True
Andrew Robertson,Liverpool,Fulham,2023-05-03,True,Sub,24,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.25,False
Andrew Robertson,Liverpool,Brentford,2023-05-06,True,DL,81,0,0.0,0,0.0,6,0,0,1.2,0,1,0,0.19,True
Andrew Robertson,Liverpool,Leeds United,2023-05-15,False,DL,90,0,0.0,0,0.0533548556268215,6,0,1,3.3,0,1,0,0.54,True
Andrew Robertson,Liverpool,Aston Villa,2023-05-20,True,DL,71,0,0.0,0,0.0817396864295005,2,0,1,2.7,0,0,1,1.36,True
Andrew Robertson,Liverpool,Bournemouth,2022-08-27,True,DL,68,0,0.0437557995319366,1,0.0468167997896671,9,1,1,4.4,0,1,0,0.0,False
Andrew Robertson,Liverpool,Newcastle United,2022-08-31,True,DL,70,0,0.036768801510334,0,0.1496549993753433,2,1,3,7.6,0,0,1,0.0,False
Andrew Robertson,Liverpool,Everton,2022-09-03,False,Sub,31,0,0.0,0,0.1966090053319931,1,0,3,5.9,0,0,0,0.0,False
