name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Nuno Varela Tavares,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Liverpool,1.96
Nuno Varela Tavares,Arsenal,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Leicester City,-3.95
Nuno Varela Tavares,Arsenal,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Southampton,2.15
Nuno Varela Tavares,Arsenal,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Nottingham Forest,
Nuno Varela Tavares,Arsenal,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Chelsea,-3.91
Nuno Varela Tavares,Arsenal,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Wolverhampton,-1.32
Nuno Varela Tavares,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,West Ham,-2.46
Nuno Varela Tavares,Arsenal,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Brighton,-0.75
Nuno Varela Tavares,Arsenal,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Newcastle United,-2.77
Nuno Varela Tavares,Arsenal,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Leeds United,-3.81
Nuno Varela Tavares,Arsenal,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Tottenham,3.44
Nuno Varela Tavares,Arsenal,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Manchester United,-1.99
Nuno Varela Tavares,Arsenal,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Everton,1.42
Nuno Varela Tavares,Arsenal,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Brentford,-1.07
Nuno Varela Tavares,Arsenal,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Manchester City,0.98
Nuno Varela Tavares,Arsenal,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Aston Villa,-0.61
Nuno Varela Tavares,Arsenal,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Leeds United,-2.61
Nuno Varela Tavares,Arsenal,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Everton,-3.92
Nuno Varela Tavares,Arsenal,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Bournemouth,
Nuno Varela Tavares,Arsenal,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Fulham,
Nuno Varela Tavares,Arsenal,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Crystal Palace,-0.14
Nuno Varela Tavares,Arsenal,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Leicester City,
Nuno Varela Tavares,Arsenal,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Bournemouth,-3.74
Nuno Varela Tavares,Arsenal,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Liverpool,4.27
Nuno Varela Tavares,Arsenal,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,West Ham,
Nuno Varela Tavares,Arsenal,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Southampton,-3.78
Nuno Varela Tavares,Arsenal,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Manchester City,4.53
Nuno Varela Tavares,Arsenal,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Chelsea,2.07
Nuno Varela Tavares,Arsenal,Chelsea,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Newcastle United,
Nuno Varela Tavares,Arsenal,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Brighton,
Nuno Varela Tavares,Arsenal,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Nottingham Forest,
Nuno Varela Tavares,Arsenal,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Wolverhampton,
Nuno Varela Tavares,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Fulham,-0.83
Nuno Varela Tavares,Arsenal,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Aston Villa,-2.64
Nuno Varela Tavares,Arsenal,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Manchester United,2.33
Nuno Varela Tavares,Arsenal,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Brentford,-0.38
Nuno Varela Tavares,Arsenal,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Tottenham,-2.27
Nuno Varela Tavares,Arsenal,Tottenham,True,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,
