name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Rico Lewis,Man City,Southampton,2022-10-08,True,Sub,12,0,0.0,0,0.0,1,0,0,0.5,0,0,0,0.0,False
Rico Lewis,Man City,Leicester City,2022-12-28,False,DR,67,0,0.0,0,0.4737879931926727,5,0,2,3.5,0,1,0,0.1884,True
Rico Lewis,Man City,Everton,2022-12-31,True,DMR,86,0,0.0,0,0.0,2,0,0,2.0,0,0,1,0.0857,True
Rico Lewis,Man City,Chelsea,2023-01-05,False,Sub,45,0,0.0,0,0.0,1,0,0,1.0,0,0,0,0.1729,False
Rico Lewis,Man City,Bournemouth,2022-08-13,True,Sub,8,0,0.0,0,0.0,1,0,0,0.2,0,0,0,0.0,False
Rico Lewis,Man City,Tottenham,2023-01-19,True,DR,82,0,0.0212783999741077,0,0.0,1,1,0,2.3,0,0,2,0.8393,True
Rico Lewis,Man City,Wolverhampton,2023-01-22,True,DMC,45,0,0.0,0,0.1876150071620941,1,0,2,4.1,0,0,0,0.0,True
Rico Lewis,Man City,Tottenham,2023-02-05,False,DL,90,0,0.0,0,0.0239332001656293,2,0,1,3.6,0,0,1,1.48,True
Rico Lewis,Man City,Bournemouth,2023-02-25,False,DMC,90,0,0.1154119968414306,0,0.0385721996426582,2,2,1,3.9,0,0,1,1.35,True
Rico Lewis,Man City,Leicester City,2023-05-06,True,DMC,90,0,0.0245247054845094,0,0.4165619015693664,2,1,1,3.6,0,0,1,0.23,True
Rico Lewis,Man City,Chelsea,2023-05-21,True,MC,90,0,0.0,0,0.0939753949642181,6,0,1,2.2,0,1,0,1.23,True
Rico Lewis,Man City,Brighton,2023-05-24,False,DL,90,0,0.039102479815483,0,0.0,2,1,0,3.0,0,0,1,2.53,True
Rico Lewis,Man City,Brentford,2023-05-28,False,DMC,90,0,0.0,0,0.144663468003273,2,0,3,0.0,0,0,1,0.41,True
Rico Lewis,Man City,Nottingham Forest,2022-08-31,True,Sub,15,0,0.0,0,0.0,1,0,0,0.8,0,0,0,0.0,False
