name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Toti António Gomes,Wolves,Leicester City,False,0,0,0.0,0,0,0,0.0,False,1.0,Wolves,False,Chelsea,-1.63,-0.72
Toti António Gomes,Wolves,Chelsea,False,90,1,2.2,0,0,3,0.0,False,7.0,Wolves,True,Nottingham Forest,,
Toti António Gomes,Wolves,Nottingham Forest,True,90,7,3.5,1,1,0,0.0,False,0.0,Wolves,False,Crystal Palace,3.09,0.13
Toti António Gomes,Wolves,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Leeds United,-1.61,-0.79
Toti António Gomes,Wolves,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Brentford,-1.55,-0.55
Toti António Gomes,Wolves,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Brighton,5.19,-0.71
Toti António Gomes,Wolves,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Arsenal,1.59,0.36
Toti António Gomes,Wolves,Arsenal,True,79,0,1.4,0,0,2,1.7706,True,0.0,Wolves,False,Everton,-1.05,-0.63
Toti António Gomes,Wolves,Everton,False,12,0,0.8,0,0,0,0.6847,False,1.0,Wolves,True,Manchester United,-0.79,0.38
Toti António Gomes,Wolves,Manchester United,True,17,1,0.2,0,0,1,0.3528,False,1.0,Wolves,False,Aston Villa,-2.09,0.59
Toti António Gomes,Wolves,Aston Villa,False,11,1,1.2,0,0,0,0.7616,False,0.0,Wolves,True,Fulham,,-0.3
Toti António Gomes,Wolves,Fulham,True,0,0,0.0,0,0,0,0.0,False,1.0,Wolves,True,West Ham,-2.69,0.63
Toti António Gomes,Wolves,West Ham,True,7,1,0.7,0,0,0,0.5023,False,0.0,Wolves,False,Manchester City,-0.09,-1.26
Toti António Gomes,Wolves,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Liverpool,0.37,-0.53
Toti António Gomes,Wolves,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Southampton,-2.8,-1.07
Toti António Gomes,Wolves,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Bournemouth,,1.46
Toti António Gomes,Wolves,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Fulham,,1.37
Toti António Gomes,Wolves,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Liverpool,0.91,-1.33
Toti António Gomes,Wolves,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Tottenham,2.05,1.07
Toti António Gomes,Wolves,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Newcastle United,3.01,-0.34
Toti António Gomes,Wolves,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Leicester City,,0.83
Toti António Gomes,Wolves,Leicester City,True,0,0,0.0,0,0,0,0.0,False,1.0,Wolves,False,Nottingham Forest,,
Toti António Gomes,Wolves,Nottingham Forest,False,90,1,5.5,0,0,1,1.26,True,0.0,Wolves,False,Tottenham,1.18,-0.03
Toti António Gomes,Wolves,Tottenham,False,0,0,0.0,0,0,0,0.0,False,6.0,Wolves,True,Chelsea,-1.03,-0.25
Toti António Gomes,Wolves,Chelsea,True,90,6,4.2,0,1,0,1.05,True,6.0,Wolves,True,Brentford,3.23,0.69
Toti António Gomes,Wolves,Brentford,True,90,6,2.2,0,1,0,1.18,True,0.0,Wolves,False,Leeds United,0.21,-0.8
Toti António Gomes,Wolves,Leeds United,False,83,0,1.6,0,0,2,2.15,True,0.0,Wolves,True,Crystal Palace,,0.81
Toti António Gomes,Wolves,Crystal Palace,True,11,0,0.0,0,0,0,0.18,False,0.0,Wolves,False,Brighton,-1.83,-0.39
Toti António Gomes,Wolves,Brighton,False,45,0,0.8,0,0,2,1.39,False,14.0,Wolves,True,Aston Villa,,0.55
Toti António Gomes,Wolves,Aston Villa,True,90,14,6.9,3,1,0,1.57,True,2.0,Wolves,False,Manchester United,-0.63,-0.1
Toti António Gomes,Wolves,Manchester United,False,61,2,1.8,0,0,1,1.65,True,2.0,Wolves,True,Everton,-1.31,0.34
Toti António Gomes,Wolves,Everton,True,90,2,3.5,0,0,1,1.98,True,1.0,Wolves,False,Arsenal,,-0.0
Toti António Gomes,Wolves,Arsenal,False,22,1,0.0,0,0,1,0.71,False,0.0,Wolves,True,Newcastle United,-1.69,0.73
Toti António Gomes,Wolves,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,Bournemouth,1.23,0.19
Toti António Gomes,Wolves,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Southampton,-2.12,-0.38
Toti António Gomes,Wolves,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,True,Manchester City,3.44,-1.17
Toti António Gomes,Wolves,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Wolves,False,West Ham,4.15,0.14
Toti António Gomes,Wolves,West Ham,False,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,,0.0
