name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Joël Veltman,Brighton,Manchester United,2022-08-07,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.6,0,0,1,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,1,Brighton,True,Tottenham,-0.36
Joël Veltman,Brighton,Tottenham,2022-10-08,True,DC,87,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,1,0.0,False,2.0,0.0,88.5,0.0,0,0,0,0,1,Brighton,False,Brentford,0.34
Joël Veltman,Brighton,Brentford,2022-10-14,False,DR,90,0.0,0.13,0.0,0.0,1,1.0,0.0,4.1,0,0,2,0.0,False,1.5,0.0,89.0,0.0,0,0,0,0,7,Brighton,True,Nottingham Forest,-0.8
Joël Veltman,Brighton,Nottingham Forest,2022-10-18,True,DC,90,0.0,0.08,0.0,0.3,7,1.0,1.0,4.0,1,1,0,0.0,False,1.33,0.04,89.25,0.25,0,0,0,0,1,Brighton,False,Manchester City,1.12
Joël Veltman,Brighton,Manchester City,2022-10-22,False,DC,65,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,2,0.0,False,2.75,0.05,84.4,0.2,0,0,0,0,0,Brighton,True,Chelsea,-2.26
Joël Veltman,Brighton,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.4,0.04,70.33,0.2,0,0,0,0,1,Brighton,False,Wolverhampton,-2.88
Joël Veltman,Brighton,Wolverhampton,2022-11-05,False,Sub,1,0.0,0.0,0.0,0.03,1,0.0,1.0,1.3,0,0,0,0.0,False,2.0,0.04,60.43,0.2,0,0,0,0,1,Brighton,True,Aston Villa,0.69
Joël Veltman,Brighton,Aston Villa,2022-11-13,True,Sub,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.03,False,2.0,0.04,56.75,0.2,0,0,0,0,5,Brighton,False,Southampton,-0.82
Joël Veltman,Brighton,Southampton,2022-12-26,False,DR,90,0.0,0.0,1.0,0.04,5,0.0,1.0,5.7,0,0,1,1.91,True,2.0,0.02,60.44,0.17,0,0,0,0,0,Brighton,True,Arsenal,2.84
Joël Veltman,Brighton,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.6,0.2,54.4,0.17,0,0,0,0,6,Brighton,False,Everton,-1.62
Joël Veltman,Brighton,Everton,2023-01-03,False,DR,70,0.0,0.0,0.0,0.0,6,0.0,0.0,0.9,0,1,0,0.49,True,1.4,0.2,55.82,0.29,0,0,0,0,8,Brighton,True,Newcastle United,-0.89
