name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jeremiah Chilokoa-Mullen,Leeds,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Everton,1.15,-0.63
Jeremiah Chilokoa-Mullen,Leeds,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Southampton,-3.43,-0.38
Jeremiah Chilokoa-Mullen,Leeds,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Chelsea,-1.33,-0.72
Jeremiah Chilokoa-Mullen,Leeds,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Brighton,-4.64,-0.71
Jeremiah Chilokoa-Mullen,Leeds,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Wolverhampton,3.26,-0.46
Jeremiah Chilokoa-Mullen,Leeds,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Arsenal,4.38,-0.0
Jeremiah Chilokoa-Mullen,Leeds,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Nottingham Forest,,
Jeremiah Chilokoa-Mullen,Leeds,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Crystal Palace,-4.62,
Jeremiah Chilokoa-Mullen,Leeds,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Liverpool,0.62,-0.53
Jeremiah Chilokoa-Mullen,Leeds,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Fulham,,1.37
Jeremiah Chilokoa-Mullen,Leeds,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Leeds United,,
Jeremiah Chilokoa-Mullen,Leeds,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Bournemouth,,0.19
Jeremiah Chilokoa-Mullen,Leeds,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Manchester City,4.57,
Jeremiah Chilokoa-Mullen,Leeds,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Newcastle United,-2.4,
Jeremiah Chilokoa-Mullen,Leeds,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,West Ham,-0.49,
Jeremiah Chilokoa-Mullen,Leeds,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Tottenham,-4.61,1.07
Jeremiah Chilokoa-Mullen,Leeds,Tottenham,True,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,-1.6,0.0
