name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Robin Koch,Leeds,Wolverhampton,2022-08-06,True,DC,90,0,0.0326781012117862,0,0.0,2,1,0,3.0,0,0,1,0.0,False
Robin Koch,Leeds,Crystal Palace,2022-10-09,False,DC,90,0,0.0,0,0.0,0,0,0,1.5,0,0,2,0.0,False
Robin Koch,Leeds,Arsenal,2022-10-16,True,DC,90,0,0.0,0,0.0,2,0,0,1.7,0,0,1,0.0,False
Robin Koch,Leeds,Leeds United,2022-10-20,False,DC,45,0,0.0,0,0.0,-3,0,0,0.0,0,0,2,0.0,False
Robin Koch,Leeds,Fulham,2022-10-23,True,DC,90,0,0.0,0,0.0,1,0,0,1.4,0,0,3,0.0,False
Robin Koch,Leeds,Liverpool,2022-10-29,False,DC,90,0,0.0,0,0.0,2,0,0,3.9,0,0,1,0.0,False
Robin Koch,Leeds,Bournemouth,2022-11-05,True,DC,90,0,0.1151729971170425,0,0.0,1,2,0,3.6,0,0,3,0.0,False
Robin Koch,Leeds,Tottenham,2022-11-12,False,DC,90,0,0.0,0,0.0,0,0,0,2.1,0,0,4,1.8606,True
Robin Koch,Leeds,Manchester City,2022-12-28,True,DC,90,0,0.0,0,0.0,1,0,0,1.3,0,0,3,4.1993,True
Robin Koch,Leeds,Newcastle United,2022-12-31,False,DC,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0,2.0081,True
Robin Koch,Leeds,West Ham,2023-01-04,True,DC,90,0,0.0268147997558116,0,0.0,1,1,0,6.1,0,0,2,1.4233,True
Robin Koch,Leeds,Southampton,2022-08-13,False,DC,90,0,0.0,0,0.0,1,0,0,2.8,0,0,2,0.0,False
Robin Koch,Leeds,Aston Villa,2023-01-13,False,DC,87,0,0.0,0,0.0622702986001968,0,0,1,2.5,0,0,2,1.2765,True
Robin Koch,Leeds,Brentford,2023-01-22,True,DC,90,0,0.0,0,0.0,5,0,0,1.8,0,1,0,0.2886,True
Robin Koch,Leeds,Manchester United,2023-02-08,False,DC,90,0,0.0,0,0.0,1,0,0,1.3,0,0,2,2.19,True
Robin Koch,Leeds,Manchester United,2023-02-12,True,DC,90,0,0.1360169947147369,0,0.0,1,1,0,2.3,0,0,2,1.12,True
Robin Koch,Leeds,Everton,2023-02-18,False,DC,90,0,0.0,0,0.0,2,0,0,2.5,0,0,1,1.52,True
Robin Koch,Leeds,Southampton,2023-02-25,True,DC,90,0,0.0,0,0.0,8,0,0,1.7,2,1,0,0.37,True
Robin Koch,Leeds,Chelsea,2023-03-04,False,DC,90,0,0.0704033970832824,0,0.0,2,1,0,2.3,0,0,1,1.52,True
Robin Koch,Leeds,Brighton,2023-03-11,True,DC,90,0,0.0,0,0.0,1,0,0,1.7,0,0,2,1.63,True
Robin Koch,Leeds,Wolverhampton,2023-03-18,False,DC,90,0,0.0,0,0.0,1,0,0,1.9,0,0,2,2.86,True
Robin Koch,Leeds,Arsenal,2023-04-01,False,DC,73,0,0.0,0,0.0,0,0,0,1.9,0,0,3,3.26,True
Robin Koch,Leeds,Nottingham Forest,2023-04-04,True,DC,90,0,0.0545320995151996,0,0.0,2,1,0,1.7,0,0,1,0.79,True
Robin Koch,Leeds,Chelsea,2022-08-21,True,DC,90,0,0.0,0,0.0,6,0,0,1.5,0,1,0,0.0,False
Robin Koch,Leeds,Crystal Palace,2023-04-09,True,DC,90,0,0.0655511021614074,0,0.0,0,1,0,5.3,0,0,5,3.03,True
Robin Koch,Leeds,Liverpool,2023-04-17,True,DC,90,0,0.0725501030683517,0,0.0,-1,1,0,2.0,0,0,6,2.47,True
Robin Koch,Leeds,Fulham,2023-04-22,False,DC,90,0,0.0,0,0.0362744629383087,1,0,1,3.1,0,0,2,1.68,True
Robin Koch,Leeds,Leeds United,2023-04-25,True,DC,90,0,0.0,0,0.0,2,0,0,0.9,0,0,1,2.1,True
Robin Koch,Leeds,Bournemouth,2023-04-30,False,DC,90,0,0.0735624358057975,0,0.0,0,1,0,5.3,0,0,4,1.98,True
Robin Koch,Leeds,Newcastle United,2023-05-13,True,MC,90,0,0.0,0,0.0810247585177421,1,0,1,3.5,0,0,2,2.42,True
Robin Koch,Leeds,West Ham,2023-05-21,False,MC,90,0,0.089070625603199,0,0.0296760890632867,0,3,1,5.6,0,0,3,2.15,True
Robin Koch,Leeds,Tottenham,2023-05-28,True,MC,90,0,0.2946576178073883,0,0.0628398656845092,0,2,2,0.0,0,0,4,2.12,True
Robin Koch,Leeds,Brighton,2022-08-27,False,DC,90,0,0.0,0,0.0,2,0,0,1.9,0,0,1,0.0,False
Robin Koch,Leeds,Everton,2022-08-30,True,DC,90,0,0.0284158997237682,0,0.0,2,2,0,4.1,0,0,1,0.0,False
Robin Koch,Leeds,Brentford,2022-09-03,False,DC,90,0,0.0,0,0.0,0,0,0,1.0,0,0,5,0.0,False
Robin Koch,Leeds,Aston Villa,2022-10-02,True,DC,90,0,0.0,0,0.0,5,0,0,1.5,0,1,0,0.0,False
