name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Willy Boly,Wolves,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,True,Aston Villa,
Willy Boly,Nott'm Forest,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,False,Wolverhampton,
Willy Boly,Nott'm Forest,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,False,Brighton,
Willy Boly,Nott'm Forest,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,True,Liverpool,
Willy Boly,Nott'm Forest,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,False,Arsenal,
Willy Boly,Nott'm Forest,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest,True,Brentford,
Willy Boly,Nott'm Forest,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,8,Nott'm Forest,True,Crystal Palace,
Willy Boly,Nott'm Forest,Crystal Palace,2022-11-12,True,DC,90,0.0,0.03,0.0,0.0,8,1.0,0.0,2.4,2,1,0,1.22,True,0.0,0.0,11.25,1.0,0,0,0,0,1,Nott'm Forest,False,Manchester United,
Willy Boly,Nott'm Forest,Manchester United,2022-12-27,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.8,0,0,3,2.47,True,1.6,0.01,20.0,0.5,0,0,0,0,8,Nott'm Forest,True,Chelsea,
Willy Boly,Nott'm Forest,Chelsea,2023-01-01,True,DC,90,0.0,0.0,1.0,0.12,8,0.0,1.0,5.4,3,0,1,0.94,True,1.8,0.01,27.0,0.33,0,0,0,0,7,Nott'm Forest,False,Southampton,
Willy Boly,Nott'm Forest,Southampton,2023-01-04,False,DC,90,0.0,0.0,0.0,0.0,7,0.0,0.0,2.4,1,1,0,0.39,True,3.4,0.21,32.73,0.5,0,0,0,0,0,Wolves,True,Fulham,
Willy Boly,Wolves,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,4.8,0.21,30.0,0.5,0,0,0,0,0,Nott'm Forest,True,Leeds United,
Willy Boly,Nott'm Forest,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,4.8,0.21,27.69,0.5,0,0,0,0,2,Nott'm Forest,False,Bournemouth,
