name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Kieran Trippier,Newcastle,Nottingham Forest,2022-08-06,True,DR,90,0,0.0519057996571064,0,0.1166630014777183,7,1,2,7.1,1,1,0,0.0,False
Kieran Trippier,Newcastle,Brentford,2022-10-08,True,DR,83,0,0.0,1,0.6273729801177979,7,0,3,8.6,2,0,1,0.0,False
Kieran Trippier,Newcastle,Manchester United,2022-10-16,False,DR,90,0,0.0594059005379676,0,0.2462009936571121,6,1,4,8.4,0,1,0,0.0,False
Kieran Trippier,Newcastle,Everton,2022-10-19,True,DR,90,0,0.0,0,0.3530830144882202,9,0,4,10.6,3,1,0,0.0,False
Kieran Trippier,Newcastle,Tottenham,2022-10-23,False,DR,90,0,0.0,0,0.034265499562025,2,0,1,6.1,0,0,1,0.0,False
Kieran Trippier,Newcastle,Aston Villa,2022-10-29,True,DR,90,0,0.0,1,1.2492400407791138,11,0,4,10.4,2,1,0,0.0,False
Kieran Trippier,Newcastle,Southampton,2022-11-06,False,DR,79,0,0.0,1,0.3754290044307709,12,0,1,5.1,3,1,0,0.0,False
Kieran Trippier,Newcastle,Chelsea,2022-11-12,True,DR,90,0,0.0,0,0.1213020011782646,7,0,2,6.1,2,1,0,0.2957,True
Kieran Trippier,Newcastle,Leeds United,2022-12-26,False,DR,90,0,0.0,1,0.3053860068321228,12,0,4,10.3,3,1,0,0.5162,True
Kieran Trippier,Newcastle,Leicester City,2022-12-31,True,DR,90,0,0.0574017986655235,0,1.115880012512207,8,1,6,11.5,3,1,0,0.4746,True
Kieran Trippier,Newcastle,Arsenal,2023-01-03,False,DR,90,0,0.0,0,0.3198849856853485,8,0,3,7.4,2,1,0,1.1332,True
Kieran Trippier,Newcastle,Brighton,2022-08-13,False,DR,90,0,0.0,0,0.0621702000498771,7,0,1,3.7,1,1,0,0.0,False
Kieran Trippier,Newcastle,Fulham,2023-01-15,True,DR,90,0,0.0353993996977806,0,0.461091011762619,9,1,4,7.5,3,1,0,1.1372,True
Kieran Trippier,Newcastle,Crystal Palace,2023-01-21,False,DR,90,0,0.0,0,0.9756399989128112,8,0,8,16.9,3,1,0,0.296,True
Kieran Trippier,Newcastle,West Ham,2023-02-04,True,DR,90,0,0.0,0,0.2295379936695099,2,0,3,7.3,0,0,1,1.01,True
Kieran Trippier,Newcastle,Bournemouth,2023-02-11,False,DR,90,0,0.0,0,0.0847657024860382,2,0,3,6.9,0,0,1,1.83,True
Kieran Trippier,Newcastle,Liverpool,2023-02-18,True,DR,63,0,0.0,0,0.6421040296554565,1,0,5,10.0,0,0,2,1.62,True
Kieran Trippier,Newcastle,Manchester City,2023-03-04,False,DR,90,0,0.0404694005846977,0,0.099760502576828,1,1,1,4.5,0,0,2,1.34,True
Kieran Trippier,Newcastle,Wolverhampton,2023-03-12,True,DR,90,0,0.205482006072998,1,0.1168939992785453,5,3,1,6.5,0,0,1,1.12,True
Kieran Trippier,Newcastle,Nottingham Forest,2023-03-17,False,DR,90,0,0.0,0,0.1068259999155998,2,0,1,2.8,0,0,1,0.38,True
Kieran Trippier,Newcastle,Manchester United,2023-04-02,True,DR,90,0,0.0,1,0.7194690108299255,12,0,4,10.8,3,1,0,0.43,True
Kieran Trippier,Newcastle,West Ham,2023-04-05,False,DR,86,0,0.0,0,0.1204840019345283,2,0,3,6.8,0,0,1,0.81,True
Kieran Trippier,Newcastle,Manchester City,2022-08-21,True,DR,90,1,0.0656905993819236,0,0.0,6,1,0,6.8,0,0,3,0.0,False
Kieran Trippier,Newcastle,Brentford,2023-04-08,False,DR,90,0,0.0,0,0.2722490131855011,2,0,4,7.4,0,0,1,2.65,True
Kieran Trippier,Newcastle,Aston Villa,2023-04-15,False,DR,90,0,0.0,0,0.0992650017142295,1,0,2,5.6,0,0,3,1.93,True
Kieran Trippier,Newcastle,Tottenham,2023-04-23,True,DR,69,0,0.0,0,0.3119026124477386,2,0,5,8.6,0,0,1,0.68,True
Kieran Trippier,Newcastle,Everton,2023-04-27,False,DR,90,0,0.0,0,0.0370485931634902,2,0,1,0.0,0,0,1,0.66,True
Kieran Trippier,Newcastle,Southampton,2023-04-30,True,DR,90,0,0.0,0,1.0533549785614014,2,0,5,10.8,0,0,1,0.83,True
Kieran Trippier,Newcastle,Arsenal,2023-05-07,True,DR,90,0,0.0,0,0.5143025517463684,1,0,4,8.3,0,0,2,1.2,True
Kieran Trippier,Newcastle,Leicester City,2023-05-13,False,DR,90,0,0.1001229211688041,0,0.2781641185283661,1,1,3,8.1,0,0,2,2.06,True
Kieran Trippier,Newcastle,Brighton,2023-05-18,True,DR,90,0,0.0,1,0.5294588208198547,10,0,3,7.3,2,0,1,0.4,True
Kieran Trippier,Newcastle,Leeds United,2023-05-22,True,DR,90,0,0.0,0,0.4129494726657867,9,0,3,7.8,3,1,0,0.07,True
Kieran Trippier,Newcastle,Chelsea,2023-05-28,False,DR,90,0,0.0373186692595481,0,0.0,0,1,0,0.0,0,0,1,2.21,True
Kieran Trippier,Newcastle,Wolverhampton,2022-08-28,False,DR,90,0,0.0,0,0.106962002813816,2,0,2,4.6,0,0,1,0.0,False
Kieran Trippier,Newcastle,Liverpool,2022-08-31,False,DR,90,0,0.0986751988530159,0,0.0,0,1,0,2.9,0,0,2,0.0,False
Kieran Trippier,Newcastle,Crystal Palace,2022-09-03,True,DR,90,0,0.06161779910326,0,0.6617760062217712,8,1,6,13.5,2,1,0,0.0,False
Kieran Trippier,Newcastle,Bournemouth,2022-09-17,True,DR,90,0,0.0585074983537197,0,0.1369509994983673,5,1,2,6.7,0,0,1,0.0,False
Kieran Trippier,Newcastle,Fulham,2022-10-01,False,DR,82,0,0.0,0,0.5648790001869202,7,0,2,7.6,1,1,0,0.0,False
