name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Kenny Tete,Fulham,Liverpool,2022-08-06,True,DR,90,0,0.0,1,0.09,3,0,1,5.4,0,0,2,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,1
Kenny Tete,Fulham,Everton,2022-10-29,True,Sub,14,0,0.0,0,0.08,1,0,1,2.1,0,0,0,0.0,False,3.0,1.0,52.0,0.0,0,0,0,0,0
Kenny Tete,Fulham,Manchester City,2022-11-05,False,DR,90,0,0.02,0,0.0,0,1,0,2.2,0,0,2,0.0,False,2.0,0.5,64.67,0.0,0,0,0,0,6
Kenny Tete,Fulham,Crystal Palace,2022-12-26,False,DR,90,0,0.03,0,0.16,6,1,3,9.3,0,1,0,0.4,True,1.33,0.34,71.0,0.33,0,0,0,0,5
Kenny Tete,Fulham,Southampton,2022-12-31,True,DR,90,0,0.08,1,0.39,5,1,1,5.1,0,0,1,0.79,True,2.5,0.26,74.8,0.25,0,0,0,0,5
Kenny Tete,Fulham,Leeds United,2023-01-03,False,DR,90,0,0.0,0,0.04,5,0,1,4.1,0,1,0,1.69,True,3.0,0.43,77.33,0.4,0,0,0,0,2
Kenny Tete,Fulham,Chelsea,2023-01-12,True,DR,90,0,0.0,0,0.07,2,0,1,4.8,0,0,1,2.13,True,3.4,0.23,79.14,0.33,0,0,0,0,6
Kenny Tete,Fulham,Wolverhampton,2022-08-13,False,DR,90,0,0.0,0,0.0,6,0,0,0.8,0,1,0,0.0,False,3.6,0.23,80.5,0.43,0,0,0,0,2
Kenny Tete,Fulham,Newcastle United,2023-01-15,False,DR,90,0,0.03,0,0.0,2,1,0,2.2,0,0,1,2.13,True,4.8,0.22,81.56,0.38,0,0,0,0,2
Kenny Tete,Fulham,Tottenham,2023-01-23,True,DR,79,0,0.0,0,0.05,2,0,2,5.4,0,0,1,0.9,True,4.0,0.22,81.3,0.33,0,0,0,0,6
Kenny Tete,Fulham,Chelsea,2023-02-03,False,DR,90,0,0.0,0,0.03,6,0,1,4.4,0,1,0,1.54,True,3.4,0.01,82.09,0.4,0,0,0,0,6
Kenny Tete,Fulham,Nottingham Forest,2023-02-11,True,DR,90,0,0.0,0,0.09,6,0,1,3.5,0,1,0,0.67,True,3.6,0.01,82.75,0.45,0,0,0,0,6
Kenny Tete,Fulham,Brighton,2023-02-18,False,DR,90,0,0.02,0,0.0,6,1,0,2.2,0,1,0,2.2,True,4.4,0.01,83.31,0.5,0,0,0,0,2
Kenny Tete,Fulham,Wolverhampton,2023-02-24,True,DR,90,0,0.06,0,0.46,2,2,1,4.0,0,0,1,0.8,True,4.4,0.01,83.79,0.46,0,0,0,0,1
Kenny Tete,Fulham,Brentford,2023-03-06,False,DR,82,0,0.0,0,0.09,1,0,1,3.8,0,0,2,1.99,True,4.4,0.02,83.67,0.43,0,0,0,0,1
Kenny Tete,Fulham,Arsenal,2023-03-12,True,DR,90,0,0.04,0,0.0,1,1,0,2.3,0,0,3,2.38,True,4.2,0.02,84.06,0.4,0,0,0,0,0
Kenny Tete,Fulham,Bournemouth,2023-04-01,False,DR,81,0,0.0,0,0.06,0,0,1,2.2,0,0,2,2.06,True,3.2,0.02,83.88,0.38,0,0,0,0,0
Kenny Tete,Fulham,Brentford,2022-08-20,True,DR,76,0,0.0,0,0.0,0,0,0,1.7,0,0,2,0.0,False,2.0,0.02,83.44,0.35,0,0,0,0,1
Kenny Tete,Fulham,West Ham,2023-04-08,True,Sub,22,0,0.0,0,0.0,1,0,0,0.7,0,0,0,0.9,False,0.8,0.02,80.21,0.35,0,0,0,0,2
Kenny Tete,Fulham,Everton,2023-04-15,False,DR,90,0,0.0,0,0.04,2,0,1,4.8,0,0,1,1.31,True,0.6,0.01,80.7,0.33,0,0,0,0,2
Kenny Tete,Fulham,Leicester City,2023-04-22,True,DR,90,0,0.0,0,0.11,2,0,2,4.5,0,0,1,0.89,True,0.8,0.01,81.14,0.32,0,0,0,0,2
Kenny Tete,Fulham,Aston Villa,2023-04-25,False,DR,67,0,0.0,0,0.0,2,0,0,2.4,0,0,1,0.72,True,1.0,0.0,80.5,0.3,0,0,0,0,0
Kenny Tete,Fulham,Manchester City,2023-04-30,True,DR,90,0,0.02,0,0.0,0,1,0,1.8,0,0,2,2.59,True,1.4,0.0,80.91,0.29,0,0,0,0,4
Kenny Tete,Fulham,Leeds United,2023-05-08,True,DR,90,0,0.02,1,0.48,4,1,2,8.1,0,0,3,2.84,True,1.4,0.0,81.29,0.27,0,0,0,0,6
Kenny Tete,Fulham,Southampton,2023-05-13,False,DR,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0,0.25,True,2.0,0.21,81.64,0.3,0,0,0,0,1
Kenny Tete,Fulham,Crystal Palace,2023-05-20,True,DR,90,0,0.0,0,0.0,1,0,0,2.6,0,0,2,1.62,True,2.8,0.21,81.96,0.29,0,0,0,0,8
Kenny Tete,Fulham,Manchester United,2023-05-28,False,DR,90,1,0.3,0,0.0,8,1,0,0.0,1,0,2,2.71,True,2.6,0.21,82.26,0.28,0,0,0,0,2
Kenny Tete,Fulham,Arsenal,2022-08-27,False,DR,78,0,0.0,0,0.0,2,0,0,2.2,0,0,1,0.0,False,3.8,0.27,82.11,0.27,0,0,0,0,2
Kenny Tete,Fulham,Brighton,2022-08-30,True,DR,90,0,0.0,0,0.0,2,0,0,1.7,0,0,1,0.0,False,4.2,0.26,82.38,0.26,0,0,0,0,3
Kenny Tete,Fulham,Tottenham,2022-09-03,False,DR,90,0,0.05,1,0.08,3,1,2,7.7,0,0,2,0.0,False,3.8,0.06,82.63,0.25,0,0,0,0,3
Kenny Tete,Fulham,Nottingham Forest,2022-09-16,False,DR,90,0,0.04,1,0.03,3,1,1,8.0,0,0,2,0.0,False,3.2,0.27,82.87,0.24,0,0,0,0,5
