name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Dan Burn,Newcastle,Nottingham Forest,2022-08-06,True,DC,90,0,0.18,0,0.02,6,4,1,5.6,0,1,0,0.0,False,0.0,0.0,90.0,1.0,0,0,0,0,2,Newcastle,True,Brentford,-2.07
Dan Burn,Newcastle,Brentford,2022-10-08,True,DL,90,0,0.0,0,0.0,2,0,0,2.2,0,0,1,0.0,False,6.0,0.18,90.0,0.5,0,0,0,0,5,Newcastle,False,Manchester United,0.69
Dan Burn,Newcastle,Manchester United,2022-10-16,False,DL,77,0,0.0,0,0.0,5,0,0,0.4,0,1,0,0.0,False,4.0,0.09,85.67,0.67,0,0,0,0,6,Newcastle,True,Everton,-2.28
Dan Burn,Newcastle,Everton,2022-10-19,True,DL,90,0,0.05,0,0.0,6,1,0,1.5,0,1,0,0.0,False,4.33,0.06,86.75,0.75,0,0,0,0,2,Newcastle,False,Tottenham,3.36
Dan Burn,Newcastle,Tottenham,2022-10-23,False,DL,90,0,0.0,0,0.03,2,0,1,3.1,0,0,1,0.0,False,4.75,0.06,87.4,0.6,0,0,0,0,6,Newcastle,True,Aston Villa,-3.48
Dan Burn,Newcastle,Aston Villa,2022-10-29,True,DL,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0,0.0,False,4.2,0.04,87.83,0.67,0,0,0,0,2,Newcastle,False,Southampton,-1.99
Dan Burn,Newcastle,Southampton,2022-11-06,False,DL,90,0,0.0,0,0.0,2,0,0,2.4,0,0,1,0.0,False,4.2,0.01,88.14,0.57,0,0,0,0,6,Newcastle,True,Chelsea,-0.41
Dan Burn,Newcastle,Chelsea,2022-11-12,True,DL,90,0,0.03,0,0.0,6,1,0,3.4,0,1,0,0.3,True,4.2,0.01,88.38,0.62,0,0,0,0,6,Newcastle,False,Leeds United,0.85
Dan Burn,Newcastle,Leeds United,2022-12-26,False,DL,90,0,0.0,0,0.0,6,0,0,2.4,0,1,0,0.52,True,4.4,0.02,88.56,0.67,0,0,0,0,6,Newcastle,True,Leicester City,-1.07
Dan Burn,Newcastle,Leicester City,2022-12-31,True,DL,90,0,0.65,0,0.35,6,1,1,3.3,0,1,0,0.47,True,4.4,0.01,88.7,0.7,0,0,0,0,6,Newcastle,False,Arsenal,1.52
Dan Burn,Newcastle,Arsenal,2023-01-03,False,DL,90,0,0.0,0,0.0,6,0,0,1.9,0,1,0,1.13,True,5.2,0.14,88.82,0.73,0,0,0,0,7,Newcastle,False,Brighton,0.38
Dan Burn,Newcastle,Brighton,2022-08-13,False,DL,90,0,0.06,0,0.0,7,1,0,2.8,1,1,0,0.0,False,5.2,0.14,88.92,0.75,0,0,0,0,9,Newcastle,True,Fulham,-0.43
Dan Burn,Newcastle,Fulham,2023-01-15,True,DL,90,0,0.0,0,0.0,9,0,0,1.5,3,1,0,1.14,True,6.2,0.15,89.0,0.77,0,0,0,0,6,Newcastle,False,Crystal Palace,0.54
Dan Burn,Newcastle,Crystal Palace,2023-01-21,False,DL,90,0,0.04,0,0.0,6,1,0,3.5,0,1,0,0.3,True,6.8,0.14,89.07,0.79,0,0,0,0,2,Newcastle,True,West Ham,0.92
Dan Burn,Newcastle,West Ham,2023-02-04,True,DL,90,0,0.0,0,0.45,2,0,1,4.6,0,0,1,1.01,True,6.8,0.15,89.13,0.73,0,0,0,0,2,Newcastle,False,Bournemouth,1.83
Dan Burn,Newcastle,Bournemouth,2023-02-11,False,DL,90,0,0.0,0,0.06,2,0,2,4.3,0,0,1,1.83,True,6.0,0.02,89.19,0.69,0,0,0,0,1,Newcastle,True,Liverpool,1.54
Dan Burn,Newcastle,Liverpool,2023-02-18,True,DL,90,0,0.13,0,0.16,1,1,2,5.3,0,0,2,2.37,True,5.2,0.02,89.24,0.65,0,0,0,0,0,Newcastle,False,Manchester City,2.91
Dan Burn,Newcastle,Manchester City,2023-03-04,False,DL,86,0,0.0,0,0.0,0,0,0,1.3,0,0,2,1.34,True,4.0,0.03,89.06,0.61,0,0,0,0,2,Newcastle,True,Wolverhampton,-2.13
Dan Burn,Newcastle,Wolverhampton,2023-03-12,True,DL,90,0,0.0,0,0.66,2,0,2,4.5,0,0,1,1.12,True,2.2,0.03,89.11,0.58,0,0,0,0,1,Newcastle,False,Nottingham Forest,0.98
Dan Burn,Newcastle,Nottingham Forest,2023-03-17,False,DL,90,0,0.0,0,0.0,1,0,0,0.6,0,0,1,0.38,True,1.4,0.03,89.15,0.55,0,0,0,0,6,Newcastle,True,Manchester United,-1.44
Dan Burn,Newcastle,Manchester United,2023-04-02,True,DL,90,0,0.1,0,0.07,6,1,1,3.2,0,1,0,0.43,True,1.2,0.03,89.19,0.57,0,0,0,0,2,Newcastle,False,West Ham,0.28
Dan Burn,Newcastle,West Ham,2023-04-05,False,DL,84,0,0.0,0,0.0,2,0,0,2.6,0,0,1,0.81,True,2.0,0.05,88.95,0.55,0,0,0,0,1,Newcastle,True,Manchester City,3.23
Dan Burn,Newcastle,Manchester City,2022-08-21,True,DL,90,0,0.0,0,0.05,1,0,1,2.3,0,0,3,0.0,False,2.2,0.02,89.0,0.52,0,0,0,0,2,Newcastle,False,Brentford,-1.1
Dan Burn,Newcastle,Brentford,2023-04-08,False,DL,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,2.65,True,2.4,0.02,89.04,0.5,0,0,0,0,1,Newcastle,False,Aston Villa,2.1
Dan Burn,Newcastle,Aston Villa,2023-04-15,False,DL,67,0,0.0,0,0.0,1,0,0,1.9,0,0,2,1.59,True,2.4,0.02,88.16,0.48,0,0,0,0,2,Newcastle,True,Tottenham,-3.04
Dan Burn,Newcastle,Tottenham,2023-04-23,True,DL,90,0,0.2,0,0.0,2,2,0,3.9,0,0,1,1.01,True,2.4,0.02,88.23,0.46,0,0,0,0,1,Newcastle,False,Everton,1.08
Dan Burn,Newcastle,Everton,2023-04-27,False,Sub,22,0,0.0,0,0.0,1,0,0,0.0,0,0,1,0.01,False,1.6,0.04,85.78,0.46,0,0,0,0,2,Newcastle,True,Southampton,-0.72
Dan Burn,Newcastle,Southampton,2023-04-30,True,DL,90,0,0.0,0,0.02,2,0,1,3.1,0,0,1,0.83,True,1.4,0.04,85.93,0.44,0,0,0,0,0,Newcastle,True,Arsenal,-0.34
Dan Burn,Newcastle,Arsenal,2023-05-07,True,DL,81,0,0.0,0,0.0,0,0,0,0.7,0,0,2,1.2,True,1.6,0.04,85.76,0.43,0,0,0,0,1,Newcastle,False,Leicester City,0.06
Dan Burn,Newcastle,Leicester City,2023-05-13,False,DL,90,0,0.02,0,0.07,1,1,1,3.3,0,0,2,2.06,True,1.2,0.04,85.9,0.41,0,0,0,0,8,Newcastle,True,Brighton,-2.35
Dan Burn,Newcastle,Brighton,2023-05-18,True,DL,90,1,0.71,0,0.0,8,4,0,10.0,0,0,1,0.49,True,1.2,0.04,86.03,0.4,0,0,0,0,8,Newcastle,True,Leeds United,-1.95
Dan Burn,Newcastle,Leeds United,2023-05-22,True,DL,90,0,0.01,0,0.06,8,1,1,3.4,2,1,0,0.07,True,2.4,0.15,86.16,0.42,0,0,0,0,1,Newcastle,False,Chelsea,0.97
Dan Burn,Newcastle,Chelsea,2023-05-28,False,Sub,15,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.87,False,3.8,0.15,84.0,0.42,0,0,0,0,2,Newcastle,False,Wolverhampton,0.77
Dan Burn,Newcastle,Wolverhampton,2022-08-28,False,DL,64,0,0.0,0,0.0,2,0,0,1.6,0,0,1,0.0,False,3.6,0.15,83.41,0.41,0,0,0,0,1,Newcastle,False,Liverpool,2.07
Dan Burn,Newcastle,Liverpool,2022-08-31,False,DC,90,0,0.0,0,0.0,1,0,0,2.8,0,0,2,0.0,False,4.0,0.15,83.6,0.39,0,0,0,0,1,Newcastle,True,Crystal Palace,-2.12
Dan Burn,Newcastle,Crystal Palace,2022-09-03,True,Sub,11,0,0.02,0,0.0,1,1,0,0.7,0,0,0,0.0,False,4.0,0.14,81.58,0.39,0,0,0,0,1,Newcastle,True,Bournemouth,2.0
Dan Burn,Newcastle,Bournemouth,2022-09-17,True,DC,90,0,0.0,0,0.01,1,0,1,3.5,0,0,1,0.0,False,2.6,0.01,81.81,0.38,0,0,0,0,6,Newcastle,False,Fulham,-1.79
Dan Burn,Newcastle,Fulham,2022-10-01,False,DL,82,0,0.06,0,0.0,6,1,0,3.6,0,1,0,0.0,False,1.2,0.0,81.82,0.4,0,0,0,0,2,Newcastle,True,Aston Villa,-3.48
