name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Benjamin White,Arsenal,Crystal Palace,False,90,5,4.3,0,1,0,0.0,False,1.0,Arsenal,True,Liverpool,1.96
Benjamin White,Arsenal,Liverpool,True,90,1,1.6,0,0,2,0.0,False,6.0,Arsenal,False,Leicester City,-3.95
Benjamin White,Arsenal,Leicester City,False,75,6,2.7,0,1,0,0.0,False,6.0,Arsenal,False,Southampton,2.15
Benjamin White,Arsenal,Southampton,False,71,6,7.1,1,0,1,0.0,False,6.0,Arsenal,True,Nottingham Forest,
Benjamin White,Arsenal,Nottingham Forest,True,90,6,2.6,0,1,0,0.0,False,5.0,Arsenal,False,Chelsea,-3.91
Benjamin White,Arsenal,Chelsea,False,90,5,3.0,0,1,0,0.0,False,8.0,Arsenal,False,Wolverhampton,-1.32
Benjamin White,Arsenal,Wolverhampton,False,90,8,5.6,2,1,0,0.4928,True,2.0,Arsenal,True,West Ham,-2.46
Benjamin White,Arsenal,West Ham,True,90,2,4.6,0,0,1,1.0694,True,1.0,Arsenal,False,Brighton,-0.75
Benjamin White,Arsenal,Brighton,False,59,1,0.9,0,0,0,0.3613,True,7.0,Arsenal,True,Newcastle United,-2.77
Benjamin White,Arsenal,Newcastle United,True,75,7,3.2,1,1,0,1.0801,True,1.0,Arsenal,True,Leeds United,-3.81
Benjamin White,Arsenal,Leeds United,True,74,1,1.3,0,0,2,0.0,False,8.0,Arsenal,False,Tottenham,3.44
Benjamin White,Arsenal,Tottenham,False,90,8,3.3,2,1,0,1.5397,True,0.0,Arsenal,True,Manchester United,-1.99
Benjamin White,Arsenal,Manchester United,True,45,0,0.3,0,0,1,0.1109,True,2.0,Arsenal,False,Everton,1.42
Benjamin White,Arsenal,Everton,False,84,2,1.6,0,0,1,1.66,True,2.0,Arsenal,True,Brentford,-1.07
Benjamin White,Arsenal,Brentford,True,90,2,6.5,0,0,1,2.37,True,1.0,Arsenal,True,Manchester City,0.98
Benjamin White,Arsenal,Manchester City,True,7,1,0.5,0,0,0,0.0,False,1.0,Arsenal,False,Aston Villa,-0.61
Benjamin White,Arsenal,Aston Villa,False,78,1,2.9,0,0,2,0.4,True,7.0,Arsenal,False,Leeds United,-2.61
Benjamin White,Arsenal,Leeds United,False,90,7,2.1,1,1,0,0.02,True,6.0,Arsenal,True,Everton,-3.92
Benjamin White,Arsenal,Everton,True,90,6,3.3,0,1,0,1.36,True,7.0,Arsenal,True,Bournemouth,
Benjamin White,Arsenal,Bournemouth,True,45,7,9.2,0,0,1,0.26,False,6.0,Arsenal,False,Fulham,
Benjamin White,Arsenal,Fulham,False,79,6,2.6,0,1,0,0.72,True,5.0,Arsenal,True,Crystal Palace,-0.14
Benjamin White,Arsenal,Crystal Palace,True,82,5,6.3,0,0,1,0.42,True,8.0,Arsenal,True,Leicester City,
Benjamin White,Arsenal,Leicester City,True,90,8,8.5,0,0,1,0.78,True,7.0,Arsenal,False,Bournemouth,-3.74
Benjamin White,Arsenal,Bournemouth,False,74,7,1.7,1,1,0,0.0,False,0.0,Arsenal,False,Liverpool,4.27
Benjamin White,Arsenal,Liverpool,False,90,0,1.2,0,0,2,3.96,True,6.0,Arsenal,False,West Ham,
Benjamin White,Arsenal,West Ham,False,90,6,5.1,2,0,2,1.75,True,4.0,Arsenal,True,Southampton,-3.78
Benjamin White,Arsenal,Southampton,True,90,4,7.6,0,0,3,1.42,True,0.0,Arsenal,False,Manchester City,4.53
Benjamin White,Arsenal,Manchester City,False,90,0,1.3,0,0,4,2.06,True,2.0,Arsenal,True,Chelsea,2.07
Benjamin White,Arsenal,Chelsea,True,90,2,4.5,0,0,1,0.74,True,6.0,Arsenal,False,Newcastle United,
Benjamin White,Arsenal,Newcastle United,False,90,6,1.7,0,1,0,1.3,True,1.0,Arsenal,True,Brighton,
Benjamin White,Arsenal,Brighton,True,90,1,1.7,0,0,3,1.78,True,2.0,Arsenal,False,Nottingham Forest,
Benjamin White,Arsenal,Nottingham Forest,False,90,2,4.1,0,0,1,0.55,True,6.0,Arsenal,True,Wolverhampton,
Benjamin White,Arsenal,Wolverhampton,True,90,6,0.0,0,1,0,0.47,True,1.0,Arsenal,True,Fulham,-0.83
Benjamin White,Arsenal,Fulham,True,90,1,2.0,0,0,1,0.0,False,8.0,Arsenal,True,Aston Villa,-2.64
Benjamin White,Arsenal,Aston Villa,True,64,8,2.1,2,1,0,0.0,False,1.0,Arsenal,False,Manchester United,2.33
Benjamin White,Arsenal,Manchester United,False,79,1,1.5,0,0,3,0.0,False,6.0,Arsenal,False,Brentford,-0.38
Benjamin White,Arsenal,Brentford,False,85,6,4.6,0,1,0,0.0,False,5.0,Arsenal,True,Tottenham,-2.27
Benjamin White,Arsenal,Tottenham,True,88,5,6.9,0,0,1,0.0,False,,Nott'm Forest,False,Arsenal,4.71
