name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Hugo Bueno López,Wolves,Nottingham Forest,2022-10-15,True,Sub,1,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.0,False,0.0,0.0,1.0,0.0,0,0,0,0,6
Hugo Bueno López,Wolves,Crystal Palace,2022-10-18,False,DL,90,0,0.0,1,0.28,6,0,1,5.7,2,0,2,0.0,False,1.0,0.0,45.5,0.0,0,0,0,0,0
Hugo Bueno López,Wolves,Leeds United,2022-10-23,True,DL,90,0,0.03,0,0.08,0,1,2,6.9,0,0,4,0.0,False,3.5,0.5,60.33,0.0,0,0,0,0,2
Hugo Bueno López,Wolves,Brentford,2022-10-29,False,DL,90,0,0.0,0,0.06,2,0,1,2.9,0,0,1,0.0,False,2.33,0.34,67.75,0.0,0,0,0,0,1
Hugo Bueno López,Wolves,Brighton,2022-11-05,True,DL,90,0,0.0,0,0.08,1,0,2,5.1,0,0,3,0.0,False,2.25,0.26,72.2,0.0,0,0,0,0,0
Hugo Bueno López,Wolves,Arsenal,2022-11-12,True,DL,90,0,0.03,0,0.0,0,1,0,4.4,0,0,2,1.81,True,2.0,0.21,75.17,0.0,0,0,0,0,1
Hugo Bueno López,Wolves,Everton,2022-12-26,False,DL,58,0,0.04,0,0.11,1,1,1,4.8,0,0,1,1.02,True,1.8,0.21,72.71,0.0,0,0,0,0,6
Hugo Bueno López,Wolves,Manchester United,2022-12-31,True,DL,72,0,0.0,0,0.03,6,0,1,2.0,0,1,0,1.63,True,0.8,0.02,72.62,0.17,0,0,0,0,2
Hugo Bueno López,Wolves,Aston Villa,2023-01-04,False,DL,78,0,0.0,0,0.0,2,0,0,2.0,0,0,1,0.85,True,2.0,0.01,73.22,0.14,0,0,0,0,6
Hugo Bueno López,Wolves,West Ham,2023-01-14,True,DL,82,0,0.0,0,0.06,6,0,2,4.0,0,1,0,0.52,True,2.0,0.01,74.1,0.25,0,0,0,0,1
Hugo Bueno López,Wolves,Manchester City,2023-01-22,False,DL,80,0,0.02,0,0.0,1,1,0,2.0,0,0,3,2.63,True,3.0,0.01,74.64,0.22,0,0,0,0,1
Hugo Bueno López,Wolves,Southampton,2023-02-11,False,Sub,45,0,0.0,0,0.0,1,0,0,1.3,0,0,0,0.41,False,3.2,0.01,72.17,0.22,0,0,0,0,2
Hugo Bueno López,Wolves,Bournemouth,2023-02-18,True,DL,61,0,0.0,0,0.08,2,0,1,2.1,0,0,1,0.87,True,3.2,0.0,71.31,0.2,0,0,0,0,2
Hugo Bueno López,Wolves,Fulham,2023-02-24,False,DL,90,0,0.0,0,0.0,2,0,0,1.6,0,0,1,0.47,True,2.4,0.0,72.64,0.18,0,0,0,0,1
Hugo Bueno López,Wolves,Liverpool,2023-03-01,False,DL,23,0,0.0,0,0.0,1,0,0,0.6,0,0,0,0.36,True,2.4,0.0,69.33,0.18,0,0,0,0,1
Hugo Bueno López,Wolves,Nottingham Forest,2023-04-01,False,Sub,25,0,0.0,0,0.0,1,0,0,0.7,0,0,0,0.33,False,1.4,0.0,66.56,0.18,0,0,0,0,1
Hugo Bueno López,Wolves,Brentford,2023-04-15,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.2,False,1.4,0.0,62.71,0.18,0,0,0,0,7
Hugo Bueno López,Wolves,Crystal Palace,2023-04-25,True,DL,78,0,0.0,0,0.15,7,0,2,4.7,1,1,0,0.57,True,1.4,0.0,63.56,0.25,0,0,0,0,-1
Hugo Bueno López,Wolves,Brighton,2023-04-29,False,DL,90,0,0.0,0,0.08,-1,0,1,3.9,0,0,6,3.28,True,2.4,0.0,64.95,0.23,0,0,0,0,1
Hugo Bueno López,Wolves,Manchester United,2023-05-13,False,Sub,28,0,0.0,0,0.0,1,0,0,0.2,0,0,1,1.03,False,1.8,0.0,63.1,0.23,0,0,0,0,0
Hugo Bueno López,Wolves,Arsenal,2023-05-28,False,DL,45,0,0.0,0,0.06,0,0,1,0.0,0,0,3,1.27,True,1.8,0.0,62.24,0.23,0,0,0,0,1
