name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Ibrahima Konaté,Liverpool,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,1,Liverpool,False,Arsenal,2.26
Ibrahima Konaté,Liverpool,Arsenal,2022-10-09,False,Sub,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,0.0,False,0.0,0.0,10.5,0.0,0,0,0,0,0,Liverpool,True,Manchester City,-0.87
Ibrahima Konaté,Liverpool,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.5,0.0,7.0,0.0,0,0,0,0,0,Liverpool,True,West Ham,-0.03
Ibrahima Konaté,Liverpool,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.33,0.0,5.25,0.0,0,0,0,0,0,Liverpool,False,Nottingham Forest,1.75
Ibrahima Konaté,Liverpool,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.25,0.0,4.2,0.0,0,0,0,0,0,Liverpool,True,Leicester City,-2.17
Ibrahima Konaté,Liverpool,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,3.5,0.0,0,0,0,0,2,Liverpool,False,Tottenham,1.56
Ibrahima Konaté,Liverpool,Tottenham,2022-11-06,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,0.0,False,0.2,0.0,15.86,0.0,0,0,0,0,0,Liverpool,True,Southampton,-2.6
Ibrahima Konaté,Liverpool,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,13.88,0.0,0,0,0,0,0,Liverpool,False,Aston Villa,1.03
Ibrahima Konaté,Liverpool,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,12.33,0.0,0,0,0,0,0,Liverpool,True,Leeds United,-1.23
Ibrahima Konaté,Liverpool,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,11.1,0.0,0,0,0,0,-1,Liverpool,False,Brentford,2.56
Ibrahima Konaté,Liverpool,Brentford,2023-01-02,False,DC,90,0.0,0.18,0.0,0.0,-1,2.0,0.0,2.8,0,0,3,1.97,True,0.4,0.0,18.27,0.0,0,0,0,0,0,Liverpool,True,Crystal Palace,1.28
Ibrahima Konaté,Liverpool,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.04,16.75,0.0,0,0,0,0,1,Liverpool,False,Brighton,1.25
Ibrahima Konaté,Liverpool,Brighton,2023-01-14,False,DC,90,0.0,0.01,0.0,0.0,1,1.0,0.0,5.2,0,0,3,2.24,True,-0.2,0.04,22.38,0.0,0,0,0,0,6,Liverpool,True,Chelsea,-1.38
Ibrahima Konaté,Liverpool,Chelsea,2023-01-21,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.3,0,1,0,1.59,True,0.0,0.04,27.21,0.25,0,0,0,0,0,Liverpool,False,Wolverhampton,1.32
Ibrahima Konaté,Liverpool,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.2,0.04,25.4,0.25,0,0,0,0,0,Liverpool,True,Everton,-1.61
Ibrahima Konaté,Liverpool,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.2,0.04,23.81,0.25,0,0,0,0,0,Liverpool,False,Newcastle United,-0.43
Ibrahima Konaté,Liverpool,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.0,22.41,0.25,0,0,0,0,0,Liverpool,False,Crystal Palace,0.35
Ibrahima Konaté,Liverpool,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.0,21.17,0.25,0,0,0,0,6,Liverpool,True,Wolverhampton,-1.46
Ibrahima Konaté,Liverpool,Wolverhampton,2023-03-01,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.4,0,1,0,0.93,True,1.2,0.0,24.79,0.4,0,0,0,0,6,Liverpool,True,Manchester United,-2.66
Ibrahima Konaté,Liverpool,Manchester United,2023-03-05,True,DC,90,0.0,0.47,0.0,0.0,6,1.0,0.0,2.5,0,1,0,0.88,True,1.2,0.0,28.05,0.5,0,0,0,0,1,Liverpool,False,Bournemouth,-0.9
Ibrahima Konaté,Liverpool,Bournemouth,2023-03-11,False,DC,90,0.0,0.05,0.0,0.0,1,1.0,0.0,3.3,0,0,1,0.86,True,2.4,0.09,31.0,0.43,0,0,0,0,0,Liverpool,False,Manchester City,1.11
Ibrahima Konaté,Liverpool,Manchester City,2023-04-01,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.1,0,0,4,2.96,True,2.6,0.1,33.68,0.38,0,0,0,0,6,Liverpool,False,Chelsea,0.3
Ibrahima Konaté,Liverpool,Chelsea,2023-04-04,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.7,0,1,0,2.12,True,2.6,0.1,36.13,0.44,0,0,0,0,0,Liverpool,False,Manchester United,0.18
Ibrahima Konaté,Liverpool,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,3.8,0.1,34.62,0.44,0,0,0,0,1,Liverpool,True,Arsenal,-0.54
Ibrahima Konaté,Liverpool,Arsenal,2023-04-09,True,DC,90,0.0,0.7,0.0,0.0,1,2.0,0.0,6.8,0,0,2,1.41,True,2.6,0.1,36.84,0.4,0,0,0,0,2,Liverpool,False,Leicester City,-2.79
Ibrahima Konaté,Liverpool,Leicester City,2023-04-17,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,1.34,True,1.6,0.15,38.88,0.36,0,0,0,0,1,Liverpool,True,Nottingham Forest,-1.23
Ibrahima Konaté,Liverpool,Nottingham Forest,2023-04-22,True,DC,90,0.0,0.01,0.0,0.27,1,1.0,1.0,4.6,0,0,2,0.82,True,1.8,0.14,40.78,0.33,0,0,0,0,0,Liverpool,False,West Ham,2.89
Ibrahima Konaté,Liverpool,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.0,0.14,39.32,0.33,0,0,0,0,0,Liverpool,True,Tottenham,0.66
Ibrahima Konaté,Liverpool,Tottenham,2023-04-30,True,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0,0,3,1.99,True,0.8,0.14,41.07,0.31,0,0,0,0,6,Liverpool,True,Fulham,0.57
Ibrahima Konaté,Liverpool,Fulham,2023-05-03,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.9,0,1,0,0.69,True,0.8,0.14,42.7,0.36,0,0,0,0,5,Liverpool,True,Brentford,-2.96
Ibrahima Konaté,Liverpool,Brentford,2023-05-06,True,DC,90,0.0,0.03,0.0,0.0,5,1.0,0.0,2.6,0,1,0,0.19,True,1.8,0.0,44.23,0.4,0,0,0,0,5,Liverpool,False,Leeds United,0.15
Ibrahima Konaté,Liverpool,Leeds United,2023-05-15,False,DC,90,0.0,0.03,0.0,0.0,5,1.0,0.0,1.4,0,1,0,0.54,True,2.4,0.01,45.66,0.44,0,0,0,0,1,Liverpool,True,Aston Villa,-0.35
Ibrahima Konaté,Liverpool,Aston Villa,2023-05-20,True,DC,90,0.0,0.08,0.0,0.0,1,1.0,0.0,1.9,0,0,1,1.39,True,3.2,0.01,47.0,0.41,0,0,0,0,0,Liverpool,False,Southampton,2.18
Ibrahima Konaté,Liverpool,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,3.4,0.03,45.62,0.41,0,0,0,0,0,Liverpool,True,Bournemouth,-4.12
