name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Kurt Zouma,West Ham,Manchester City,2022-08-07,True,DC,90,0,0.0,0,0.0,1,0,0,1.5,0,0,2,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,2
Kurt Zouma,West Ham,Fulham,2022-10-09,True,DC,90,0,0.0,0,0.0,2,0,0,1.3,0,0,1,0.0,False,1.0,0.0,90.0,0.0,0,0,0,0,2
Kurt Zouma,West Ham,Liverpool,2022-10-19,False,DC,90,0,0.0,0,0.0,2,0,0,1.5,0,0,1,0.0,False,1.5,0.0,90.0,0.0,0,0,0,0,15
Kurt Zouma,West Ham,Bournemouth,2022-10-24,True,DC,90,1,0.57,0,0.0,15,2,0,8.2,3,1,0,0.0,False,1.67,0.0,90.0,0.25,0,0,0,0,2
Kurt Zouma,West Ham,Manchester United,2022-10-30,False,DC,90,0,0.11,0,0.0,2,2,0,3.6,0,0,1,0.0,False,5.0,0.14,90.0,0.2,0,0,0,0,1
Kurt Zouma,West Ham,Crystal Palace,2022-11-06,True,DC,90,0,0.0,0,0.0,1,0,0,1.0,0,0,2,0.0,False,4.4,0.14,90.0,0.17,0,0,0,0,1
Kurt Zouma,West Ham,Leeds United,2022-11-12,True,DC,14,0,0.0,0,0.0,1,0,0,0.2,0,0,1,0.34,True,4.4,0.14,79.14,0.17,0,0,0,0,2
Kurt Zouma,West Ham,Nottingham Forest,2022-08-14,False,DC,90,0,0.06,0,0.0,2,1,0,2.8,0,0,1,0.0,False,4.2,0.14,80.5,0.14,0,0,0,0,11
Kurt Zouma,West Ham,Everton,2023-01-21,True,DC,90,0,0.08,0,0.0,11,1,0,2.7,2,1,0,0.67,True,4.2,0.15,81.56,0.25,0,0,0,0,0
Kurt Zouma,West Ham,Brighton,2023-03-04,False,Sub,21,0,0.0,0,0.0,0,0,0,0.5,0,0,2,1.2,False,3.4,0.05,75.5,0.25,0,0,0,0,2
Kurt Zouma,West Ham,Aston Villa,2023-03-12,True,DC,90,0,0.23,0,0.06,2,1,1,3.9,0,0,1,1.58,True,3.0,0.03,76.82,0.22,0,0,0,0,6
Kurt Zouma,West Ham,Southampton,2023-04-02,True,DC,90,0,0.12,0,0.0,6,1,0,1.0,0,1,0,0.39,True,3.2,0.08,77.92,0.3,0,0,0,0,6
Kurt Zouma,West Ham,Newcastle United,2023-04-05,True,DC,90,1,0.52,0,0.0,6,1,0,8.1,0,0,5,3.12,True,4.2,0.1,78.85,0.27,0,0,0,0,1
Kurt Zouma,West Ham,Brighton,2022-08-21,True,DC,90,0,0.13,0,0.0,1,2,0,3.9,0,0,2,0.0,False,5.0,0.19,79.64,0.25,0,0,0,0,6
Kurt Zouma,West Ham,Fulham,2023-04-08,False,DC,90,0,0.05,0,0.0,6,2,0,5.0,0,1,0,0.68,True,3.0,0.2,80.33,0.31,0,0,0,0,1
Kurt Zouma,West Ham,Arsenal,2023-04-16,True,DC,90,0,0.11,0,0.0,1,3,0,2.6,0,0,2,2.82,True,4.2,0.21,80.94,0.29,0,0,0,0,6
Kurt Zouma,West Ham,Bournemouth,2023-04-23,False,DC,90,0,0.0,0,0.0,6,0,0,3.1,0,1,0,1.14,True,4.0,0.19,81.47,0.33,0,0,0,0,1
Kurt Zouma,West Ham,Liverpool,2023-04-26,True,DC,90,0,0.0,0,0.0,1,0,0,2.2,0,0,2,2.0,True,4.0,0.16,81.94,0.31,0,0,0,0,1
Kurt Zouma,West Ham,Crystal Palace,2023-04-29,False,DC,18,0,0.0,0,0.0,1,0,0,0.0,0,0,1,0.12,True,3.0,0.06,78.58,0.31,0,0,0,0,1
Kurt Zouma,West Ham,Leicester City,2023-05-21,True,DC,45,0,0.0,0,0.0,1,0,0,0.3,0,0,1,0.35,True,3.0,0.03,76.9,0.31,0,0,0,0,9
Kurt Zouma,West Ham,Aston Villa,2022-08-28,False,DC,90,0,0.0,0,0.0,9,0,0,3.0,3,1,0,0.0,False,2.0,0.02,77.52,0.35,0,0,0,0,2
Kurt Zouma,West Ham,Tottenham,2022-08-31,True,DC,90,0,0.05,0,0.0,2,1,0,1.5,0,0,1,0.0,False,3.6,0.0,78.09,0.33,0,0,0,0,1
Kurt Zouma,West Ham,Chelsea,2022-09-03,False,DC,90,0,0.0,0,0.0,1,0,0,2.2,0,0,2,0.0,False,2.8,0.01,78.61,0.32,0,0,0,0,2
Kurt Zouma,West Ham,Everton,2022-09-18,False,DC,90,0,0.1,0,0.0,2,2,0,5.4,0,0,1,0.0,False,2.8,0.01,79.08,0.3,0,0,0,0,6
Kurt Zouma,West Ham,Wolverhampton,2022-10-01,True,DC,90,0,0.0,0,0.0,6,0,0,1.9,0,1,0,0.0,False,3.0,0.03,79.52,0.33,0,0,0,0,2
