name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Gabriel dos Santos Magalhães,Arsenal,Crystal Palace,False,90,7,2.7,1,1,0,0.0,False,1.0,Arsenal,True,Liverpool,1.96,-0.53
Gabriel dos Santos Magalhães,Arsenal,Liverpool,True,90,1,2.3,0,0,2,0.0,False,8.0,Arsenal,False,Leicester City,-3.95,-0.05
Gabriel dos Santos Magalhães,Arsenal,Leicester City,False,90,8,6.0,3,1,0,0.0,False,2.0,Arsenal,False,Southampton,2.15,-1.07
Gabriel dos Santos Magalhães,Arsenal,Southampton,False,90,2,3.8,0,0,1,0.0,False,6.0,Arsenal,True,Nottingham Forest,,
Gabriel dos Santos Magalhães,Arsenal,Nottingham Forest,True,90,6,1.6,0,1,0,0.0,False,15.0,Arsenal,False,Chelsea,-3.91,-0.72
Gabriel dos Santos Magalhães,Arsenal,Chelsea,False,90,15,8.8,3,1,0,0.0,False,5.0,Arsenal,False,Wolverhampton,-1.32,-0.46
Gabriel dos Santos Magalhães,Arsenal,Wolverhampton,False,90,5,1.9,0,1,0,0.4928,True,2.0,Arsenal,True,West Ham,-2.46,0.63
Gabriel dos Santos Magalhães,Arsenal,West Ham,True,90,2,2.4,0,0,1,1.0694,True,0.0,Arsenal,False,Brighton,-0.75,-0.39
Gabriel dos Santos Magalhães,Arsenal,Brighton,False,90,0,3.2,0,0,2,1.1451,True,6.0,Arsenal,True,Newcastle United,-2.77,0.73
Gabriel dos Santos Magalhães,Arsenal,Newcastle United,True,90,6,2.3,0,1,0,1.0801,True,1.0,Arsenal,True,Leeds United,-3.81,-0.79
Gabriel dos Santos Magalhães,Arsenal,Leeds United,True,90,1,2.1,0,0,2,0.0,False,5.0,Arsenal,False,Tottenham,3.44,-0.03
Gabriel dos Santos Magalhães,Arsenal,Tottenham,False,90,5,1.9,0,1,0,1.5397,True,1.0,Arsenal,True,Manchester United,-1.99,0.38
Gabriel dos Santos Magalhães,Arsenal,Manchester United,True,90,1,3.9,0,0,2,0.3316,True,2.0,Arsenal,False,Everton,1.42,-0.63
Gabriel dos Santos Magalhães,Arsenal,Everton,False,90,2,2.5,0,0,1,1.66,True,2.0,Arsenal,True,Brentford,-1.07,0.69
Gabriel dos Santos Magalhães,Arsenal,Brentford,True,90,2,3.3,0,0,1,2.37,True,1.0,Arsenal,True,Manchester City,0.98,-1.17
Gabriel dos Santos Magalhães,Arsenal,Manchester City,True,90,1,2.9,0,0,3,1.71,True,1.0,Arsenal,False,Aston Villa,-0.61,0.59
Gabriel dos Santos Magalhães,Arsenal,Aston Villa,False,90,1,2.0,0,0,2,0.51,True,9.0,Arsenal,False,Leeds United,-2.61,-0.8
Gabriel dos Santos Magalhães,Arsenal,Leeds United,False,90,9,2.3,3,1,0,0.02,True,6.0,Arsenal,True,Everton,-3.92,0.34
Gabriel dos Santos Magalhães,Arsenal,Everton,True,90,6,2.0,0,1,0,1.36,True,1.0,Arsenal,True,Bournemouth,,1.46
Gabriel dos Santos Magalhães,Arsenal,Bournemouth,True,90,1,5.4,0,0,2,1.32,True,14.0,Arsenal,False,Fulham,,1.37
Gabriel dos Santos Magalhães,Arsenal,Fulham,False,90,14,8.2,2,1,0,0.84,True,2.0,Arsenal,True,Crystal Palace,-0.14,0.81
Gabriel dos Santos Magalhães,Arsenal,Crystal Palace,True,85,2,3.0,0,0,1,0.42,True,2.0,Arsenal,True,Leicester City,,0.83
Gabriel dos Santos Magalhães,Arsenal,Leicester City,True,90,2,3.7,0,0,1,0.78,True,7.0,Arsenal,False,Bournemouth,-3.74,0.19
Gabriel dos Santos Magalhães,Arsenal,Bournemouth,False,90,7,2.5,1,1,0,0.0,False,1.0,Arsenal,False,Liverpool,4.27,-1.33
Gabriel dos Santos Magalhães,Arsenal,Liverpool,False,90,1,5.6,0,0,2,3.96,True,1.0,Arsenal,False,West Ham,,0.14
Gabriel dos Santos Magalhães,Arsenal,West Ham,False,90,1,3.4,0,0,2,1.75,True,1.0,Arsenal,True,Southampton,-3.78,-0.38
Gabriel dos Santos Magalhães,Arsenal,Southampton,True,90,1,3.0,0,0,3,1.42,True,0.0,Arsenal,False,Manchester City,4.53,-1.26
