name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Lewis Brunt,Leicester,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,Bournemouth,
Lewis Brunt,Leicester,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,True,Crystal Palace,-0.43
Lewis Brunt,Leicester,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,True,Leicester City,2.25
Lewis Brunt,Leicester,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,Wolverhampton,3.01
Lewis Brunt,Leicester,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,True,Manchester City,2.25
Lewis Brunt,Leicester,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,Everton,1.31
Lewis Brunt,Leicester,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,West Ham,-0.48
Lewis Brunt,Leicester,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,True,Newcastle United,2.07
Lewis Brunt,Leicester,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,Liverpool,-0.04
Lewis Brunt,Leicester,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,True,Fulham,
Lewis Brunt,Leicester,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Leicester,False,Arsenal,-1.31
Lewis Brunt,Leicester,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,1.0,Leicester,False,Nottingham Forest,
Lewis Brunt,Leicester,Nottingham Forest,2023-01-14,False,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1,0.78,False,0.0,0.0,1.69,0.0,0,0,0,0,0.0,Leicester,True,Brighton,-0.74
Lewis Brunt,Leicester,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.57,0.0,0,0,0,0,0.0,Leicester,False,Aston Villa,-0.96
Lewis Brunt,Leicester,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.47,0.0,0,0,0,0,0.0,Leicester,True,Tottenham,3.95
Lewis Brunt,Leicester,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.38,0.0,0,0,0,0,0.0,Leicester,False,Manchester United,0.11
Lewis Brunt,Leicester,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.29,0.0,0,0,0,0,0.0,Leicester,True,Arsenal,-1.32
Lewis Brunt,Leicester,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.22,0.0,0,0,0,0,0.0,Leicester,False,Southampton,-3.27
Lewis Brunt,Leicester,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,1.16,0.0,0,0,0,0,0.0,Leicester,True,Chelsea,-2.98
