name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Emerson Leite de Souza Junior,Spurs,Southampton,True,86,9,7.8,1,0,1,0.0,False,0.0,Spurs,False,Brighton,-2.68,-0.39
Emerson Leite de Souza Junior,Spurs,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,True,Everton,-5.21,0.34
Emerson Leite de Souza Junior,Spurs,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,False,Manchester United,4.8,
Emerson Leite de Souza Junior,Spurs,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,True,Newcastle United,-3.79,
Emerson Leite de Souza Junior,Spurs,Newcastle United,True,90,0,4.6,0,0,2,0.0,False,1.0,Spurs,False,Bournemouth,,0.19
Emerson Leite de Souza Junior,Spurs,Bournemouth,False,62,1,3.3,0,0,2,0.0,False,1.0,Spurs,True,Liverpool,0.32,-0.53
Emerson Leite de Souza Junior,Spurs,Liverpool,True,67,1,1.7,0,0,2,0.0,False,0.0,Spurs,True,Leicester City,-0.2,
Emerson Leite de Souza Junior,Spurs,Leicester City,True,56,0,3.7,0,0,2,0.8153,True,0.0,Spurs,False,Brentford,1.4,-0.55
Emerson Leite de Souza Junior,Spurs,Brentford,False,0,0,0.0,0,0,0,0.0,False,1.0,Spurs,True,Aston Villa,-0.44,
Emerson Leite de Souza Junior,Spurs,Aston Villa,True,10,1,0.0,0,0,0,0.2323,False,1.0,Spurs,False,Crystal Palace,7.24,
Emerson Leite de Souza Junior,Spurs,Crystal Palace,False,12,1,0.7,0,0,0,0.1728,False,1.0,Spurs,False,Chelsea,3.74,-0.72
Emerson Leite de Souza Junior,Spurs,Chelsea,False,81,1,1.9,0,0,2,0.0,False,0.0,Spurs,True,Arsenal,-2.81,0.36
Emerson Leite de Souza Junior,Spurs,Arsenal,True,0,0,0.0,0,0,0,0.0,False,7.0,Spurs,False,Manchester City,-2.29,
Emerson Leite de Souza Junior,Spurs,Manchester City,False,77,7,8.4,0,0,3,1.9415,True,9.0,Spurs,False,Fulham,,1.37
Emerson Leite de Souza Junior,Spurs,Fulham,False,90,9,4.3,3,1,0,1.1789,True,6.0,Spurs,True,Manchester City,-0.19,
Emerson Leite de Souza Junior,Spurs,Manchester City,True,90,6,3.8,0,1,0,0.97,True,1.0,Spurs,False,Leeds United,1.08,
Emerson Leite de Souza Junior,Spurs,Leeds United,False,15,1,0.2,0,0,1,0.13,False,15.0,Spurs,True,West Ham,-1.58,
Emerson Leite de Souza Junior,Spurs,West Ham,True,90,15,10.7,3,1,0,0.48,True,7.0,Spurs,True,Chelsea,5.76,-0.25
Emerson Leite de Souza Junior,Spurs,Chelsea,True,90,7,6.2,2,1,0,0.41,True,1.0,Spurs,False,Wolverhampton,-1.1,-0.46
Emerson Leite de Souza Junior,Spurs,Wolverhampton,False,9,1,0.4,0,0,1,0.18,False,0.0,Spurs,True,Nottingham Forest,,
Emerson Leite de Souza Junior,Spurs,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,1.0,Spurs,False,Southampton,-0.01,-1.07
Emerson Leite de Souza Junior,Spurs,Southampton,False,4,1,0.3,0,0,1,0.86,False,0.0,Spurs,False,Everton,-0.37,-0.63
Emerson Leite de Souza Junior,Spurs,Everton,False,0,0,0.0,0,0,0,0.0,False,6.0,Spurs,True,Wolverhampton,-0.85,-0.48
Emerson Leite de Souza Junior,Spurs,Wolverhampton,True,90,6,4.3,0,1,0,0.0,False,0.0,Spurs,True,Brighton,,-0.71
Emerson Leite de Souza Junior,Spurs,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,True,Bournemouth,,1.46
Emerson Leite de Souza Junior,Spurs,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,False,Newcastle United,0.79,
Emerson Leite de Souza Junior,Spurs,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,True,Manchester United,5.3,
Emerson Leite de Souza Junior,Spurs,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Spurs,False,Liverpool,,-1.33
Emerson Leite de Souza Junior,Spurs,Liverpool,False,0,0,0.0,0,0,0,0.0,False,6.0,Spurs,True,Crystal Palace,-3.09,
Emerson Leite de Souza Junior,Spurs,Crystal Palace,True,90,6,1.9,0,1,0,0.37,True,1.0,Spurs,False,Aston Villa,,
Emerson Leite de Souza Junior,Spurs,Aston Villa,False,90,1,2.7,0,0,2,1.18,True,1.0,Spurs,True,Brentford,-3.15,0.69
Emerson Leite de Souza Junior,Spurs,Brentford,True,74,1,1.9,0,0,2,0.61,True,2.0,Spurs,False,Leicester City,,
Emerson Leite de Souza Junior,Spurs,Leicester City,False,90,2,0.0,0,0,1,1.5,True,6.0,Spurs,False,Nottingham Forest,-5.2,
Emerson Leite de Souza Junior,Spurs,Nottingham Forest,False,90,6,1.7,0,1,0,0.0,False,2.0,Spurs,False,West Ham,2.68,
Emerson Leite de Souza Junior,Spurs,West Ham,False,90,2,3.0,0,0,1,0.0,False,2.0,Spurs,True,Fulham,-1.52,-0.3
Emerson Leite de Souza Junior,Spurs,Fulham,True,90,2,4.1,0,0,1,0.0,False,1.0,Spurs,True,Leeds United,-5.34,
Emerson Leite de Souza Junior,Spurs,Leeds United,True,35,1,0.4,0,0,0,0.0,False,-2.0,Spurs,False,Arsenal,2.45,-0.0
Emerson Leite de Souza Junior,Spurs,Arsenal,False,61,-2,0.7,0,0,3,0.0,False,,Man City,False,Burnley,,0.0
