name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Conor Coady,Wolves,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,1.0,Everton,True,Manchester United,-3.63
Conor Coady,Everton,Manchester United,2022-10-09,True,DC,90,0.0,0.0,0.0,0.01,1,0.0,1.0,2.6,0,0,2,0.0,False,0.0,0.0,45.0,0.0,0,0,0,0,1.0,Everton,False,Tottenham,5.72
Conor Coady,Everton,Tottenham,2022-10-15,False,DC,90,0.0,0.0,0.0,0.11,1,0.0,1.0,3.8,0,0,2,0.0,False,0.5,0.0,60.0,0.0,0,0,0,0,2.0,Everton,False,Newcastle United,2.79
Conor Coady,Everton,Newcastle United,2022-10-19,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1,0.0,False,0.67,0.0,67.5,0.0,0,0,0,0,6.0,Everton,True,Crystal Palace,-2.12
Conor Coady,Everton,Crystal Palace,2022-10-22,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.9,0,1,0,0.0,False,1.0,0.0,72.0,0.25,0,0,0,0,7.0,Everton,False,Fulham,
Conor Coady,Everton,Fulham,2022-10-29,False,DC,90,0.0,0.05,0.0,0.0,7,2.0,0.0,5.1,1,1,0,0.0,False,2.0,0.0,75.0,0.4,0,0,0,0,1.0,Everton,True,Leeds United,-2.66
Conor Coady,Everton,Leeds United,2022-11-05,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,0,2,0.0,False,3.4,0.01,77.14,0.33,0,0,0,0,1.0,Everton,False,Bournemouth,
Conor Coady,Everton,Bournemouth,2022-11-12,False,DC,90,0.0,0.0,0.0,0.04,1,0.0,1.0,2.5,0,0,3,2.51,True,3.4,0.01,78.75,0.29,0,0,0,0,0.0,Everton,True,Wolverhampton,1.74
Conor Coady,Everton,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,3.4,0.01,70.0,0.29,0,0,0,0,2.0,Everton,False,Manchester City,1.57
Conor Coady,Everton,Manchester City,2022-12-31,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,0,1,2.04,True,3.0,0.01,72.0,0.25,0,0,0,0,0.0,Everton,True,Brighton,-1.26
Conor Coady,Everton,Brighton,2023-01-03,True,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.8,0,0,4,2.2,True,2.2,0.01,73.64,0.22,0,0,0,0,2.0,Everton,False,Aston Villa,2.84
Conor Coady,Everton,Aston Villa,2022-08-13,False,DC,80,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.0,False,0.8,0.0,74.17,0.2,0,0,0,0,1.0,Everton,True,Southampton,-6.12
Conor Coady,Everton,Southampton,2023-01-14,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,2,1.24,True,1.0,0.0,75.38,0.18,0,0,0,0,1.0,Everton,False,West Ham,2.96
Conor Coady,Everton,West Ham,2023-01-21,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.1,0,0,2,2.33,True,1.0,0.0,76.43,0.17,0,0,0,0,6.0,Everton,True,Arsenal,-2.74
Conor Coady,Everton,Arsenal,2023-02-04,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,0.86,True,1.2,0.0,77.33,0.23,0,0,0,0,0.0,Everton,False,Liverpool,0.23
Conor Coady,Everton,Liverpool,2023-02-13,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8,0,0,2,2.19,True,2.0,0.0,78.12,0.21,0,0,0,0,6.0,Everton,True,Leicester City,-6.39
Conor Coady,Everton,Leicester City,2023-02-18,True,DC,90,0.0,0.45,0.0,0.0,6,1.0,0.0,1.7,0,1,0,0.6,True,2.0,0.0,78.82,0.27,0,0,0,0,1.0,Everton,True,Aston Villa,0.09
Conor Coady,Everton,Aston Villa,2023-02-25,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,2,1.94,True,2.8,0.09,79.44,0.25,0,0,0,0,0.0,Everton,False,Arsenal,3.18
Conor Coady,Everton,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.8,0.09,75.26,0.25,0,0,0,0,0.0,Everton,False,Nottingham Forest,
Conor Coady,Everton,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.6,0.09,71.5,0.25,0,0,0,0,0.0,Everton,True,Brentford,-2.68
Conor Coady,Everton,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.09,68.1,0.25,0,0,0,0,0.0,Everton,False,Chelsea,-1.5
Conor Coady,Everton,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.09,65.0,0.25,0,0,0,0,0.0,Everton,True,Tottenham,1.66
Conor Coady,Everton,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,62.17,0.25,0,0,0,0,2.0,Everton,True,Nottingham Forest,1.11
Conor Coady,Everton,Nottingham Forest,2022-08-20,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.1,0,0,1,0.0,False,0.0,0.0,63.33,0.24,0,0,0,0,0.0,Everton,False,Manchester United,-2.79
Conor Coady,Everton,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,60.8,0.24,0,0,0,0,0.0,Everton,True,Fulham,
Conor Coady,Everton,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,58.46,0.24,0,0,0,0,0.0,Everton,False,Crystal Palace,1.58
