name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Tosin Adarabioyo,Fulham,Liverpool,2022-08-06,True,DC,90,0,0.0,0,0.0,1,0,0,1.9,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,West Ham,2022-10-09,False,DC,90,0,0.0,0,0.0,1,0,0,2.8,0,0,3,0.0,False
Tosin Adarabioyo,Fulham,Leicester City,2022-10-23,False,DC,90,0,0.0644828006625175,0,0.0,1,1,0,2.1,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,Southampton,2022-12-31,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.0,False
Tosin Adarabioyo,Fulham,Leeds United,2023-01-03,False,DC,90,0,0.0138686997815966,0,0.0,6,1,0,3.0,1,1,0,1.6855,True
Tosin Adarabioyo,Fulham,Chelsea,2023-01-12,True,DC,90,0,0.0,0,0.0,1,0,0,2.4,0,0,1,2.1298,True
Tosin Adarabioyo,Fulham,Wolverhampton,2022-08-13,False,DC,90,0,0.0,0,0.0,6,0,0,1.0,0,1,0,0.0,False
Tosin Adarabioyo,Fulham,Newcastle United,2023-01-15,False,Sub,13,0,0.0,0,0.0,1,0,0,0.0,0,0,1,0.9473,False
Tosin Adarabioyo,Fulham,Arsenal,2023-03-12,True,DC,90,0,0.0242404993623495,0,0.0,1,1,0,3.9,0,0,3,2.38,True
Tosin Adarabioyo,Fulham,Brentford,2022-08-20,True,DC,90,0,0.0,0,0.0,1,0,0,1.7,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,West Ham,2023-04-08,True,DC,90,0,0.049050398170948,0,0.098286397755146,2,2,2,9.0,0,0,1,1.09,True
Tosin Adarabioyo,Fulham,Everton,2023-04-15,False,DC,90,0,0.0129000004380941,0,0.0179817993193864,1,1,1,4.6,0,0,1,1.31,True
Tosin Adarabioyo,Fulham,Leicester City,2023-04-22,True,DC,90,0,0.0149889476597309,0,0.0,2,1,0,3.3,0,0,1,0.89,True
Tosin Adarabioyo,Fulham,Aston Villa,2023-04-25,False,DC,90,0,0.0,0,0.0,2,0,0,3.9,0,0,1,0.97,True
Tosin Adarabioyo,Fulham,Manchester City,2023-04-30,True,DC,90,0,0.0,0,0.0,1,0,0,2.1,0,0,2,2.59,True
Tosin Adarabioyo,Fulham,Liverpool,2023-05-03,False,DC,90,0,0.0,0,0.0583497621119022,2,0,1,3.6,0,0,1,1.73,True
Tosin Adarabioyo,Fulham,Leeds United,2023-05-08,True,DC,90,0,0.1759121865034103,0,0.0223742593079805,1,3,1,3.7,0,0,3,2.84,True
Tosin Adarabioyo,Fulham,Southampton,2023-05-13,False,DC,90,0,0.0125109627842903,0,0.0,6,1,0,1.4,0,1,0,0.25,True
Tosin Adarabioyo,Fulham,Crystal Palace,2023-05-20,True,DC,90,0,0.1085400432348251,0,0.0,0,3,0,3.7,0,0,2,1.62,True
Tosin Adarabioyo,Fulham,Manchester United,2023-05-28,False,DC,90,0,0.0,0,0.0,1,0,0,0.0,0,0,2,2.71,True
Tosin Adarabioyo,Fulham,Arsenal,2022-08-27,False,DC,90,0,0.0,0,0.0,1,0,0,2.3,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,Brighton,2022-08-30,True,DC,90,0,0.0,0,0.0297848992049694,2,0,1,2.4,0,0,1,0.0,False
Tosin Adarabioyo,Fulham,Tottenham,2022-09-03,False,DC,90,0,0.0,0,0.0,1,0,0,3.2,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,Nottingham Forest,2022-09-16,False,DC,90,1,0.0656668990850448,0,0.0,7,2,0,8.6,0,0,2,0.0,False
Tosin Adarabioyo,Fulham,Newcastle United,2022-10-01,True,DC,90,0,0.0361193008720874,0,0.0,0,1,0,0.8,0,0,4,0.0,False
