name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Kaelan Casey,West Ham,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Nottingham Forest,
Kaelan Casey,West Ham,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Brighton,4.06
Kaelan Casey,West Ham,Brighton,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Aston Villa,-0.6
Kaelan Casey,West Ham,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Southampton,3.84
Kaelan Casey,West Ham,Southampton,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Newcastle United,0.1
Kaelan Casey,West Ham,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Fulham,
Kaelan Casey,West Ham,Fulham,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Arsenal,2.81
Kaelan Casey,West Ham,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Bournemouth,
Kaelan Casey,West Ham,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Liverpool,-1.96
Kaelan Casey,West Ham,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Crystal Palace,0.15
Kaelan Casey,West Ham,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Manchester City,3.95
Kaelan Casey,West Ham,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Manchester United,2.79
Kaelan Casey,West Ham,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Brentford,5.24
Kaelan Casey,West Ham,Brentford,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Leicester City,3.55
Kaelan Casey,West Ham,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0,West Ham,False,Leeds United,2.21
Kaelan Casey,West Ham,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0,West Ham,True,Brighton,-0.14
