name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Jarrad Branthwaite,Everton,Chelsea,True,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Manchester United,-3.63
Jarrad Branthwaite,Everton,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Tottenham,5.72
Jarrad Branthwaite,Everton,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Newcastle United,2.79
Jarrad Branthwaite,Everton,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Crystal Palace,-2.12
Jarrad Branthwaite,Everton,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Fulham,
Jarrad Branthwaite,Everton,Fulham,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Leeds United,-2.66
Jarrad Branthwaite,Everton,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Bournemouth,
Jarrad Branthwaite,Everton,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Wolverhampton,1.74
Jarrad Branthwaite,Everton,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Manchester City,1.57
Jarrad Branthwaite,Everton,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Brighton,-1.26
Jarrad Branthwaite,Everton,Brighton,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Aston Villa,2.84
Jarrad Branthwaite,Everton,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Southampton,-6.12
Jarrad Branthwaite,Everton,Southampton,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,West Ham,2.96
Jarrad Branthwaite,Everton,West Ham,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Arsenal,-2.74
Jarrad Branthwaite,Everton,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Liverpool,0.23
Jarrad Branthwaite,Everton,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Leicester City,-6.39
Jarrad Branthwaite,Everton,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Aston Villa,0.09
Jarrad Branthwaite,Everton,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Arsenal,3.18
Jarrad Branthwaite,Everton,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Nottingham Forest,
Jarrad Branthwaite,Everton,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Brentford,-2.68
Jarrad Branthwaite,Everton,Brentford,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Chelsea,-1.5
Jarrad Branthwaite,Everton,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Tottenham,1.66
Jarrad Branthwaite,Everton,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Nottingham Forest,1.11
Jarrad Branthwaite,Everton,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Manchester United,-2.79
Jarrad Branthwaite,Everton,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Fulham,
Jarrad Branthwaite,Everton,Fulham,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Crystal Palace,1.58
Jarrad Branthwaite,Everton,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Newcastle United,
Jarrad Branthwaite,Everton,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Leeds United,
Jarrad Branthwaite,Everton,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Brighton,-5.19
Jarrad Branthwaite,Everton,Brighton,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Manchester City,
Jarrad Branthwaite,Everton,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Wolverhampton,0.33
Jarrad Branthwaite,Everton,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Bournemouth,
Jarrad Branthwaite,Everton,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Brentford,1.71
Jarrad Branthwaite,Everton,Brentford,False,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Leicester City,-1.63
Jarrad Branthwaite,Everton,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Liverpool,0.76
Jarrad Branthwaite,Everton,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0,Everton,True,West Ham,0.7
Jarrad Branthwaite,Everton,West Ham,True,0,0,0.0,0,0,0,0.0,False,0,Everton,False,Southampton,-1.98
Jarrad Branthwaite,Everton,Southampton,False,0,0,0.0,0,0,0,0.0,False,0,Everton,True,Fulham,
