name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kaine Kesler Hayden,Aston Villa,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Nottingham Forest,,
Kaine Kesler Hayden,Aston Villa,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Chelsea,2.75,-0.25
Kaine Kesler Hayden,Aston Villa,Chelsea,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Fulham,,1.37
Kaine Kesler Hayden,Aston Villa,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Brentford,-0.37,0.69
Kaine Kesler Hayden,Aston Villa,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Newcastle United,1.88,-0.34
Kaine Kesler Hayden,Aston Villa,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Manchester United,0.0,0.38
Kaine Kesler Hayden,Aston Villa,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Brighton,-4.31,-0.39
Kaine Kesler Hayden,Aston Villa,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Liverpool,-0.88,-0.53
Kaine Kesler Hayden,Aston Villa,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Tottenham,2.01,-0.03
Kaine Kesler Hayden,Aston Villa,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Wolverhampton,1.52,-0.48
Kaine Kesler Hayden,Aston Villa,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Everton,-3.07,0.34
Kaine Kesler Hayden,Aston Villa,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Leicester City,-0.17,0.83
Kaine Kesler Hayden,Aston Villa,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Southampton,1.75,-1.07
Kaine Kesler Hayden,Aston Villa,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Leeds United,-3.62,-0.79
Kaine Kesler Hayden,Aston Villa,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Manchester City,0.58,-1.26
Kaine Kesler Hayden,Aston Villa,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Arsenal,0.71,0.36
Kaine Kesler Hayden,Aston Villa,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Everton,-0.42,-0.63
Kaine Kesler Hayden,Aston Villa,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Crystal Palace,-0.13,0.81
Kaine Kesler Hayden,Aston Villa,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,West Ham,1.86,0.14
Kaine Kesler Hayden,Aston Villa,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Bournemouth,,1.46
Kaine Kesler Hayden,Aston Villa,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Chelsea,4.06,-0.72
Kaine Kesler Hayden,Aston Villa,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Leeds United,,-0.8
Kaine Kesler Hayden,Aston Villa,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Crystal Palace,1.07,0.13
Kaine Kesler Hayden,Aston Villa,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Nottingham Forest,,
Kaine Kesler Hayden,Aston Villa,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Newcastle United,-3.47,0.73
Kaine Kesler Hayden,Aston Villa,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Brentford,0.38,-0.55
Kaine Kesler Hayden,Aston Villa,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Fulham,,-0.3
Kaine Kesler Hayden,Aston Villa,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Manchester United,-1.29,-0.1
Kaine Kesler Hayden,Aston Villa,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Wolverhampton,,-0.46
Kaine Kesler Hayden,Aston Villa,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Tottenham,,1.07
Kaine Kesler Hayden,Aston Villa,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,False,Liverpool,0.83,-1.33
Kaine Kesler Hayden,Aston Villa,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Aston Villa,True,Brighton,-3.72,-0.71
