name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Tayo Adaramola,Crystal Palace,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Crystal Palace,True,Nottingham Forest,1.11
Tayo Adaramola,Crystal Palace,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,,Nott'm Forest,False,Arsenal,1.87
