name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Pablo Marí Villar,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Liverpool,1.96,-0.53
Pablo Marí Villar,Arsenal,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Leicester City,-3.95,-0.05
Pablo Marí Villar,Arsenal,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Southampton,2.15,-1.07
Pablo Marí Villar,Arsenal,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Nottingham Forest,,
Pablo Marí Villar,Arsenal,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Chelsea,-3.91,-0.72
Pablo Marí Villar,Arsenal,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Wolverhampton,-1.32,-0.46
Pablo Marí Villar,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,West Ham,-2.46,0.63
Pablo Marí Villar,Arsenal,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Brighton,-0.75,-0.39
Pablo Marí Villar,Arsenal,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Newcastle United,-2.77,0.73
Pablo Marí Villar,Arsenal,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Leeds United,-3.81,-0.79
Pablo Marí Villar,Arsenal,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Tottenham,3.44,-0.03
Pablo Marí Villar,Arsenal,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Manchester United,-1.99,0.38
Pablo Marí Villar,Arsenal,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Everton,1.42,-0.63
Pablo Marí Villar,Arsenal,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Brentford,-1.07,0.69
Pablo Marí Villar,Arsenal,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Manchester City,0.98,-1.17
Pablo Marí Villar,Arsenal,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Aston Villa,-0.61,0.59
Pablo Marí Villar,Arsenal,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Leeds United,-2.61,-0.8
Pablo Marí Villar,Arsenal,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Everton,-3.92,0.34
Pablo Marí Villar,Arsenal,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Bournemouth,,1.46
Pablo Marí Villar,Arsenal,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Fulham,,1.37
Pablo Marí Villar,Arsenal,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Crystal Palace,-0.14,0.81
Pablo Marí Villar,Arsenal,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Leicester City,,0.83
Pablo Marí Villar,Arsenal,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Bournemouth,-3.74,0.19
Pablo Marí Villar,Arsenal,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Liverpool,4.27,-1.33
Pablo Marí Villar,Arsenal,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,West Ham,,0.14
Pablo Marí Villar,Arsenal,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Southampton,-3.78,-0.38
Pablo Marí Villar,Arsenal,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Manchester City,4.53,-1.26
Pablo Marí Villar,Arsenal,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Chelsea,2.07,-0.25
Pablo Marí Villar,Arsenal,Chelsea,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Newcastle United,,-0.34
Pablo Marí Villar,Arsenal,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Brighton,,-0.71
Pablo Marí Villar,Arsenal,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Nottingham Forest,,
Pablo Marí Villar,Arsenal,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Wolverhampton,,-0.48
Pablo Marí Villar,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Fulham,-0.83,-0.3
Pablo Marí Villar,Arsenal,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Aston Villa,-2.64,0.55
Pablo Marí Villar,Arsenal,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Manchester United,2.33,-0.1
Pablo Marí Villar,Arsenal,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,False,Brentford,-0.38,-0.55
Pablo Marí Villar,Arsenal,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Arsenal,True,Tottenham,-2.27,1.07
Pablo Marí Villar,Arsenal,Tottenham,True,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,,0.0
