name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Takehiro Tomiyasu,Arsenal,Liverpool,2022-10-09,True,DL,90,0,0.0,0,0.0,1,0,0,2.7,0,0,2,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,6
Takehiro Tomiyasu,Arsenal,Leicester City,2022-10-16,False,DL,90,0,0.0,0,0.0,6,0,0,1.4,0,1,0,0.0,False,1.0,0.0,90.0,0.5,0,0,0,0,2
Takehiro Tomiyasu,Arsenal,Southampton,2022-10-23,False,DL,90,0,0.0,0,0.0,2,0,0,2.7,0,0,1,0.0,False,3.5,0.0,90.0,0.33,0,0,0,0,6
Takehiro Tomiyasu,Arsenal,Nottingham Forest,2022-10-30,True,DL,62,0,0.05,0,0.04,6,1,1,4.2,0,1,0,0.0,False,3.0,0.0,83.0,0.5,0,0,0,0,0
Takehiro Tomiyasu,Arsenal,Brighton,2022-12-31,False,Sub,30,0,0.0,0,0.0,0,0,0,0.2,0,0,2,0.78,False,3.75,0.01,72.4,0.5,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Newcastle United,2023-01-03,True,Sub,14,0,0.0,0,0.0,1,0,0,0.2,0,0,0,0.0,False,3.0,0.01,62.67,0.5,0,0,0,0,0
Takehiro Tomiyasu,Arsenal,Leeds United,2022-08-13,True,Sub,15,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,False,3.0,0.01,55.86,0.5,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Tottenham,2023-01-15,False,Sub,4,0,0.0,0,0.0,1,0,0,0.2,0,0,0,0.07,False,1.8,0.01,49.38,0.5,0,0,0,0,4
Takehiro Tomiyasu,Arsenal,Manchester United,2023-01-22,True,Sub,45,0,0.0,1,0.48,4,0,2,6.6,0,0,1,0.22,False,1.6,0.01,48.89,0.5,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Everton,2023-02-04,False,Sub,5,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.0,False,1.2,0.2,44.5,0.5,0,0,0,0,0
Takehiro Tomiyasu,Arsenal,Manchester City,2023-02-15,True,DR,82,0,0.08,0,0.0,0,1,0,1.7,0,0,3,1.71,True,1.4,0.2,47.91,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Aston Villa,2023-02-18,False,Sub,11,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.11,False,1.2,0.22,44.83,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Leeds United,2023-02-25,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.0,False,1.4,0.22,41.46,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Bournemouth,2023-03-04,True,DR,45,0,0.01,0,0.0,1,1,0,2.9,0,0,1,1.06,True,1.4,0.22,41.71,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Fulham,2023-03-12,False,Sub,10,0,0.0,0,0.0,1,0,0,0.7,0,0,0,0.11,False,0.8,0.02,39.6,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Bournemouth,2022-08-20,False,Sub,15,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.0,False,0.8,0.02,38.06,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Fulham,2022-08-27,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.0,False,1.0,0.0,35.88,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Aston Villa,2022-08-31,True,Sub,26,0,0.0,0,0.08,1,0,1,2.3,0,0,1,0.0,False,1.0,0.0,35.33,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Manchester United,2022-09-04,False,Sub,10,0,0.0,0,0.0,1,0,0,0.5,0,0,0,0.0,False,1.0,0.0,34.0,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Brentford,2022-09-18,False,Sub,4,0,0.0,0,0.0,1,0,0,0.2,0,0,0,0.0,False,1.0,0.0,32.5,0.4,0,0,0,0,1
Takehiro Tomiyasu,Arsenal,Tottenham,2022-10-01,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.0,False,1.0,0.0,31.0,0.4,0,0,0,0,1
