name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Nathaniel Clyne,Crystal Palace,Arsenal,2022-08-05,True,DR,90,0,0.0,0,0.06,0,0,1,2.3,0,0,2,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,West Ham,2022-11-06,False,DR,90,0,0.0,0,0.09,2,0,1,2.8,0,0,1,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Nottingham Forest,2022-11-12,False,DR,77,0,0.0,0,0.0,2,0,0,0.5,0,0,1,1.03,True,1.0,0.0,85.67,0.0,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Fulham,2022-12-26,True,DR,66,0,0.0,0,0.0,2,0,0,0.8,0,0,1,1.22,True,1.33,0.0,80.75,0.0,0,0,0,0,6
Nathaniel Clyne,Crystal Palace,Bournemouth,2022-12-31,False,DR,90,0,0.0,0,0.0,6,0,0,2.1,0,1,0,0.56,True,1.5,0.0,82.6,0.2,0,0,0,0,0
Nathaniel Clyne,Crystal Palace,Tottenham,2023-01-04,True,DR,90,0,0.0,0,0.0,0,0,0,1.3,0,0,4,1.39,True,2.4,0.0,83.83,0.17,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Liverpool,2022-08-15,False,DR,90,0,0.0,0,0.0,2,0,0,1.2,0,0,1,0.0,False,2.4,0.0,84.71,0.14,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Chelsea,2023-01-15,False,DR,90,0,0.0,0,0.0,1,0,0,1.9,0,0,1,1.64,True,2.4,0.0,85.38,0.12,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Manchester United,2023-01-18,True,DR,90,0,0.0,0,0.03,2,0,1,3.6,0,0,1,2.1,True,2.2,0.0,85.89,0.11,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Newcastle United,2023-01-21,True,Sub,19,0,0.0,0,0.0,1,0,0,0.1,0,0,0,0.58,False,2.2,0.0,79.2,0.11,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Manchester United,2023-02-04,False,DR,90,0,0.0,0,0.0,1,0,0,2.3,0,0,2,2.04,True,1.2,0.0,80.18,0.1,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Brighton,2023-02-11,True,DR,90,0,0.0,0,0.0,2,0,0,1.5,0,0,1,2.36,True,1.4,0.0,81.0,0.09,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Brentford,2023-02-18,False,DR,90,0,0.0,0,0.0,2,0,0,1.4,0,0,1,0.83,True,1.4,0.0,81.69,0.08,0,0,0,0,5
Nathaniel Clyne,Crystal Palace,Liverpool,2023-02-25,True,DR,90,0,0.0,0,0.0,5,0,0,1.0,0,1,0,0.9,True,1.6,0.0,82.29,0.15,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Aston Villa,2023-03-04,False,DR,90,0,0.0,0,0.0,2,0,0,1.1,0,0,1,1.2,True,2.2,0.0,82.8,0.14,0,0,0,0,6
Nathaniel Clyne,Crystal Palace,Manchester City,2023-03-11,True,DR,70,0,0.0,0,0.0,6,0,0,0.3,0,1,0,1.18,True,2.4,0.0,82.0,0.2,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Brighton,2023-03-15,False,DR,90,0,0.0,0,0.42,2,0,2,4.3,0,0,1,0.6,True,3.4,0.0,82.47,0.19,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Leicester City,2023-04-09,False,Sub,3,0,0.0,0,0.0,1,0,0,0.1,0,0,0,0.0,False,3.4,0.0,78.06,0.19,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Manchester City,2022-08-27,False,DR,73,0,0.0,0,0.0,1,0,0,0.2,0,0,3,0.0,False,3.2,0.0,77.79,0.18,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,Brentford,2022-08-30,True,DR,90,0,0.0,0,0.1,2,0,2,4.1,0,0,1,0.0,False,2.4,0.0,78.4,0.17,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Newcastle United,2022-09-03,False,Sub,27,0,0.0,0,0.0,1,0,0,0.7,0,0,0,0.0,False,2.4,0.0,75.95,0.17,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,Chelsea,2022-10-01,True,DR,43,0,0.0,0,0.0,1,0,0,0.0,0,0,1,0.0,False,1.4,0.0,74.45,0.17,0,0,0,0,1
