name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
James Furlong,Brighton,Chelsea,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Wolverhampton,-2.88
James Furlong,Brighton,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Aston Villa,0.69
James Furlong,Brighton,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Southampton,-0.82
James Furlong,Brighton,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Arsenal,2.84
James Furlong,Brighton,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Everton,-1.62
James Furlong,Brighton,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Liverpool,-1.1
James Furlong,Brighton,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Leeds United,0.58
James Furlong,Brighton,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Bournemouth,-1.36
James Furlong,Brighton,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Crystal Palace,0.44
James Furlong,Brighton,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Fulham,-0.16
James Furlong,Brighton,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,West Ham,-1.35
James Furlong,Brighton,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Leicester City,-1.23
James Furlong,Brighton,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Crystal Palace,-1.88
James Furlong,Brighton,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Brentford,-1.45
James Furlong,Brighton,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Bournemouth,0.25
James Furlong,Brighton,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Tottenham,-0.37
James Furlong,Brighton,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Chelsea,-0.59
James Furlong,Brighton,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Nottingham Forest,0.99
James Furlong,Brighton,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Wolverhampton,-1.51
James Furlong,Brighton,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Manchester United,-2.4
James Furlong,Brighton,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Everton,2.52
James Furlong,Brighton,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Arsenal,-1.78
James Furlong,Brighton,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Newcastle United,1.9
James Furlong,Brighton,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Southampton,-1.51
James Furlong,Brighton,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,True,Manchester City,2.39
James Furlong,Brighton,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Aston Villa,2.71
James Furlong,Brighton,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,,Brentford,True,Tottenham,-0.38
