name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Malang Sarr,Chelsea,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Wolverhampton,2.42,-0.48
Malang Sarr,Chelsea,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Aston Villa,-1.51,0.59
Malang Sarr,Chelsea,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Brentford,-0.66,-0.55
Malang Sarr,Chelsea,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Manchester United,-0.06,0.38
Malang Sarr,Chelsea,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Brighton,0.05,-0.39
Malang Sarr,Chelsea,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Arsenal,5.81,0.36
Malang Sarr,Chelsea,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Newcastle United,-1.55,-0.34
Malang Sarr,Chelsea,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Bournemouth,,1.46
Malang Sarr,Chelsea,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Nottingham Forest,,
Malang Sarr,Chelsea,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Manchester City,1.05,-1.17
Malang Sarr,Chelsea,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Fulham,,1.37
Malang Sarr,Chelsea,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Tottenham,-1.77,1.07
Malang Sarr,Chelsea,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Crystal Palace,0.31,0.81
Malang Sarr,Chelsea,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Liverpool,0.32,-1.33
Malang Sarr,Chelsea,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Fulham,,-0.3
Malang Sarr,Chelsea,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,West Ham,4.47,0.14
Malang Sarr,Chelsea,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Southampton,-1.13,-0.38
Malang Sarr,Chelsea,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Tottenham,-1.69,-0.03
Malang Sarr,Chelsea,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Leicester City,1.12,0.83
Malang Sarr,Chelsea,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Leeds United,-3.0,-0.8
Malang Sarr,Chelsea,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Everton,1.01,0.34
Malang Sarr,Chelsea,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Aston Villa,-2.49,0.55
Malang Sarr,Chelsea,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Liverpool,,-0.53
Malang Sarr,Chelsea,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Leicester City,5.06,-0.05
Malang Sarr,Chelsea,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Wolverhampton,0.77,-0.46
Malang Sarr,Chelsea,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Brighton,,-0.71
Malang Sarr,Chelsea,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Brentford,,0.69
Malang Sarr,Chelsea,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Arsenal,-1.77,-0.0
Malang Sarr,Chelsea,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Bournemouth,,0.19
Malang Sarr,Chelsea,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Nottingham Forest,,
Malang Sarr,Chelsea,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Manchester City,,-1.26
Malang Sarr,Chelsea,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Manchester United,,-0.1
Malang Sarr,Chelsea,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Newcastle United,,0.73
Malang Sarr,Chelsea,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,Leeds United,-3.8,-0.79
Malang Sarr,Chelsea,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Southampton,0.63,-1.07
Malang Sarr,Chelsea,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,True,West Ham,-1.25,0.63
Malang Sarr,Chelsea,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Chelsea,False,Crystal Palace,-1.84,0.13
Malang Sarr,Chelsea,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,,Chelsea,True,Liverpool,,-0.53
