name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rúben Nascimento Vinagre,Everton,Chelsea,True,20,1,0.6,0,0,0,0.0,False,0.0,Everton,True,Manchester United,-3.63,0.38
Rúben Nascimento Vinagre,Everton,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Tottenham,5.72,-0.03
Rúben Nascimento Vinagre,Everton,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Newcastle United,2.79,-0.34
Rúben Nascimento Vinagre,Everton,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Crystal Palace,-2.12,0.81
Rúben Nascimento Vinagre,Everton,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Fulham,,1.37
Rúben Nascimento Vinagre,Everton,Fulham,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Leeds United,-2.66,-0.79
Rúben Nascimento Vinagre,Everton,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Bournemouth,,0.19
Rúben Nascimento Vinagre,Everton,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Wolverhampton,1.74,-0.48
Rúben Nascimento Vinagre,Everton,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Manchester City,1.57,-1.26
Rúben Nascimento Vinagre,Everton,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Brighton,-1.26,-0.71
Rúben Nascimento Vinagre,Everton,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Aston Villa,2.84,0.59
Rúben Nascimento Vinagre,Everton,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Southampton,-6.12,-0.38
Rúben Nascimento Vinagre,Everton,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,West Ham,2.96,0.14
Rúben Nascimento Vinagre,Everton,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Arsenal,-2.74,0.36
Rúben Nascimento Vinagre,Everton,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Liverpool,0.23,-1.33
Rúben Nascimento Vinagre,Everton,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Leicester City,-6.39,0.83
Rúben Nascimento Vinagre,Everton,Leicester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Aston Villa,0.09,0.55
Rúben Nascimento Vinagre,Everton,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Arsenal,3.18,-0.0
Rúben Nascimento Vinagre,Everton,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Nottingham Forest,,
Rúben Nascimento Vinagre,Everton,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Brentford,-2.68,0.69
Rúben Nascimento Vinagre,Everton,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Chelsea,-1.5,-0.72
Rúben Nascimento Vinagre,Everton,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Tottenham,1.66,1.07
Rúben Nascimento Vinagre,Everton,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Nottingham Forest,1.11,
Rúben Nascimento Vinagre,Everton,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Manchester United,-2.79,-0.1
Rúben Nascimento Vinagre,Everton,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Fulham,,-0.3
Rúben Nascimento Vinagre,Everton,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Crystal Palace,1.58,0.13
Rúben Nascimento Vinagre,Everton,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Newcastle United,,0.73
Rúben Nascimento Vinagre,Everton,Newcastle United,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Leeds United,,-0.8
Rúben Nascimento Vinagre,Everton,Leeds United,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Brighton,-5.19,-0.39
Rúben Nascimento Vinagre,Everton,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Manchester City,,-1.17
Rúben Nascimento Vinagre,Everton,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Everton,False,Wolverhampton,0.33,-0.46
Rúben Nascimento Vinagre,Everton,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Bournemouth,,1.46
Rúben Nascimento Vinagre,Everton,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,1.0,Everton,False,Brentford,1.71,-0.55
Rúben Nascimento Vinagre,Everton,Brentford,False,4,1,0.3,0,0,0,0.0,False,0.0,Everton,False,Leicester City,-1.63,-0.05
Rúben Nascimento Vinagre,Everton,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Everton,True,Liverpool,0.76,-0.53
