name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Tyrone Mings,Aston Villa,Nottingham Forest,2022-10-10,False,DC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,1
Tyrone Mings,Aston Villa,Chelsea,2022-10-16,True,DC,90,0,0.0,0,0.02,1,0,1,2.9,0,0,2,0.0,False,2.0,0.0,90.0,0.0,0,0,0,0,-2
Tyrone Mings,Aston Villa,Fulham,2022-10-20,False,DC,90,0,0.0,0,0.0,-2,0,0,1.4,0,0,3,0.0,False,1.5,0.0,90.0,0.0,0,0,0,0,10
Tyrone Mings,Aston Villa,Brentford,2022-10-23,True,DC,90,0,0.0,0,0.0,10,0,0,1.7,1,1,0,0.0,False,0.33,0.0,90.0,0.25,0,0,0,0,0
Tyrone Mings,Aston Villa,Newcastle United,2022-10-29,False,DC,90,0,0.0,0,0.0,0,0,0,1.3,0,0,4,0.0,False,2.75,0.0,90.0,0.2,0,0,0,0,1
Tyrone Mings,Aston Villa,Manchester United,2022-11-06,True,DC,90,0,0.0,0,0.0,1,0,0,2.3,0,0,1,0.0,False,2.2,0.0,90.0,0.17,0,0,0,0,1
Tyrone Mings,Aston Villa,Brighton,2022-11-13,False,DC,90,0,0.0,0,0.0,1,0,0,0.0,0,0,1,0.66,True,2.0,0.0,90.0,0.14,0,0,0,0,1
Tyrone Mings,Aston Villa,Liverpool,2022-12-26,True,DC,90,0,0.0,0,0.0,1,0,0,1.0,0,0,3,2.75,True,2.0,0.0,90.0,0.12,0,0,0,0,5
Tyrone Mings,Aston Villa,Tottenham,2023-01-01,False,DC,90,0,0.0,0,0.0,5,0,0,1.1,0,1,0,0.42,True,2.6,0.0,90.0,0.22,0,0,0,0,7
Tyrone Mings,Aston Villa,Wolverhampton,2023-01-04,True,DC,90,0,0.0,1,0.32,7,0,1,5.0,2,0,1,0.85,True,1.6,0.0,90.0,0.2,0,0,0,0,2
Tyrone Mings,Aston Villa,Everton,2022-08-13,True,DC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,0.0,False,3.0,0.2,90.0,0.18,0,0,0,0,2
Tyrone Mings,Aston Villa,Leicester City,2023-01-13,True,DC,90,0,0.0,0,0.0,2,0,0,2.0,0,0,1,2.38,True,3.2,0.2,90.0,0.17,0,0,0,0,6
Tyrone Mings,Aston Villa,Southampton,2023-01-21,False,DC,90,0,0.0,0,0.0,6,0,0,1.5,0,1,0,0.41,True,3.4,0.2,90.0,0.23,0,0,0,0,0
Tyrone Mings,Aston Villa,Leeds United,2023-02-04,True,DC,90,0,0.0,0,0.0,0,0,0,1.6,0,0,4,2.25,True,4.4,0.2,90.0,0.21,0,0,0,0,0
Tyrone Mings,Aston Villa,Arsenal,2023-02-18,True,DC,90,0,0.0,0,0.0,0,0,0,1.2,0,0,4,3.28,True,3.4,0.2,90.0,0.2,0,0,0,0,7
Tyrone Mings,Aston Villa,Everton,2023-02-25,False,DC,90,0,0.0,0,0.0,7,0,0,2.2,1,1,0,1.71,True,2.0,0.0,90.0,0.25,0,0,0,0,8
Tyrone Mings,Aston Villa,Crystal Palace,2023-03-04,True,DC,90,0,0.0,0,0.0,8,0,0,1.4,2,1,0,0.17,True,3.0,0.0,90.0,0.29,0,0,0,0,2
Tyrone Mings,Aston Villa,West Ham,2023-03-12,False,DC,90,0,0.0,0,0.0,2,0,0,2.7,0,0,1,2.22,True,4.2,0.0,90.0,0.28,0,0,0,0,12
Tyrone Mings,Aston Villa,Bournemouth,2023-03-18,True,DC,90,0,0.57,1,0.72,12,2,2,9.4,3,1,0,0.59,True,3.4,0.0,90.0,0.32,0,0,0,0,8
Tyrone Mings,Aston Villa,Chelsea,2023-04-01,False,DC,90,0,0.0,0,0.0,8,0,0,2.6,2,1,0,2.09,True,5.8,0.31,90.0,0.35,0,0,0,0,2
Tyrone Mings,Aston Villa,Leeds United,2023-04-04,False,DC,90,0,0.0,0,0.0,2,0,0,2.8,0,0,1,0.48,True,7.4,0.31,90.0,0.33,0,0,0,0,1
Tyrone Mings,Aston Villa,Crystal Palace,2022-08-20,False,DC,90,0,0.0,0,0.0,1,0,0,1.4,0,0,3,0.0,False,6.4,0.31,90.0,0.32,0,0,0,0,6
Tyrone Mings,Aston Villa,Nottingham Forest,2023-04-08,True,DC,90,0,0.0,0,0.0,6,0,0,1.2,0,1,0,0.25,True,5.0,0.31,90.0,0.35,0,0,0,0,6
Tyrone Mings,Aston Villa,Newcastle United,2023-04-15,True,DC,90,0,0.0,0,0.0,6,0,0,3.4,0,1,0,0.54,True,5.8,0.31,90.0,0.38,0,0,0,0,2
Tyrone Mings,Aston Villa,Brentford,2023-04-22,False,DC,90,0,0.01,0,0.0,2,1,0,2.1,0,0,1,2.75,True,4.6,0.0,90.0,0.36,0,0,0,0,15
Tyrone Mings,Aston Villa,Fulham,2023-04-25,True,DC,90,1,0.07,0,0.0,15,1,0,7.9,3,1,0,0.1,True,3.4,0.0,90.0,0.38,0,0,0,0,2
Tyrone Mings,Aston Villa,Manchester United,2023-04-30,False,DC,90,0,0.13,0,0.0,2,1,0,2.4,0,0,1,1.19,True,6.0,0.02,90.0,0.37,0,0,0,0,1
Tyrone Mings,Aston Villa,Wolverhampton,2023-05-06,False,DC,90,0,0.4,0,0.0,1,1,0,2.0,0,0,1,0.69,True,6.2,0.04,90.0,0.36,0,0,0,0,2
Tyrone Mings,Aston Villa,Tottenham,2023-05-13,True,DC,90,0,0.0,0,0.0,2,0,0,2.4,0,0,1,1.36,True,5.2,0.12,90.0,0.34,0,0,0,0,1
Tyrone Mings,Aston Villa,Liverpool,2023-05-20,False,DC,90,0,0.0,0,0.0,1,0,0,2.6,0,0,1,0.75,True,4.4,0.12,90.0,0.33,0,0,0,0,1
Tyrone Mings,Aston Villa,Brighton,2023-05-28,True,DC,90,0,0.0,0,0.0,1,0,0,0.0,0,0,1,1.49,True,4.2,0.12,90.0,0.32,0,0,0,0,1
Tyrone Mings,Aston Villa,Arsenal,2022-08-31,False,DC,90,0,0.0,0,0.0,1,0,0,3.6,0,0,2,0.0,False,1.4,0.11,90.0,0.31,0,0,0,0,2
Tyrone Mings,Aston Villa,Manchester City,2022-09-03,True,DC,90,0,0.0,0,0.0,2,0,0,1.4,0,0,1,0.0,False,1.2,0.08,90.0,0.3,0,0,0,0,9
Tyrone Mings,Aston Villa,Southampton,2022-09-16,True,DC,90,0,0.0,0,0.11,9,0,1,4.1,3,1,0,0.0,False,1.4,0.0,90.0,0.32,0,0,0,0,6
