name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Luke Shaw,Man Utd,Brighton,2022-08-07,True,DL,89,0.0,0.06,0.0,0.09,0,1.0,2.0,6.9,0,0,2,0.0,False,0.0,0.0,89.0,0.0,0,0,0,0,2,Man Utd,False,Everton,2.77,-0.63
Luke Shaw,Man Utd,Everton,2022-10-09,False,DL,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.3,0,0,1,0.0,False,0.0,0.06,89.5,0.0,0,0,0,0,6,Man Utd,True,Newcastle United,-2.6,
Luke Shaw,Man Utd,Newcastle United,2022-10-16,True,DL,90,0.0,0.0,0.0,0.01,6,0.0,1.0,3.4,0,1,0,0.0,False,1.0,0.03,89.67,0.33,0,0,0,0,7,Man Utd,True,Tottenham,-2.03,1.07
Luke Shaw,Man Utd,Tottenham,2022-10-19,True,DL,90,0.0,0.03,0.0,0.1,7,1.0,2.0,6.7,1,1,0,0.0,False,2.67,0.02,89.75,0.5,0,0,0,0,5,Man Utd,False,Chelsea,0.54,-0.72
Luke Shaw,Man Utd,Chelsea,2022-10-22,False,DL,90,0.0,0.03,1.0,0.07,5,1.0,2.0,6.0,1,0,1,0.0,False,3.75,0.02,89.8,0.4,0,0,0,0,6,Man Utd,True,West Ham,-1.53,
Luke Shaw,Man Utd,West Ham,2022-10-30,True,DL,90,0.0,0.0,0.0,0.34,6,0.0,2.0,4.5,0,1,0,0.0,False,4.0,0.22,89.83,0.5,0,0,0,0,3,Man Utd,False,Aston Villa,-0.56,
Luke Shaw,Man Utd,Aston Villa,2022-11-06,False,DL,64,0.0,0.01,0.0,0.0,3,1.0,0.0,0.8,0,0,3,0.0,False,5.2,0.21,86.14,0.43,0,0,0,0,2,Man Utd,False,Fulham,,1.37
Luke Shaw,Man Utd,Fulham,2022-11-13,False,DL,90,0.0,0.0,0.0,1.01,2,0.0,2.0,0.0,0,0,1,1.31,True,5.4,0.21,86.62,0.38,0,0,0,0,8,Man Utd,True,Nottingham Forest,,
Luke Shaw,Man Utd,Nottingham Forest,2022-12-27,True,DC,90,0.0,0.0,0.0,0.0,8,0.0,0.0,2.5,2,1,0,0.72,True,4.6,0.21,87.0,0.44,0,0,0,0,9,Man Utd,False,Wolverhampton,0.62,-0.46
Luke Shaw,Man Utd,Wolverhampton,2022-12-31,False,DC,90,0.0,0.0,0.0,0.0,9,0.0,0.0,2.7,3,1,0,0.67,True,4.8,0.21,87.3,0.5,0,0,0,0,15,Man Utd,True,Bournemouth,,1.46
Luke Shaw,Man Utd,Bournemouth,2023-01-03,True,DL,90,1.0,0.41,0.0,0.09,15,1.0,2.0,9.4,3,1,0,0.49,True,5.6,0.0,87.55,0.55,0,0,0,0,-1,Man Utd,False,Brentford,-2.69,-0.55
Luke Shaw,Man Utd,Brentford,2022-08-13,False,DL,45,0.0,0.0,0.0,0.07,-1,0.0,1.0,2.1,0,0,4,0.0,False,7.4,0.08,84.0,0.55,0,0,0,0,2,Man Utd,True,Manchester City,1.57,
Luke Shaw,Man Utd,Manchester City,2023-01-14,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,0,1,0.65,True,6.6,0.08,84.46,0.5,0,0,0,0,2,Man Utd,False,Crystal Palace,1.16,
Luke Shaw,Man Utd,Crystal Palace,2023-01-18,False,DL,90,0.0,0.02,0.0,0.07,2,1.0,1.0,3.8,0,0,1,0.55,True,6.6,0.08,84.86,0.46,0,0,0,0,0,Man Utd,False,Arsenal,1.57,-0.0
Luke Shaw,Man Utd,Arsenal,2023-01-22,False,DL,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.8,0,0,3,2.93,True,5.4,0.09,85.2,0.43,0,0,0,0,5,Man Utd,True,Crystal Palace,0.08,
Luke Shaw,Man Utd,Crystal Palace,2023-02-04,True,DL,90,0.0,0.0,0.0,0.06,5,0.0,1.0,3.3,0,0,1,1.37,True,3.6,0.09,85.5,0.4,0,0,0,0,1,Man Utd,True,Leicester City,-4.86,
Luke Shaw,Man Utd,Leicester City,2023-02-08,True,DL,90,0.0,0.0,0.0,0.09,1,0.0,1.0,3.7,0,0,2,0.61,True,1.6,0.0,85.76,0.38,0,0,0,0,12,Man Utd,False,Leicester City,-2.84,
Luke Shaw,Man Utd,Leicester City,2023-02-12,False,DC,90,0.0,0.0,1.0,0.36,12,0.0,2.0,7.0,3,1,0,1.83,True,2.0,0.0,86.0,0.41,0,0,0,0,6,Man Utd,True,Leeds United,0.29,
Luke Shaw,Man Utd,Leeds United,2023-02-19,True,DL,68,0.0,0.2,0.0,0.2,6,3.0,1.0,4.8,0,1,0,1.18,True,4.0,0.2,85.05,0.44,0,0,0,0,-1,Man Utd,False,Liverpool,3.89,-1.33
Luke Shaw,Man Utd,Liverpool,2023-03-05,False,DL,90,0.0,0.0,0.0,0.33,-1,0.0,2.0,5.0,0,0,7,2.65,True,4.8,0.24,85.3,0.42,0,0,0,0,5,Man Utd,True,Southampton,-2.47,-0.38
Luke Shaw,Man Utd,Southampton,2023-03-12,True,DL,90,0.0,0.09,0.0,0.15,5,1.0,4.0,9.1,0,1,0,1.14,True,4.6,0.24,85.52,0.45,0,0,0,0,1,Man Utd,False,Newcastle United,-0.43,
Luke Shaw,Man Utd,Newcastle United,2023-04-02,False,DL,90,0.0,0.0,0.0,0.09,1,0.0,2.0,4.4,0,0,2,3.57,True,4.6,0.26,85.73,0.43,0,0,0,0,0,Man Utd,True,Brentford,,0.69
