goals,shots,xG,time,position,date,xA,assists,key_passes
0.0,1.0,0.2646180689334869,77.0,FWL,2022-05-22,0.6116759181022644,1.0,2.0
0.0,1.0,0.0403200387954711,78.0,FWL,2022-05-16,0.0,0.0,0.0
0.0,2.0,0.0533273220062255,90.0,FWL,2022-05-08,0.4106996059417724,0.0,2.0
0.0,1.0,0.0213410500437021,90.0,FWL,2022-04-30,0.0245857704430818,0.0,1.0
0.0,1.0,0.0354827679693698,90.0,FWL,2022-04-23,0.1467577069997787,1.0,3.0
0.0,1.0,0.0712227895855903,78.0,FWL,2022-04-20,0.0,0.0,0.0
0.0,3.0,0.0887362137436866,90.0,FWL,2022-04-17,0.0371361002326011,0.0,2.0
0.0,4.0,0.2199323773384094,90.0,FWL,2022-04-08,0.0,0.0,0.0
0.0,1.0,0.0426343344151973,90.0,FWL,2022-04-03,0.0,0.0,0.0
0.0,1.0,0.0432191863656044,18.0,Sub,2022-03-17,0.0371257103979587,0.0,2.0
0.0,0.0,0.0,19.0,Sub,2022-03-13,0.0185293648391962,0.0,1.0
0.0,1.0,0.1342750489711761,23.0,Sub,2022-03-05,0.0,0.0,0.0
0.0,2.0,0.0439095459878444,90.0,FWL,2022-02-13,0.1348081082105636,0.0,2.0
0.0,2.0,0.8023790717124939,90.0,FWL,2022-02-08,0.2674431800842285,0.0,3.0
0.0,2.0,0.083962433040142,90.0,FWL,2022-01-22,0.5388081669807434,0.0,4.0
1.0,1.0,0.0650701075792312,88.0,FWL,2022-01-15,0.0119694806635379,0.0,1.0
1.0,5.0,1.0045487880706787,88.0,ML,2021-12-27,0.0,0.0,0.0
0.0,1.0,0.0228140708059072,43.0,Sub,2021-12-19,0.0,0.0,0.0
0.0,1.0,0.1017845347523689,81.0,FW,2021-12-16,0.0214687548577785,0.0,1.0
0.0,3.0,0.0930885449051857,90.0,ML,2021-12-12,0.0194285567849874,0.0,1.0
0.0,3.0,0.1054610237479209,90.0,ML,2021-12-04,0.1859307289123535,0.0,2.0
0.0,1.0,0.096908114850521,79.0,ML,2021-11-30,0.0540641546249389,0.0,3.0
0.0,1.0,0.0296503715217113,90.0,ML,2021-11-27,0.0246059335768222,0.0,1.0
1.0,7.0,0.4958274364471435,90.0,FWL,2021-11-20,0.070013977587223,0.0,2.0
0.0,0.0,0.0,90.0,ML,2021-11-06,0.0,0.0,0.0
0.0,1.0,0.0241725146770477,90.0,FW,2021-10-30,0.0,0.0,0.0
0.0,1.0,0.0448937006294727,83.0,FW,2021-10-23,0.0,0.0,0.0
0.0,2.0,0.0635447353124618,90.0,MR,2021-10-17,0.0797129794955253,0.0,1.0
0.0,1.0,0.6123494505882263,90.0,FW,2021-10-02,0.0,0.0,0.0
0.0,2.0,0.1375064551830291,90.0,FW,2021-09-25,1.1785993576049805,1.0,5.0
1.0,5.0,0.3240957856178283,90.0,FW,2021-09-17,0.1450271010398864,0.0,2.0
0.0,3.0,0.0428084917366504,90.0,FW,2021-09-11,0.3411267101764679,1.0,3.0
1.0,2.0,0.4400981366634369,90.0,FW,2021-08-28,0.0435128547251224,0.0,2.0
0.0,1.0,0.0136938337236642,90.0,FW,2021-08-21,0.0,0.0,0.0
0.0,0.0,0.0,90.0,FW,2021-08-15,0.8580132126808167,1.0,4.0
5.0,64.0,5.663676345720885,2825.0,,,5.261043434962629,5.0,50.0
0.1592920353982301,2.038938053097345,0.18043570658933794,2825.0,,,0.16760846341473865,0.1592920353982301,1.592920353982301
