h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
a,0.871738,1.80776,1.80776,"{'att': 249, 'def': 21}","{'att': 202, 'def': 10}",6.0,6.0,1.0,3.0,0.6896,l,2021-12-30 20:15:00,0.0,0.0,1.0,0.0,-0.936022,
a,0.960493,2.04186,2.04186,"{'att': 181, 'def': 21}","{'att': 111, 'def': 18}",2.0,8.0,1.0,3.0,0.6182,l,2022-01-02 14:00:00,0.0,0.0,1.0,0.0,-1.0813669999999995,
a,0.388963,1.35507,1.35507,"{'att': 347, 'def': 14}","{'att': 84, 'def': 14}",5.0,11.0,0.0,0.0,0.5587,d,2022-01-23 14:00:00,0.0,1.0,0.0,1.0,-0.966107,
h,0.765905,0.933965,0.933965,"{'att': 158, 'def': 19}","{'att': 193, 'def': 21}",5.0,9.0,0.0,0.0,1.1767,d,2022-02-05 18:00:00,0.0,1.0,0.0,1.0,-0.1680600000000001,
h,0.772721,1.83387,1.83387,"{'att': 256, 'def': 21}","{'att': 122, 'def': 16}",5.0,14.0,1.0,1.0,0.5867,d,2022-02-08 20:00:00,0.0,1.0,0.0,1.0,-1.061149,
h,1.16081,1.95722,1.95722,"{'att': 368, 'def': 27}","{'att': 162, 'def': 20}",1.0,6.0,0.0,1.0,0.6067,l,2022-02-13 14:00:00,0.0,0.0,1.0,0.0,-0.7964100000000001,
a,0.821228,0.44587,0.44587,"{'att': 315, 'def': 23}","{'att': 103, 'def': 20}",2.0,6.0,3.0,0.0,1.6996000000000002,w,2022-02-19 15:00:00,1.0,0.0,0.0,3.0,0.3753579999999999,
h,1.55576,0.691655,0.691655,"{'att': 363, 'def': 30}","{'att': 152, 'def': 16}",3.0,11.0,1.0,0.0,2.1451,w,2022-02-23 19:30:00,1.0,0.0,0.0,3.0,0.864105,
a,0.255988,1.03765,1.03765,"{'att': 275, 'def': 33}","{'att': 173, 'def': 8}",2.0,7.0,1.0,1.0,0.546,d,2022-02-26 15:00:00,0.0,1.0,0.0,1.0,-0.781662,
h,1.04214,1.79558,1.79558,"{'att': 200, 'def': 25}","{'att': 167, 'def': 21}",6.0,7.0,0.0,2.0,0.8051999999999999,l,2022-03-01 19:45:00,0.0,0.0,1.0,0.0,-0.7534399999999999,
h,0.849232,2.2868,2.2868,"{'att': 484, 'def': 30}","{'att': 120, 'def': 12}",4.0,6.0,0.0,4.0,0.3016,l,2022-03-05 15:00:00,0.0,0.0,1.0,0.0,-1.437568,
a,0.825311,1.82002,1.05885,"{'att': 253, 'def': 15}","{'att': 159, 'def': 13}",7.0,4.0,0.0,2.0,0.5667,l,2022-03-12 15:00:00,0.0,0.0,1.0,0.0,-0.233539,
h,0.0591223,1.62008,1.62008,"{'att': 455, 'def': 15}","{'att': 120, 'def': 10}",0.0,12.0,0.0,2.0,0.1886,l,2022-04-02 14:00:00,0.0,0.0,1.0,0.0,-1.5609577,
h,2.24439,2.31574,0.793435,"{'att': 84, 'def': 22}","{'att': 126, 'def': 22}",12.0,6.0,3.0,2.0,1.3068,w,2022-04-06 18:30:00,1.0,0.0,0.0,3.0,1.450955,
a,1.44652,1.6723,1.6723,"{'att': 125, 'def': 19}","{'att': 163, 'def': 12}",5.0,5.0,0.0,2.0,1.1919,l,2022-04-10 13:00:00,0.0,0.0,1.0,0.0,-0.2257799999999998,
a,1.88137,2.79175,2.79175,"{'att': 275, 'def': 17}","{'att': 133, 'def': 9}",4.0,12.0,1.0,1.0,0.7011,d,2022-04-17 13:15:00,0.0,1.0,0.0,1.0,-1.67155,
h,2.14743,1.31837,1.31837,"{'att': 234, 'def': 15}","{'att': 168, 'def': 17}",4.0,4.0,2.0,0.0,1.9839,w,2022-04-21 18:45:00,1.0,0.0,0.0,3.0,0.8290599999999999,
h,1.27298,0.592902,0.592902,"{'att': 354, 'def': 28}","{'att': 160, 'def': 25}",5.0,14.0,1.0,0.0,1.9953,w,2022-04-24 13:00:00,1.0,0.0,0.0,3.0,0.680078,
a,1.37022,0.785742,0.785742,"{'att': 138, 'def': 16}","{'att': 148, 'def': 18}",11.0,6.0,2.0,1.0,1.8528,w,2022-04-30 14:00:00,1.0,0.0,0.0,3.0,0.5844779999999999,
h,1.31028,1.81256,1.81256,"{'att': 259, 'def': 28}","{'att': 264, 'def': 19}",4.0,5.0,1.0,3.0,0.9653,l,2022-05-07 14:00:00,0.0,0.0,1.0,0.0,-0.5022800000000001,
a,0.629888,2.39449,1.63332,"{'att': 355, 'def': 22}","{'att': 154, 'def': 17}",7.0,9.0,0.0,1.0,0.2712,l,2022-05-15 11:00:00,0.0,0.0,1.0,0.0,-1.003432,
a,1.63117,0.996403,0.996403,"{'att': 340, 'def': 17}","{'att': 99, 'def': 14}",5.0,12.0,1.0,1.0,1.9870000000000003,d,2022-05-19 19:00:00,0.0,1.0,0.0,1.0,-0.126402,
h,1.49164,1.74291,0.981739,"{'att': 168, 'def': 8}","{'att': 142, 'def': 19}",6.0,4.0,1.0,2.0,1.1266,l,2022-05-22 15:00:00,0.0,0.0,1.0,0.0,0.509901,
,41.105891299999996,,,,,,,,,,,,,,,,,0.0
,41.105891299999996,,,,,,,,,,,,,,,,,3034.0
