goals,shots,xG,time,position,date,xA,assists,key_passes
0.0,0.0,0.0,90.0,DC,2022-05-22,0.0,0.0,0.0
0.0,1.0,0.0397308431565761,90.0,DC,2022-05-17,0.0,0.0,0.0
0.0,1.0,0.0942466184496879,90.0,DC,2022-05-07,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2022-03-05,0.0,0.0,0.0
0.0,1.0,0.0503135286271572,90.0,DC,2022-01-02,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2021-12-19,0.0,0.0,0.0
0.0,1.0,0.020871702581644,90.0,DC,2021-12-16,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2021-11-27,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2021-10-30,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2021-10-24,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2021-09-18,0.0,0.0,0.0
0.0,4.0,0.20516269281506522,990.0,,,0.0,0.0,0.0
0.0,0.36363636363636365,0.018651153892278657,990.0,,,0.0,0.0,0.0
