h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
a,1.78728,1.3333,1.3333,"{'att': 359, 'def': 31}","{'att': 308, 'def': 12}",13.0,3.0,3.0,0.0,1.7064,w,2021-08-14 16:30:00,1.0,0.0,0.0,3.0,0.45398,
h,2.63945,0.690464,0.690464,"{'att': 91, 'def': 13}","{'att': 280, 'def': 22}",8.0,3.0,2.0,0.0,2.5683,w,2021-08-21 11:30:00,1.0,0.0,0.0,3.0,1.948986,
h,2.08462,0.573638,0.573638,"{'att': 211, 'def': 29}","{'att': 309, 'def': 11}",6.0,4.0,1.0,1.0,2.4875,d,2021-08-28 16:30:00,0.0,1.0,0.0,1.0,0.749812,
a,4.4016,0.652514,0.652514,"{'att': 252, 'def': 15}","{'att': 304, 'def': 8}",15.0,8.0,3.0,0.0,2.9307,w,2021-09-12 15:30:00,1.0,0.0,0.0,3.0,3.749086,
h,2.76793,0.644168,0.644168,"{'att': 155, 'def': 30}","{'att': 244, 'def': 12}",8.0,8.0,3.0,0.0,2.7229,w,2021-09-18 14:00:00,1.0,0.0,0.0,3.0,2.1237619999999997,
a,2.25736,2.94058,2.94058,"{'att': 114, 'def': 17}","{'att': 237, 'def': 10}",12.0,4.0,3.0,3.0,0.9266,d,2021-09-25 16:30:00,0.0,1.0,0.0,1.0,-0.6832200000000004,
h,0.949368,1.04319,1.04319,"{'att': 325, 'def': 31}","{'att': 293, 'def': 10}",7.0,11.0,2.0,2.0,1.2774,d,2021-10-03 15:30:00,0.0,1.0,0.0,1.0,-0.093822,
a,3.65553,0.302302,0.302302,"{'att': 122, 'def': 25}","{'att': 496, 'def': 11}",10.0,5.0,5.0,0.0,2.9688000000000003,w,2021-10-16 11:30:00,1.0,0.0,0.0,3.0,3.353228,
a,4.04765,1.35584,1.35584,"{'att': 214, 'def': 26}","{'att': 425, 'def': 7}",13.0,7.0,5.0,0.0,2.7818,w,2021-10-24 15:30:00,1.0,0.0,0.0,3.0,2.6918100000000003,
h,1.39778,1.51032,1.51032,"{'att': 272, 'def': 23}","{'att': 396, 'def': 15}",11.0,4.0,2.0,2.0,1.2456,d,2021-10-30 14:00:00,0.0,1.0,0.0,1.0,-0.11254,
