h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
a,1.45641,1.25298,1.25298,"{'att': 146, 'def': 22}","{'att': 309, 'def': 15}",16.0,3.0,2.0,3.0,1.5019,l,2021-11-07 16:30:00,0.0,0.0,1.0,0.0,0.20343,
h,3.97374,0.268025,0.268025,"{'att': 210, 'def': 31}","{'att': 422, 'def': 15}",13.0,0.0,4.0,0.0,2.9878,w,2021-11-20 17:30:00,1.0,0.0,0.0,3.0,3.705715,
h,3.07278,0.966132,0.966132,"{'att': 173, 'def': 18}","{'att': 350, 'def': 23}",14.0,2.0,4.0,0.0,2.6828000000000003,w,2021-11-27 15:00:00,1.0,0.0,0.0,3.0,2.106648,
a,2.86067,0.512263,0.512263,"{'att': 116, 'def': 26}","{'att': 344, 'def': 22}",10.0,1.0,4.0,1.0,2.786,w,2021-12-01 20:15:00,1.0,0.0,0.0,3.0,2.348407,
a,2.42332,0.095167,0.095167,"{'att': 176, 'def': 24}","{'att': 317, 'def': 8}",16.0,1.0,1.0,0.0,2.8788,w,2021-12-04 15:00:00,1.0,0.0,0.0,3.0,2.328153,
h,2.71181,0.140573,0.140573,"{'att': 157, 'def': 30}","{'att': 272, 'def': 11}",15.0,4.0,1.0,0.0,2.9112,w,2021-12-11 15:00:00,1.0,0.0,0.0,3.0,1.810067,
h,2.93912,0.2064,0.2064,"{'att': 128, 'def': 25}","{'att': 353, 'def': 10}",14.0,2.0,3.0,1.0,2.9406000000000003,w,2021-12-16 20:00:00,1.0,0.0,0.0,3.0,2.73272,
a,1.54944,2.79777,2.79777,"{'att': 239, 'def': 36}","{'att': 233, 'def': 11}",13.0,11.0,2.0,2.0,0.5444,d,2021-12-19 16:30:00,0.0,1.0,0.0,1.0,-1.24833,
a,2.72682,0.615892,0.615892,"{'att': 204, 'def': 34}","{'att': 223, 'def': 12}",22.0,6.0,0.0,1.0,2.7552999999999996,l,2021-12-28 20:00:00,0.0,0.0,1.0,0.0,1.247728,
a,1.78897,1.389,1.389,"{'att': 309, 'def': 25}","{'att': 212, 'def': 24}",4.0,8.0,2.0,2.0,1.6882,d,2022-01-02 16:30:00,0.0,1.0,0.0,1.0,0.3999699999999999,
h,3.49099,0.376656,0.376656,"{'att': 150, 'def': 17}","{'att': 303, 'def': 20}",11.0,5.0,3.0,0.0,2.9014,w,2022-01-16 14:00:00,1.0,0.0,0.0,3.0,3.114334,
a,1.49697,1.62615,1.62615,"{'att': 285, 'def': 21}","{'att': 294, 'def': 27}",11.0,5.0,3.0,1.0,1.2296999999999998,w,2022-01-23 14:00:00,1.0,0.0,0.0,3.0,-0.890348,
h,2.72997,0.544954,0.544954,"{'att': 190, 'def': 42}","{'att': 355, 'def': 15}",12.0,5.0,2.0,0.0,2.7248,w,2022-02-10 19:45:00,1.0,0.0,0.0,3.0,2.1850159999999996,
a,1.95722,1.16081,1.16081,"{'att': 162, 'def': 20}","{'att': 368, 'def': 27}",6.0,1.0,1.0,0.0,2.1237999999999997,w,2022-02-13 14:00:00,1.0,0.0,0.0,3.0,0.7964100000000001,
h,3.15449,0.66975,0.66975,"{'att': 169, 'def': 22}","{'att': 356, 'def': 14}",21.0,5.0,3.0,1.0,2.7498,w,2022-02-19 15:00:00,1.0,0.0,0.0,3.0,2.48474,
h,5.3303,0.141547,0.141547,"{'att': 248, 'def': 22}","{'att': 435, 'def': 17}",13.0,3.0,6.0,0.0,2.9976000000000003,w,2022-02-23 19:45:00,1.0,0.0,0.0,3.0,3.666423,
h,2.18865,1.33829,1.33829,"{'att': 190, 'def': 18}","{'att': 340, 'def': 10}",13.0,3.0,1.0,0.0,1.9756,w,2022-03-05 17:30:00,1.0,0.0,0.0,3.0,0.85036,
a,2.48312,0.629316,0.629316,"{'att': 258, 'def': 26}","{'att': 196, 'def': 17}",15.0,4.0,2.0,0.0,2.6037,w,2022-03-12 12:30:00,1.0,0.0,0.0,3.0,1.092634,
a,1.27681,0.534265,0.534265,"{'att': 292, 'def': 25}","{'att': 325, 'def': 20}",4.0,1.0,2.0,0.0,2.1236,w,2022-03-16 20:15:00,1.0,0.0,0.0,3.0,0.742545,
h,2.23651,0.753307,0.753307,"{'att': 124, 'def': 26}","{'att': 394, 'def': 14}",7.0,3.0,2.0,0.0,2.4655,w,2022-04-02 11:30:00,1.0,0.0,0.0,3.0,0.7220330000000001,
a,1.29983,1.34647,1.34647,"{'att': 377, 'def': 20}","{'att': 266, 'def': 16}",7.0,7.0,2.0,2.0,1.3463,d,2022-04-10 15:30:00,0.0,1.0,0.0,1.0,-0.04664,
h,2.25967,0.110227,0.110227,"{'att': 215, 'def': 18}","{'att': 571, 'def': 19}",14.0,3.0,4.0,0.0,2.8224,w,2022-04-19 19:00:00,1.0,0.0,0.0,3.0,2.149443,
h,1.70397,0.424961,0.424961,"{'att': 72, 'def': 20}","{'att': 379, 'def': 13}",15.0,2.0,2.0,0.0,2.4032,w,2022-04-24 15:30:00,1.0,0.0,0.0,3.0,1.279009,
a,2.73435,0.115353,0.115353,"{'att': 110, 'def': 30}","{'att': 320, 'def': 22}",10.0,1.0,1.0,0.0,2.9482,w,2022-04-30 11:30:00,1.0,0.0,0.0,3.0,2.618997,
h,1.0481,0.982635,0.982635,"{'att': 189, 'def': 30}","{'att': 268, 'def': 12}",13.0,6.0,1.0,1.0,1.3493000000000002,d,2022-05-07 18:45:00,0.0,1.0,0.0,1.0,0.065465,
a,1.75417,1.44726,1.44726,"{'att': 179, 'def': 28}","{'att': 283, 'def': 14}",13.0,3.0,2.0,1.0,1.5892,w,2022-05-10 19:00:00,1.0,0.0,0.0,3.0,0.30691,
a,1.19178,0.121506,0.121506,"{'att': 155, 'def': 20}","{'att': 380, 'def': 20}",12.0,3.0,2.0,1.0,2.3047999999999997,w,2022-05-17 18:45:00,1.0,0.0,0.0,3.0,1.070274,
h,3.19385,1.11708,1.11708,"{'att': 257, 'def': 25}","{'att': 367, 'def': 11}",24.0,4.0,3.0,1.0,2.6115,w,2022-05-22 15:00:00,1.0,0.0,0.0,3.0,2.07677,
,93.022398,,,,,,,,,,,,,,,,,0.0
,93.022398,,,,,,,,,,,,,,,,,296.0
