Opponent,Home Difficulty,Away Difficulty
Arsenal,,-0.03595107423101851
Aston Villa,,-0.49986317085977694
Bournemouth,-2.6893707423982662,-0.25016687629528467
Brentford,3.7178439101583143,0.6063194411197885
Brighton,1.3898778145479307,-6.169408314017133
Burnley,,-0.34392820074906144
Chelsea,-2.877919426135245,-1.2244500054236926
Crystal Palace,1.3891897378053288,
Everton,2.230643246852205,-0.007887364399365104
Fulham,-5.993014485776886,6.028379939741459
Leeds United,-1.1502796903792776,
Leicester City,,-1.6153480654705414
Liverpool,-1.9605606178895303,0.4850069636411416
Luton,,0.9227735768175553
Manchester City,2.350272376943197,3.9500325377958885
Manchester United,-0.3412186705439777,1.279754573471479
Newcastle United,-0.7530254454606409,-0.7508094537584333
Norwich,,
Nottingham Forest,-1.1027201566930538,1.5034873307522554
Sheffield,-1.2753369448517764,
Southampton,3.837799643959035,0.6247715948323299
Tottenham,-2.0833887002951306,-4.125419662702755
Watford,,-4.067607935124212
Wolverhampton,-3.994270253245948,2.783189004330896
