Opponent,Home Difficulty,Away Difficulty
Arsenal,0.165733482564388,
Aston Villa,0.34201320252870343,3.4113131138937187
Bournemouth,-0.49650897552714235,2.353622201305945
Brighton,-1.0337436793382695,0.920513266008389
Burnley,-3.67966313863523,4.944307361896998
Chelsea,0.12617681010676146,-5.0588244220054115
Crystal Palace,0.8441161341111316,1.0699121425089455
Everton,0.5632289702087109,
Fulham,,-1.2030285797311744
Leeds United,2.57979450034058,0.11034237429586313
Leicester City,-3.5916072802075085,-0.6973915111480221
Liverpool,-3.4662208626260664,3.2247570386926077
Luton,-2.7088626573926966,
Manchester City,0.8471404060983672,-3.996603616095576
Manchester United,-5.505381133155561,0.16825143562217382
Newcastle United,,2.4361056169908633
Norwich,1.393254287810461,
Nottingham Forest,,1.3495728545555434
Sheffield,,1.8922142255874252
Southampton,,
Tottenham,-0.15565735872331543,4.54544639585508
Watford,-1.3638800002956732,
West Ham,-0.2928528034756639,-2.8144440549214
Wolverhampton,2.7934253387784427,-3.558831909701188
