Opponent,Home Difficulty,Away Difficulty
Aston Villa,-2.6351561023101384,1.3596631199276763
Bournemouth,,-5.075290599344201
Brentford,,-0.5959934344802212
Brighton,-2.594176849151107,-3.2959785949617055
Burnley,-1.782639906488525,-1.5142518600243506
Chelsea,2.0718154563143574,-0.4642703435420781
Crystal Palace,-0.1415436030045456,-3.0163878896648804
Everton,,0.567431760333149
Fulham,0.8803873439368988,
Leeds United,-3.9892338807520464,-2.605487045004293
Leicester City,,-2.5954909777691344
Liverpool,-3.6125889671180813,1.8839634676589851
Luton,,1.9756458271284345
Manchester City,-1.1493703774357358,4.526315789473684
Manchester United,-2.2690213955904364,2.3263486162421247
Newcastle United,-1.3711250324011754,1.92446776844431
Norwich,-1.6033862992093018,-5.993486881810343
Nottingham Forest,-1.2692140694380374,
Sheffield,-5.728143411746409,
Southampton,-3.7826653046521352,-0.2963679757214492
Tottenham,-1.296634333275897,-3.1465126559803847
Watford,-1.2722467709850902,
West Ham,0.8925625077146484,
Wolverhampton,-0.26834339404984275,-4.09967728421997
