name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Wilfried Gnonto,Leeds,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Leeds,True,Arsenal,-2.44
Wilfried Gnonto,Leeds,Arsenal,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Leeds,False,Leeds United,
Wilfried Gnonto,Leeds,Leeds United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0.0,Leeds,True,Fulham,
Wilfried Gnonto,Leeds,Fulham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,1.0,Leeds,False,Liverpool,1.31
Wilfried Gnonto,Leeds,Liverpool,2022-10-29,False,Sub,18,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,False,0.0,0.0,3.6,0,0,0,0,0,4.0,Leeds,True,Bournemouth,
Wilfried Gnonto,Leeds,Bournemouth,2022-11-05,True,Sub,45,0.0,0.0,1.0,0.79,4,0.0,3.0,6.7,0,False,0.2,0.0,10.5,0,0,0,0,0,1.0,Leeds,False,Tottenham,0.01
Wilfried Gnonto,Leeds,Tottenham,2022-11-12,False,AMR,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,True,1.0,0.2,15.43,0,0,0,0,0,1.0,Leeds,True,Manchester City,2.49
Wilfried Gnonto,Leeds,Manchester City,2022-12-28,True,FWL,90,0.0,0.14,0.0,0.02,1,2.0,1.0,3.7,0,True,1.2,0.2,24.75,0,0,0,0,0,1.0,Leeds,False,Newcastle United,-5.11
Wilfried Gnonto,Leeds,Newcastle United,2022-12-31,False,AML,69,0.0,0.07,0.0,0.07,1,2.0,1.0,2.6,0,True,1.4,0.23,29.67,0,0,0,0,0,9.0,Leeds,True,West Ham,-2.86
Wilfried Gnonto,Leeds,West Ham,2023-01-04,True,AMC,90,1.0,0.4,0.0,0.0,9,2.0,0.0,9.0,3,True,1.6,0.24,35.7,0,0,0,0,0,2.0,Leeds,False,Aston Villa,-1.61
Wilfried Gnonto,Leeds,Aston Villa,2023-01-13,False,AML,90,0.0,0.71,0.0,0.06,2,3.0,2.0,7.1,0,True,3.2,0.32,40.64,0,0,0,0,0,2.0,Leeds,True,Brentford,-0.12
Wilfried Gnonto,Leeds,Brentford,2023-01-22,True,AMC,90,0.0,0.07,0.0,0.02,2,2.0,1.0,5.0,0,True,2.8,0.26,44.75,0,0,0,0,0,2.0,Leeds,False,Nottingham Forest,
Wilfried Gnonto,Leeds,Nottingham Forest,2023-02-05,False,AML,90,0.0,0.05,0.0,0.71,2,1.0,5.0,9.8,0,True,3.0,0.28,48.23,0,0,0,0,0,9.0,Leeds,False,Manchester United,2.58
Wilfried Gnonto,Leeds,Manchester United,2023-02-08,False,AML,89,1.0,0.04,0.0,0.08,9,1.0,1.0,7.3,3,True,3.2,0.26,51.14,0,0,0,0,0,2.0,Leeds,True,Manchester United,1.66
Wilfried Gnonto,Leeds,Manchester United,2023-02-12,True,AML,90,0.0,0.08,0.0,0.1,2,2.0,1.0,3.9,0,True,4.8,0.25,53.73,0,0,0,0,0,1.0,Leeds,False,Everton,1.15
Wilfried Gnonto,Leeds,Everton,2023-02-18,False,AML,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,True,3.4,0.19,56.0,0,0,0,0,0,1.0,Leeds,True,Southampton,-3.43
