name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Joe Gelhardt,Leeds,Wolverhampton,2022-08-06,True,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,0.0,0.0,6.0,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Crystal Palace,1.29
Joe Gelhardt,Leeds,Crystal Palace,2022-10-09,False,Sub,6,0.0,0.08,0.0,0.0,1,1.0,0.0,2.0,0,False,1.0,0.0,6.0,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,True,Arsenal,-0.89
Joe Gelhardt,Leeds,Arsenal,2022-10-16,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.0,0.04,4.33,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Leeds United,
Joe Gelhardt,Leeds,Leeds United,2022-10-20,False,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,False,1.0,0.03,7.0,2.0,2.0,3.82,1.81,0.06,4.0,Leeds,True,Fulham,-1.49
Joe Gelhardt,Leeds,Fulham,2022-10-23,True,Sub,6,0.0,0.0,1.0,0.32,4,0.0,1.0,3.2,0,False,1.0,0.02,6.8,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Liverpool,0.8
Joe Gelhardt,Leeds,Liverpool,,False,,0,,,,,0,,,0.0,0,False,1.6,0.22,5.67,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Bournemouth,5.53
Joe Gelhardt,Leeds,Bournemouth,2022-11-05,True,Sub,9,0.0,0.04,0.0,0.0,0,1.0,0.0,2.2,0,False,1.4,0.22,6.14,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Tottenham,0.38
Joe Gelhardt,Leeds,Tottenham,2022-11-12,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,1.2,0.21,5.5,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,True,Manchester City,0.4
Joe Gelhardt,Leeds,Manchester City,2022-12-28,True,Sub,18,0.0,0.13,0.0,0.0,1,1.0,0.0,0.7,0,False,1.2,0.21,6.89,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Newcastle United,-1.48
Joe Gelhardt,Leeds,Newcastle United,2022-12-31,False,Sub,8,0.0,0.08,0.0,0.0,1,1.0,0.0,2.0,0,False,1.2,0.23,7.0,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,True,West Ham,0.44
Joe Gelhardt,Leeds,West Ham,2023-01-04,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.6,0.05,6.45,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Southampton,-0.58
Joe Gelhardt,Leeds,Southampton,,False,,0,,,,,0,,,0.0,0,False,0.8,0.05,5.92,2.0,2.0,3.82,1.81,0.06,4.0,Leeds,False,Aston Villa,-1.34
Joe Gelhardt,Leeds,Aston Villa,2023-01-13,False,Sub,13,0.0,0.0,1.0,0.41,4,0.0,1.0,3.1,0,False,0.8,0.04,6.46,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Brentford,-0.85
Joe Gelhardt,Leeds,Brentford,,True,,0,,,,,0,,,0.0,0,False,1.4,0.24,6.0,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Nottingham Forest,0.54
Joe Gelhardt,Leeds,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,1.2,0.22,5.6,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Manchester United,2.19
Joe Gelhardt,Leeds,Manchester United,,False,,0,,,,,0,,,0.0,0,False,1.0,0.2,5.25,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Manchester United,1.7
Joe Gelhardt,Leeds,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.8,0.2,4.94,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Everton,0.7
Joe Gelhardt,Leeds,Everton,,False,,0,,,,,0,,,0.0,0,False,0.8,0.2,4.67,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Southampton,-5.18
Joe Gelhardt,Leeds,Southampton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,4.42,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Chelsea,0.29
Joe Gelhardt,Leeds,Chelsea,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,4.2,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Brighton,-1.07
Joe Gelhardt,Leeds,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,4.0,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Wolverhampton,-0.27
Joe Gelhardt,Leeds,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.82,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Arsenal,2.26
Joe Gelhardt,Leeds,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.65,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Nottingham Forest,1.75
Joe Gelhardt,Leeds,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.5,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,True,Chelsea,-0.25
Joe Gelhardt,Leeds,Chelsea,2022-08-21,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.0,0.0,3.64,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Crystal Palace,-1.42
Joe Gelhardt,Leeds,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.5,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Liverpool,-0.81
Joe Gelhardt,Leeds,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.37,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Fulham,-0.19
Joe Gelhardt,Leeds,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.25,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Leeds United,
Joe Gelhardt,Leeds,Leeds United,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.14,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Bournemouth,0.09
Joe Gelhardt,Leeds,Bournemouth,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.03,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,Manchester City,2.79
Joe Gelhardt,Leeds,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.94,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Newcastle United,-0.68
Joe Gelhardt,Leeds,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.84,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,False,West Ham,0.82
Joe Gelhardt,Leeds,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.76,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Tottenham,-2.16
Joe Gelhardt,Leeds,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.68,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Brighton,1.41
Joe Gelhardt,Leeds,Brighton,2022-08-27,False,Sub,8,0.0,0.02,0.0,0.0,1,1.0,0.0,1.0,0,False,0.0,0.0,2.83,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,True,Everton,3.32
Joe Gelhardt,Leeds,Everton,2022-08-30,True,Sub,44,0.0,0.52,0.0,0.0,1,2.0,0.0,3.1,0,False,0.2,0.0,3.97,2.0,2.0,3.82,1.81,0.06,1.0,Leeds,False,Brentford,-2.77
Joe Gelhardt,Leeds,Brentford,2022-09-03,False,FW,58,0.0,0.11,0.0,0.0,1,3.0,0.0,1.4,0,False,0.4,0.11,5.43,2.0,2.0,3.82,1.81,0.06,0.0,Leeds,True,Aston Villa,-3.37
Joe Gelhardt,Leeds,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.6,0.13,5.29,2.0,2.0,3.82,1.81,0.06,,Chelsea,True,Liverpool,-0.16
