name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Armando Broja,Chelsea,Everton,2022-08-06,False,Sub,15,0.0,0.05,0.0,0.0,1,1.0,0.0,2.5,0,False,0.0,0.0,15.0,6.0,0.0,5.9,1.46,0.05,5,Chelsea,True,Wolverhampton,2.42
Armando Broja,Chelsea,Wolverhampton,2022-10-08,True,Sub,18,1.0,0.14,0.0,0.0,5,1.0,0.0,5.1,0,False,1.0,0.05,16.5,6.0,0.0,5.9,1.46,0.05,1,Chelsea,False,Aston Villa,-1.51
Armando Broja,Chelsea,Aston Villa,2022-10-16,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,3.0,0.09,11.33,6.0,0.0,5.9,1.46,0.05,2,Chelsea,False,Brentford,-0.66
Armando Broja,Chelsea,Brentford,2022-10-19,False,FW,61,0.0,0.06,0.0,0.0,2,1.0,0.0,2.1,0,False,2.33,0.06,23.75,6.0,0.0,5.9,1.46,0.05,4,Chelsea,True,Manchester United,-0.06
Armando Broja,Chelsea,Manchester United,2022-10-22,True,Sub,11,0.0,0.0,0.0,0.0,4,0.0,0.0,0.2,0,False,2.25,0.06,21.2,6.0,0.0,5.9,1.46,0.05,1,Chelsea,False,Brighton,0.05
Armando Broja,Chelsea,Brighton,2022-10-29,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,2.6,0.05,19.5,6.0,0.0,5.9,1.46,0.05,1,Chelsea,True,Arsenal,5.81
Armando Broja,Chelsea,Arsenal,2022-11-06,True,Sub,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,False,2.6,0.04,20.43,6.0,0.0,5.9,1.46,0.05,2,Chelsea,False,Newcastle United,-1.55
Armando Broja,Chelsea,Newcastle United,2022-11-12,False,FW,72,0.0,0.12,0.0,0.09,2,1.0,1.0,3.9,0,True,1.8,0.01,26.88,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Bournemouth,
Armando Broja,Chelsea,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,2.0,0.04,23.89,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Nottingham Forest,
Armando Broja,Chelsea,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,1.6,0.02,21.5,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Manchester City,1.05
Armando Broja,Chelsea,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.8,0.02,19.55,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Fulham,
Armando Broja,Chelsea,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.6,0.02,17.92,6.0,0.0,5.9,1.46,0.05,1,Chelsea,True,Tottenham,-1.77
Armando Broja,Chelsea,Tottenham,2022-08-14,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.4,0.02,16.62,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Crystal Palace,0.31
Armando Broja,Chelsea,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,15.43,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Liverpool,0.32
Armando Broja,Chelsea,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,14.4,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Fulham,
Armando Broja,Chelsea,Fulham,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,13.5,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,West Ham,4.47
Armando Broja,Chelsea,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,12.71,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Southampton,-1.13
Armando Broja,Chelsea,Southampton,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,12.0,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Tottenham,-1.69
Armando Broja,Chelsea,Tottenham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,11.37,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Leicester City,1.12
Armando Broja,Chelsea,Leicester City,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,10.8,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Leeds United,-3.0
Armando Broja,Chelsea,Leeds United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,10.29,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Everton,1.01
Armando Broja,Chelsea,Everton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,9.82,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Aston Villa,-2.49
Armando Broja,Chelsea,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,9.39,6.0,0.0,5.9,1.46,0.05,0,Chelsea,True,Liverpool,
Armando Broja,Chelsea,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,9.0,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Leicester City,5.06
Armando Broja,Chelsea,Leicester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,8.64,6.0,0.0,5.9,1.46,0.05,0,Chelsea,False,Wolverhampton,0.77
