name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Sonny Perkins,Leeds,Tottenham,False,0,0,0.0,0,False,0.0,Leeds,True,Manchester City,2.49,-1.17
Sonny Perkins,Leeds,Manchester City,True,0,0,0.0,0,False,0.0,Leeds,False,Newcastle United,-5.11,-0.34
Sonny Perkins,Leeds,Newcastle United,False,0,0,0.0,0,False,0.0,Leeds,True,West Ham,-2.86,0.63
Sonny Perkins,Leeds,West Ham,True,0,0,0.0,0,False,0.0,Leeds,False,Aston Villa,-1.61,0.59
Sonny Perkins,Leeds,Aston Villa,False,0,0,0.0,0,False,0.0,Leeds,True,Brentford,-0.12,0.69
Sonny Perkins,Leeds,Brentford,True,0,0,0.0,0,False,0.0,Leeds,False,Nottingham Forest,,
Sonny Perkins,Leeds,Nottingham Forest,False,0,0,0.0,0,False,0.0,Leeds,False,Manchester United,2.58,-0.1
Sonny Perkins,Leeds,Manchester United,False,0,0,0.0,0,False,0.0,Leeds,True,Manchester United,1.66,0.38
Sonny Perkins,Leeds,Manchester United,True,0,0,0.0,0,False,0.0,Leeds,False,Everton,1.15,-0.63
Sonny Perkins,Leeds,Everton,False,0,0,0.0,0,False,0.0,Leeds,True,Southampton,-3.43,-0.38
Sonny Perkins,Leeds,Southampton,True,0,0,0.0,0,False,0.0,Leeds,False,Chelsea,-1.33,-0.72
Sonny Perkins,Leeds,Chelsea,False,0,0,0.0,0,False,0.0,Leeds,True,Brighton,-4.64,-0.71
Sonny Perkins,Leeds,Brighton,True,0,0,0.0,0,False,0.0,Leeds,False,Wolverhampton,3.26,-0.46
Sonny Perkins,Leeds,Wolverhampton,False,0,0,0.0,0,False,0.0,Leeds,False,Arsenal,4.38,-0.0
Sonny Perkins,Leeds,Arsenal,False,0,0,0.0,0,False,0.0,Leeds,True,Nottingham Forest,,
Sonny Perkins,Leeds,Nottingham Forest,True,0,0,0.0,0,False,0.0,Leeds,True,Crystal Palace,-4.62,0.81
Sonny Perkins,Leeds,Crystal Palace,True,0,0,0.0,0,False,0.0,Leeds,True,Liverpool,0.62,-0.53
Sonny Perkins,Leeds,Liverpool,True,0,0,0.0,0,False,0.0,Leeds,False,Fulham,,1.37
Sonny Perkins,Leeds,Fulham,False,0,0,0.0,0,False,0.0,Leeds,True,Leeds United,,-0.79
Sonny Perkins,Leeds,Leeds United,True,0,0,0.0,0,False,0.0,Leeds,False,Bournemouth,,0.19
Sonny Perkins,Leeds,Bournemouth,False,0,0,0.0,0,False,0.0,Leeds,False,Manchester City,4.57,-1.26
Sonny Perkins,Leeds,Manchester City,False,0,0,0.0,0,False,0.0,Leeds,True,Newcastle United,-0.68,0.73
Sonny Perkins,Leeds,Newcastle United,True,0,0,0.0,0,False,0.0,Leeds,False,West Ham,0.82,0.14
Sonny Perkins,Leeds,West Ham,False,0,0,0.0,0,False,0.0,Leeds,True,Tottenham,-4.61,1.07
Sonny Perkins,Leeds,Tottenham,True,0,0,0.0,0,False,,Chelsea,True,Liverpool,,-0.53
