name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Eddie Nketiah,Arsenal,Crystal Palace,2022-08-05,False,Sub,7,0.0,0.0,0.0,0.1,1,0.0,1.0,1.3,0,False,0.0,0.0,7.0,0,0,0,0,0,1,Arsenal,True,Liverpool,1.96
Eddie Nketiah,Arsenal,Liverpool,2022-10-09,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.0,0.0,4.0,0,0,0,0,0,1,Arsenal,False,Leicester City,-3.95
Eddie Nketiah,Arsenal,Leicester City,2022-10-16,False,Sub,8,0.0,0.04,0.0,0.0,1,1.0,0.0,0.5,0,False,1.0,0.0,5.33,0,0,0,0,0,1,Arsenal,False,Southampton,2.15
Eddie Nketiah,Arsenal,Southampton,2022-10-23,False,Sub,19,0.0,0.07,0.0,0.0,1,1.0,0.0,2.2,0,False,1.0,0.01,8.75,0,0,0,0,0,1,Arsenal,True,Nottingham Forest,
Eddie Nketiah,Arsenal,Nottingham Forest,2022-10-30,True,Sub,15,0.0,0.0,0.0,0.03,1,0.0,1.0,1.9,0,False,1.0,0.03,10.0,0,0,0,0,0,0,Arsenal,False,Chelsea,-3.91
Eddie Nketiah,Arsenal,Chelsea,,False,,0,,,,,0,,,0.0,0,False,1.0,0.02,8.33,0,0,0,0,0,0,Arsenal,False,Wolverhampton,-1.32
Eddie Nketiah,Arsenal,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.8,0.02,7.14,0,0,0,0,0,6,Arsenal,True,West Ham,-2.46
Eddie Nketiah,Arsenal,West Ham,2022-12-26,True,FW,90,1.0,0.51,0.0,0.0,6,4.0,0.0,9.0,0,True,0.6,0.02,17.5,0,0,0,0,0,8,Arsenal,False,Brighton,-0.75
Eddie Nketiah,Arsenal,Brighton,2022-12-31,False,FW,90,1.0,0.98,0.0,0.0,8,2.0,0.0,7.5,2,True,1.6,0.12,25.56,0,0,0,0,0,1,Arsenal,True,Newcastle United,-2.77
Eddie Nketiah,Arsenal,Newcastle United,2023-01-03,True,FW,90,0.0,0.11,0.0,0.0,1,2.0,0.0,5.0,0,True,3.0,0.3,32.0,0,0,0,0,0,1,Arsenal,True,Leeds United,-3.81
Eddie Nketiah,Arsenal,Leeds United,2022-08-13,True,Sub,6,0.0,0.07,0.0,0.0,1,1.0,0.0,2.0,0,False,3.0,0.32,29.64,0,0,0,0,0,2,Arsenal,False,Tottenham,3.44
Eddie Nketiah,Arsenal,Tottenham,2023-01-15,False,FW,90,0.0,1.57,0.0,0.0,2,5.0,0.0,8.6,0,True,3.2,0.34,34.67,0,0,0,0,0,13,Arsenal,True,Manchester United,-1.99
Eddie Nketiah,Arsenal,Manchester United,2023-01-22,True,FW,90,2.0,1.8,0.0,0.0,13,6.0,0.0,18.0,3,True,3.6,0.65,38.92,0,0,0,0,0,2,Arsenal,False,Everton,1.42
Eddie Nketiah,Arsenal,Everton,2023-02-04,False,FW,90,0.0,0.14,0.0,0.09,2,2.0,1.0,3.2,0,True,5.0,0.91,42.57,0,0,0,0,0,2,Arsenal,True,Brentford,-1.07
Eddie Nketiah,Arsenal,Brentford,2023-02-11,True,FW,90,0.0,0.02,0.0,0.04,2,1.0,1.0,5.1,0,True,3.8,0.74,45.73,0,0,0,0,0,4,Arsenal,True,Manchester City,0.98
Eddie Nketiah,Arsenal,Manchester City,2023-02-15,True,FW,90,0.0,0.78,0.0,0.0,4,4.0,0.0,1.8,0,True,4.0,0.72,48.5,0,0,0,0,0,2,Arsenal,False,Aston Villa,-0.61
Eddie Nketiah,Arsenal,Aston Villa,2023-02-18,False,FW,90,0.0,1.05,0.0,0.36,2,5.0,1.0,6.3,0,True,4.6,0.86,50.94,0,0,0,0,0,1,Arsenal,False,Leeds United,-2.61
Eddie Nketiah,Arsenal,Leeds United,2023-02-25,False,Sub,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,4.6,0.76,49.22,0,0,0,0,0,4,Arsenal,True,Everton,-3.92
Eddie Nketiah,Arsenal,Everton,2023-03-01,True,Sub,18,0.0,0.43,1.0,0.67,4,1.0,1.0,5.1,0,False,2.2,0.4,47.58,0,0,0,0,0,0,Arsenal,True,Bournemouth,
Eddie Nketiah,Arsenal,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,2.6,0.66,45.2,0,0,0,0,0,0,Arsenal,False,Fulham,
Eddie Nketiah,Arsenal,Fulham,,False,,0,,,,,0,,,0.0,0,False,2.2,0.65,43.05,0,0,0,0,0,0,Arsenal,True,Crystal Palace,-0.14
Eddie Nketiah,Arsenal,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,1.4,0.5,41.09,0,0,0,0,0,0,Arsenal,True,Leicester City,
Eddie Nketiah,Arsenal,Leicester City,,True,,0,,,,,0,,,0.0,0,False,1.0,0.29,39.3,0,0,0,0,0,1,Arsenal,False,Bournemouth,-3.74
Eddie Nketiah,Arsenal,Bournemouth,2022-08-20,False,Sub,16,0.0,0.27,0.0,0.08,1,1.0,1.0,3.3,0,False,0.8,0.29,38.33,0,0,0,0,0,0,Arsenal,False,Liverpool,4.27
Eddie Nketiah,Arsenal,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.2,0.05,36.8,0,0,0,0,0,1,Arsenal,False,West Ham,
