name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Adam Armstrong,Southampton,Tottenham,2022-08-06,False,FW,45,0.0,0.05,0.0,0.0,1,1.0,0.0,0.0,0,False,0.0,0.0,45.0,2.0,2.0,4.25,1.62,0.04,2.0,Southampton,False,Manchester City,0.3,
Adam Armstrong,Southampton,Manchester City,2022-10-08,False,AMC,65,0.0,0.0,0.0,0.02,2,0.0,1.0,1.3,0,False,1.0,0.05,55.0,2.0,2.0,4.25,1.62,0.04,2.0,Southampton,True,West Ham,-1.04,
Adam Armstrong,Southampton,West Ham,2022-10-16,True,FW,73,0.0,0.0,0.0,0.15,2,0.0,2.0,3.6,0,False,1.5,0.03,61.0,2.0,2.0,4.25,1.62,0.04,2.0,Southampton,False,Bournemouth,,0.19
Adam Armstrong,Southampton,Bournemouth,2022-10-19,False,FW,87,0.0,0.03,0.0,0.05,2,1.0,1.0,2.6,0,False,1.67,0.02,67.5,2.0,2.0,4.25,1.62,0.04,2.0,Southampton,True,Arsenal,-3.58,0.36
Adam Armstrong,Southampton,Arsenal,2022-10-23,True,FW,72,0.0,0.03,0.0,0.0,2,1.0,0.0,1.6,0,False,1.75,0.02,68.4,2.0,2.0,4.25,1.62,0.04,0.0,Southampton,False,Crystal Palace,-0.36,
Adam Armstrong,Southampton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,1.8,0.02,57.0,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,True,Newcastle United,0.8,
Adam Armstrong,Southampton,Newcastle United,2022-11-06,True,Sub,26,0.0,0.02,0.0,0.08,1,1.0,2.0,3.9,0,False,1.6,0.01,52.57,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,False,Liverpool,2.85,-1.33
Adam Armstrong,Southampton,Liverpool,2022-11-12,False,FW,58,0.0,0.18,0.0,0.0,1,3.0,0.0,2.3,0,True,1.4,0.02,53.25,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,True,Brighton,-0.05,-0.71
Adam Armstrong,Southampton,Brighton,2022-12-26,True,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.2,0.05,48.0,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,False,Fulham,,1.37
Adam Armstrong,Southampton,Fulham,2022-12-31,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.0,0.05,43.3,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,True,Nottingham Forest,,
Adam Armstrong,Southampton,Nottingham Forest,2023-01-04,True,Sub,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,0.8,0.04,41.73,2.0,2.0,4.25,1.62,0.04,4.0,Southampton,True,Leicester City,-2.36,
Adam Armstrong,Southampton,Leicester City,2022-08-13,True,Sub,29,0.0,0.0,1.0,0.7,4,0.0,1.0,3.3,0,False,1.0,0.04,40.67,2.0,2.0,4.25,1.62,0.04,1.0,Southampton,False,Everton,3.31,-0.63
Adam Armstrong,Southampton,Everton,2023-01-14,False,Sub,29,0.0,0.08,0.0,0.0,1,1.0,0.0,1.1,0,False,1.6,0.24,39.77,2.0,2.0,4.25,1.62,0.04,2.0,Southampton,True,Aston Villa,-1.21,
