name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Odsonne Edouard,Crystal Palace,Arsenal,2022-08-05,True,FW,57,0.0,0.52,0.0,0.0,1,3.0,0.0,6.0,0,False,0.0,0.0,57.0,6.0,4.0,6.55,2.17,0.06,8,Crystal Palace,True,Leicester City,-0.38
Odsonne Edouard,Crystal Palace,Leicester City,2022-10-09,True,FW,85,1.0,0.35,0.0,0.08,8,2.0,1.0,7.7,2,False,1.0,0.52,71.0,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,False,Leeds United,2.13
Odsonne Edouard,Crystal Palace,Leeds United,2022-10-15,False,FW,64,0.0,0.05,0.0,0.0,2,1.0,0.0,2.7,0,False,4.5,0.43,68.67,6.0,4.0,6.55,2.17,0.06,5,Crystal Palace,True,Wolverhampton,-2.67
Odsonne Edouard,Crystal Palace,Wolverhampton,2022-10-18,True,FW,80,0.0,0.19,1.0,0.39,5,2.0,1.0,7.2,0,False,3.67,0.31,71.5,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,False,Everton,2.41
Odsonne Edouard,Crystal Palace,Everton,2022-10-22,False,FW,90,0.0,0.08,0.0,0.0,2,1.0,0.0,2.9,0,False,4.0,0.53,75.2,6.0,4.0,6.55,2.17,0.06,6,Crystal Palace,True,Southampton,0.54
Odsonne Edouard,Crystal Palace,Southampton,2022-10-29,True,FW,74,1.0,0.62,0.0,0.07,6,2.0,3.0,12.0,1,False,3.6,0.44,75.0,6.0,4.0,6.55,2.17,0.06,0,Crystal Palace,False,West Ham,0.59
Odsonne Edouard,Crystal Palace,West Ham,,False,,0,,,,,0,,,0.0,0,False,4.6,0.46,64.29,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,False,Nottingham Forest,
Odsonne Edouard,Crystal Palace,Nottingham Forest,2022-11-12,False,Sub,5,0.0,0.04,0.0,0.0,1,1.0,0.0,0.2,0,False,3.0,0.39,56.88,6.0,4.0,6.55,2.17,0.06,0,Crystal Palace,True,Fulham,
Odsonne Edouard,Crystal Palace,Fulham,,True,,0,,,,,0,,,0.0,0,False,2.8,0.38,50.56,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,False,Bournemouth,
Odsonne Edouard,Crystal Palace,Bournemouth,2022-12-31,False,Sub,16,0.0,0.64,0.0,0.0,1,1.0,0.0,4.8,0,False,1.8,0.15,47.1,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,True,Tottenham,-5.01
Odsonne Edouard,Crystal Palace,Tottenham,2023-01-04,True,Sub,17,0.0,0.02,0.0,0.12,1,1.0,2.0,3.0,0,False,1.6,0.26,44.36,6.0,4.0,6.55,2.17,0.06,0,Crystal Palace,False,Liverpool,7.24
Odsonne Edouard,Crystal Palace,Liverpool,2022-08-15,False,Sub,27,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6,0,False,0.6,0.14,42.92,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,False,Chelsea,2.77
Odsonne Edouard,Crystal Palace,Chelsea,2023-01-15,False,Sub,21,0.0,0.02,0.0,0.0,1,1.0,0.0,1.2,0,False,0.6,0.14,41.23,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,True,Manchester United,-0.9
Odsonne Edouard,Crystal Palace,Manchester United,2023-01-18,True,AMC,70,0.0,0.1,0.0,0.0,2,2.0,0.0,3.6,0,True,0.6,0.13,43.29,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,True,Newcastle United,1.62
Odsonne Edouard,Crystal Palace,Newcastle United,2023-01-21,True,FW,89,0.0,0.08,0.0,0.0,2,1.0,0.0,2.3,0,True,1.0,0.15,46.33,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,False,Manchester United,0.74
Odsonne Edouard,Crystal Palace,Manchester United,2023-02-04,False,FW,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.1,0,True,1.2,0.04,49.06,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,True,Brighton,-0.1
Odsonne Edouard,Crystal Palace,Brighton,2023-02-11,True,Sub,19,0.0,0.07,0.0,0.0,1,1.0,0.0,0.9,0,False,1.4,0.04,47.29,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,False,Brentford,1.96
Odsonne Edouard,Crystal Palace,Brentford,2023-02-18,False,Sub,10,0.0,0.12,0.0,0.0,1,1.0,0.0,0.5,0,False,1.6,0.06,45.22,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,True,Liverpool,3.6
Odsonne Edouard,Crystal Palace,Liverpool,2023-02-25,True,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,1.6,0.08,43.84,6.0,4.0,6.55,2.17,0.06,0,Crystal Palace,False,Aston Villa,0.99
Odsonne Edouard,Crystal Palace,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,1.4,0.06,41.65,6.0,4.0,6.55,2.17,0.06,1,Crystal Palace,True,Manchester City,-0.0
Odsonne Edouard,Crystal Palace,Manchester City,2023-03-11,True,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,1.0,0.04,40.14,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,False,Brighton,
Odsonne Edouard,Crystal Palace,Brighton,2023-03-15,False,FW,78,0.0,0.38,0.0,0.0,2,2.0,0.0,1.5,0,True,0.8,0.04,41.86,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,False,Arsenal,1.99
Odsonne Edouard,Crystal Palace,Arsenal,2023-03-19,False,FW,64,0.0,0.0,0.0,0.04,2,0.0,1.0,2.0,0,True,1.0,0.1,42.83,6.0,4.0,6.55,2.17,0.06,2,Crystal Palace,True,Leeds United,3.21
Odsonne Edouard,Crystal Palace,Leeds United,2023-04-01,True,FW,85,0.0,0.32,0.0,0.18,2,4.0,2.0,7.4,0,True,1.2,0.08,44.58,6.0,4.0,6.55,2.17,0.06,5,Crystal Palace,True,Aston Villa,0.32
