name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Anthony Martial,Man Utd,Everton,2022-10-09,False,FW,28,0,0.0,1,0.58,4,0,1,3.3,0,False,0.0,0.0,28.0,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Aston Villa,2022-11-06,False,Sub,25,0,0.0,0,0.0,1,0,0,0.4,0,False,4.0,1.0,26.5,1,0,1.17,0.0,0.07,2
Anthony Martial,Man Utd,Fulham,2022-11-13,False,FW,71,0,0.89,0,0.11,2,3,1,0.0,0,True,2.5,0.5,41.33,1,0,1.17,0.0,0.07,6
Anthony Martial,Man Utd,Nottingham Forest,2022-12-27,True,FW,64,1,0.58,0,0.0,6,2,0,7.6,0,True,2.33,0.63,47.0,1,0,1.17,0.0,0.07,2
Anthony Martial,Man Utd,Wolverhampton,2022-12-31,False,FW,80,0,0.61,0,0.12,2,2,1,4.9,0,True,3.25,0.62,53.6,1,0,1.17,0.0,0.07,2
Anthony Martial,Man Utd,Bournemouth,2023-01-03,True,FW,68,0,0.58,0,0.0,2,2,0,0.9,0,True,3.0,0.62,56.0,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Manchester City,2023-01-14,True,FW,45,0,0.03,0,0.0,1,1,0,0.7,0,True,2.6,0.53,54.43,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Newcastle United,2023-04-02,False,Sub,28,0,0.06,0,0.0,1,1,0,0.7,0,False,2.6,0.54,51.12,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Brentford,2023-04-05,True,Sub,19,0,0.0,0,0.0,1,0,0,0.4,0,False,2.4,0.37,47.56,1,0,1.17,0.0,0.07,4
Anthony Martial,Man Utd,Liverpool,2022-08-22,True,Sub,45,0,0.0,1,0.51,4,0,2,5.4,0,False,1.4,0.26,47.3,1,0,1.17,0.0,0.07,5
Anthony Martial,Man Utd,Everton,2023-04-08,True,Sub,30,1,0.48,0,0.1,5,1,1,7.0,0,False,1.8,0.33,45.73,1,0,1.17,0.0,0.07,5
Anthony Martial,Man Utd,Nottingham Forest,2023-04-16,False,FW,71,0,0.71,0,0.11,5,2,1,4.5,0,True,2.4,0.31,47.83,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Tottenham,2023-04-27,False,Sub,29,0,0.0,0,0.0,1,0,0,0.0,0,False,3.2,0.45,46.38,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Aston Villa,2023-04-30,True,Sub,4,0,0.0,0,0.1,1,0,1,1.8,0,False,3.2,0.44,43.36,1,0,1.17,0.0,0.07,2
Anthony Martial,Man Utd,Brighton,2023-05-04,False,FW,83,0,0.14,0,0.07,2,2,1,4.3,0,True,3.2,0.44,46.0,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,West Ham,2023-05-07,False,Sub,33,0,0.43,0,0.0,1,2,0,3.7,0,False,2.8,0.27,45.19,1,0,1.17,0.0,0.07,8
Anthony Martial,Man Utd,Wolverhampton,2023-05-13,True,FW,68,1,0.61,0,0.04,8,3,2,10.2,2,True,2.0,0.26,46.53,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Bournemouth,2023-05-20,False,FW,56,0,0.15,0,0.0,1,3,0,2.8,0,True,2.6,0.24,47.06,1,0,1.17,0.0,0.07,7
Anthony Martial,Man Utd,Chelsea,2023-05-25,True,FW,69,1,0.62,0,0.03,7,1,1,8.7,1,True,2.6,0.27,48.21,1,0,1.17,0.0,0.07,1
Anthony Martial,Man Utd,Fulham,2023-05-28,True,Sub,23,0,0.0,0,0.0,1,0,0,0.0,0,False,3.8,0.39,46.95,1,0,1.17,0.0,0.07,10
Anthony Martial,Man Utd,Manchester City,2022-10-02,False,Sub,31,2,1.44,0,0.0,10,2,0,12.1,1,False,3.6,0.36,46.19,1,0,1.17,0.0,0.07,1
